ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",vldb j.,2001,guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",vldb j.,2001,"('venue',)"
e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",vldb j.,2001,guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2003,"('year',)"
e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",vldb j.,2001,guest editor 's introduction,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,"('title',)"
e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",vldb j.,2001,guest editorial,karl aberer,the vldb journal -- the international journal on very large data bases,2001,"('authors',)"
e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",vldb j.,2001,guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2003,"('year',)"
guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",the vldb journal -- the international journal on very large data bases,2001,"('venue',)"
guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",vldb j.,2003,"('year',)"
guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,e-services - guest editorial,richard snodgrass,vldb j.,2001,"('authors',)"
guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",acm transactions on database systems ( tods ),2001,"('venue',)"
guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,e-services - guest editorial,"peter apers , stefano ceri , richard snodgrass",vldb j.,2001,"('authors',)"
guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",the vldb journal -- the international journal on very large data bases,2001,"('venue',)"
guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",vldb j.,2002,"('year',)"
guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,e-services - guest editorial,"amr el abbadi , gunter schlageter , kyu-young whang",vldb j.,2001,"('authors',)"
guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopoulos",the vldb journal -- the international journal on very large data bases,2001,e-services - guest editorial,"dimitrios georgakopoulos , ming-chien shan , fabio casati",the vldb journal -- the international journal on very large data bases,2001,"('venue',)"
issues in data stream management,"lukasz golab , m. tamer özsu",sigmod record,2003,evolution and change in data management - issues and directions,"lukasz golab , m. tamer &#214; zsu",acm sigmod record,2003,"('title',)"
issues in data stream management,"lukasz golab , m. tamer özsu",sigmod record,2003,issues in data stream management,"lukasz golab , m. tamer &#214; zsu",sigmod record,2003,"('venue',)"
issues in data stream management,"lukasz golab , m. tamer özsu",sigmod record,2003,issues in data stream management,"lukasz golab , m. tamer &#214; zsu",acm sigmod record,2000,"('year',)"
issues in data stream management,"lukasz golab , m. tamer özsu",sigmod record,2003,issues in data stream management,"lukasz golab , m. tamer &#214; zsu",acm sigmod record,1999,"('year',)"
issues in data stream management,"lukasz golab , m. tamer özsu",sigmod record,2003,operator scheduling in a data stream manager,"lukasz golab , m. tamer &#214; zsu",acm sigmod record,2003,"('title',)"
semantic data caching and replacement,"shaul dar , michael j. franklin , bj &#246; rn &#222; &#243; r j &#243; nsson , divesh srivastava , michael tan",very large data bases,1996,semantic data caching and replacement,"björn þór jónsson , shaul dar , divesh srivastava , michael tan , michael j. franklin",vldb,2000,"('year',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,vxmlr : a visual xml-relational database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,"('title',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,the ecrc multi database system,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang",international conference on management of data,1995,"('authors',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,2001,"('year',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",sigmod conference,1995,"('venue',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1994,"('year',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,the ecrc multi database system,"raghu ramakrishnan , miron livny , praveen seshadri",international conference on management of data,1995,"('authors',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1996,"('year',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",sigmod conference,1995,"('venue',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,2001,"('year',)"
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,temporal database system implementations,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,"('title',)"
the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,the ecrc multi database system,"heribert schütz , willem jonker",international conference on management of data,1995,"('venue',)"
the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,2001,"('year',)"
the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,the ecrc multi database system,"jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",sigmod conference,1995,"('authors',)"
the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1994,"('year',)"
the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,schema and database evolution in the o2 object database system,"heribert schütz , willem jonker",sigmod conference,1995,"('title',)"
the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,the ecrc multi database system,"praveen seshadri , miron livny , raghu ramakrishnan",sigmod conference,1995,"('authors',)"
the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1996,"('year',)"
the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,the ecrc multi database system,"heribert schütz , willem jonker",international conference on management of data,1995,"('venue',)"
atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,vldb,1998,atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,very large data bases,1999,"('year',)"
atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,very large data bases,1998,active views for electronic commerce,j. d. tygar,vldb,1998,"('title',)"
atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,very large data bases,1998,atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,vldb,1999,"('year',)"
warlock : a data allocation tool for parallel warehouses,"thomas stöhr , erhard rahm",vldb,2001,multi-dimensional database allocation for parallel data warehouses,"thomas st &#246; hr , erhard rahm",very large data bases,2001,"('title',)"
warlock : a data allocation tool for parallel warehouses,"thomas stöhr , erhard rahm",vldb,2001,warlock : a data allocation tool for parallel warehouses,"thomas st &#246; hr , erhard rahm",vldb,2001,"('venue',)"
warlock : a data allocation tool for parallel warehouses,"thomas stöhr , erhard rahm",vldb,2001,warlock : a data allocation tool for parallel warehouses,"thomas st &#246; hr , erhard rahm",very large data bases,2000,"('year',)"
binding propagation in disjunctive databases,sergio greco,very large data bases,1998,binding propagation in disjunctive databases,sergio greco,vldb,1997,"('year',)"
mineset ( tm ) : a system for high-end data mining and visualization,?,vldb,1996,visdb : a system for visualizing large databases,,very large data bases,1996,"('title',)"
mineset ( tm ) : a system for high-end data mining and visualization,?,vldb,1996,mineset ( tm ) : a system for high-end data mining and visualization,,very large data bases,1995,"('year',)"
mineset ( tm ) : a system for high-end data mining and visualization,?,vldb,1996,mineset ( tm ) : a system for high-end data mining and visualization,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",very large data bases,1996,"('authors',)"
mineset ( tm ) : a system for high-end data mining and visualization,?,vldb,1996,mineset ( tm ) : a system for high-end data mining and visualization,,very large data bases,1998,"('year',)"
partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,query processing techniques for arrays,"vijayshankar raman , joseph m. hellerstein",international conference on management of data,2002,"('title',)"
partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,partial results for online query processing,"vijayshankar raman , joseph m. hellerstein",international conference on management of data,1999,"('year',)"
partial results for online query processing,"vijayshankar raman , joseph m. hellerstein",international conference on management of data,2002,cache conscious algorithms for relational query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,"('title',)"
partial results for online query processing,"vijayshankar raman , joseph m. hellerstein",international conference on management of data,2002,partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,1994,"('year',)"
spatial indexing of high-dimensional data based on relative approximation,"shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima",vldb j.,2002,r-tree based indexing of now-relative bitemporal data,"yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima",the vldb journal -- the international journal on very large data bases,2002,"('title',)"
spatial indexing of high-dimensional data based on relative approximation,"shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima",vldb j.,2002,spatial indexing of high-dimensional data based on relative approximation,"yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima",the vldb journal -- the international journal on very large data bases,1998,"('year',)"
directv and oracle rdb : the challenge of vldb transaction processing,william l. gettys,international conference on management of data,1995,query processing and optimization in oracle rdb,william l. gettys,sigmod conference,1995,"('title',)"
directv and oracle rdb : the challenge of vldb transaction processing,william l. gettys,international conference on management of data,1995,directv and oracle rdb : the challenges of vldb transaction processing,"gennady antoshenkov , mohamed ziauddin",sigmod conference,1995,"('authors',)"
directv and oracle rdb : the challenge of vldb transaction processing,william l. gettys,international conference on management of data,1995,directv and oracle rdb : the challenges of vldb transaction processing,william l. gettys,sigmod conference,1996,"('year',)"
directv and oracle rdb : the challenge of vldb transaction processing,william l. gettys,international conference on management of data,1995,the challenge of process data warehousing,william l. gettys,sigmod conference,1995,"('title',)"
directv and oracle rdb : the challenge of vldb transaction processing,william l. gettys,international conference on management of data,1995,directv and oracle rdb : the challenges of vldb transaction processing,william l. gettys,sigmod conference,2000,"('year',)"
data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995,data extraction and transformation for the data warehouse,case squire,international conference on management of data,2003,"('year',)"
data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995,data extraction and transformation for the data warehouse,case squire,international conference on management of data,2001,"('year',)"
data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995,automation in information extraction and data integration,case squire,international conference on management of data,1995,"('title',)"
data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995,data extraction and transformation for the data warehouse,sunita sarawagi,international conference on management of data,1995,"('authors',)"
data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995,data extraction and transformation for the data warehouse,case squire,international conference on management of data,2002,"('year',)"
data extraction and transformation for the data warehouse,case squire,international conference on management of data,1995,lineage tracing for general data warehouse transformations,cass squire,sigmod conference,1995,"('title',)"
data extraction and transformation for the data warehouse,case squire,international conference on management of data,1995,data extraction and transformation for the data warehouse,cass squire,sigmod conference,2003,"('year',)"
data extraction and transformation for the data warehouse,case squire,international conference on management of data,1995,concurrency in the data warehouse,cass squire,sigmod conference,1995,"('title',)"
data extraction and transformation for the data warehouse,case squire,international conference on management of data,1995,data extraction and transformation for the data warehouse,cass squire,sigmod conference,2000,"('year',)"
ominisearch : a method for searching dynamic content on the web,"henrique paques , ling liu , david buttler , calton pu",sigmod conference,2001,enabling dynamic content caching for database-driven web sites,"david buttler , ling liu , calton pu , henrique paques , wei han , wei tang",international conference on management of data,2001,"('title',)"
ominisearch : a method for searching dynamic content on the web,"henrique paques , ling liu , david buttler , calton pu",sigmod conference,2001,ominisearch : a method for searching dynamic content on the web,"david buttler , ling liu , calton pu , henrique paques , wei han , wei tang",sigmod conference,2001,"('venue',)"
fast algorithms for maintaining replica consistency in lazy master replicated databases,"eric simon , esther pacitti , pascale minet",vldb,1999,fast algorithms for projected clustering,"esther pacitti , pascale minet , eric simon",very large data bases,1999,"('title',)"
fast algorithms for maintaining replica consistency in lazy master replicated databases,"eric simon , esther pacitti , pascale minet",vldb,1999,fast algorithms for maintaining replica consistency in lazy master replicated databases,"joel l. wolf , cecilia magdalena procopiuc , jong soo park , charu c. aggarwal , philip s. yu",very large data bases,1999,"('authors',)"
fast algorithms for maintaining replica consistency in lazy master replicated databases,"esther pacitti , pascale minet , eric simon",very large data bases,1999,fast algorithms for maintaining replica consistency in lazy master replicated databases,"eric simon , esther pacitti , pascale minet",vldb,1995,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1994,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,a logical foundation for deductive object-oriented databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"mengchi liu , tok wang ling , gillian dobbie",very large data bases,1997,"('authors',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,2002,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,query unnesting in object-oriented databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1998,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,dataguides : enabling query formulation and optimization in semistructured databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",vldb,1997,"('venue',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,processing object-oriented queries with invertible late bound functions,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",vldb,1997,"('venue',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1995,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,join index hierarchies for supporting efficient navigations in object-oriented databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jiawei han , zhaohui xie",very large data bases,1997,"('authors',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",vldb,1997,"('venue',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1994,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,accessing a relational database through an object-oriented database interface,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",vldb,1997,"('venue',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1995,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,opt + + : an object-oriented implementation for extensible database query optimization,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1999,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,static detection of security flaws in object-oriented databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1996,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,versioning and configuration management in an object-oriented data model,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1994,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,processing object-oriented queries with invertible late bound functions,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",very large data bases,1997,"('venue',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1995,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations","guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,"('title',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,jia liang han,vldb,1997,"('authors',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1998,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,praveen seshadri,vldb,1997,"('authors',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1998,"('year',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"surajit chaudhuri , kyuseok shim",vldb,1997,"('authors',)"
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1999,"('year',)"
db2 query parallelism : staging and implementation,yun wang,vldb,1995,implementation and analysis of a parallel collection query language,yun wang,very large data bases,1995,"('title',)"
db2 query parallelism : staging and implementation,yun wang,vldb,1995,db2 query parallelism : staging and implementation,yun wang,very large data bases,1996,"('year',)"
integrating heterogenous overlapping databases through object-oriented transformations,"tore risch , vanja josifovski",vldb,1999,query unnesting in object-oriented databases,"vanja josifovski , tore risch",very large data bases,1999,"('title',)"
integrating heterogenous overlapping databases through object-oriented transformations,"tore risch , vanja josifovski",vldb,1999,integrating heterogenous overlapping databases through object-oriented transformations,"vanja josifovski , tore risch",very large data bases,1998,"('year',)"
integrating heterogenous overlapping databases through object-oriented transformations,"vanja josifovski , tore risch",very large data bases,1999,index configuration in object-oriented databases,"tore risch , vanja josifovski",vldb,1999,"('title',)"
integrating heterogenous overlapping databases through object-oriented transformations,"vanja josifovski , tore risch",very large data bases,1999,integrating heterogenous overlapping databases through object-oriented transformations,"tore risch , vanja josifovski",vldb,1994,"('year',)"
integrating heterogenous overlapping databases through object-oriented transformations,"vanja josifovski , tore risch",very large data bases,1999,extraction of object-oriented structures from existing relational databases,"tore risch , vanja josifovski",vldb,1999,"('title',)"
integrating heterogenous overlapping databases through object-oriented transformations,"vanja josifovski , tore risch",very large data bases,1999,integrating heterogenous overlapping databases through object-oriented transformations,"tore risch , vanja josifovski",vldb,1997,"('year',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,languages for multi-database interoperability,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,1995,"('title',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,metu interoperable database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",sigmod conference,1995,"('venue',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,metu interoperable database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,1997,"('year',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,the ccube constraint object-oriented database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,1995,"('title',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,metu interoperable database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",acm sigmod record,1995,"('authors',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,metu interoperable database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",sigmod conference,1995,"('venue',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,metu interoperable database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,1999,"('year',)"
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,managing intra-operator parallelism in parallel database systems,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",acm sigmod record,1995,"('title',)"
