name,description,price,SampleID
1646,2677,7428,7683
2372,6930,7626,9298
7555,7571,7626,9412
4986,5935,1822,8994
8351,5250,5428,8963
5804,5498,7428,7988
9144,5007,5007,9148
8627,5250,5241,9385
7571,6275,7626,7961
8112,6104,7428,8210
2372,3772,7428,8088
7608,5604,1770,9050
7589,5373,7626,9311
6344,462,3338,8498
7631,4952,7626,7861
9557,5426,5428,8304
9557,5426,5428,9037
5804,5996,7428,8225
5387,2,7626,9416
8750,3404,7428,7847
5804,5137,1822,8358
2549,5498,1770,9357
8814,5498,7428,9140
6507,2677,1822,8867
8050,3458,7428,8768
5804,4376,7428,8056
2549,904,9052,7811
5831,4654,7547,8543
8112,5250,7428,8107
8187,5996,9052,8494
5804,5452,5531,9151
2372,4058,5428,8993
5804,462,7428,8507
2372,4489,7428,9184
2372,8537,9052,9358
2549,6104,7626,7832
8221,6104,7428,8325
7334,2301,7428,9172
2372,6275,7626,8345
5498,5250,1770,8421
8112,5498,7428,7940
7080,5505,7428,8582
8750,5498,7626,8458
5804,2485,7428,8057
5804,7131,5428,9391
2586,5604,7428,9376
7577,7069,7506,8108
8750,224,5266,7914
2372,462,7626,7664
8750,7727,7428,7736
5251,462,5428,8678
7336,5498,1822,8966
8418,5505,1822,8417
5804,8077,7428,8074
2372,8843,5531,8023
7413,5250,9052,8667
9557,5137,7428,8538
2372,1678,7626,8587
6378,951,9052,8014
7341,5250,1822,8892
5804,3220,7428,8929
7630,2,9052,9116
6503,2677,9052,9174
7589,6275,1770,7690
7336,3759,5582,8771
8104,4490,5531,9519
5804,6330,7428,8765
6212,8344,7517,7882
2372,6182,7626,7960
6507,5250,9052,8090
8351,6468,7428,8256
8627,6930,7428,8373
7149,8962,2312,8964
9557,5345,7428,7916
2372,6259,7626,7862
2586,8838,7626,7750
8351,5498,1822,8710
2372,9518,7428,8042
7227,3404,9052,8794
2372,5498,5531,8097
90,8898,5428,8299
7577,5505,7428,9156
2372,1136,9052,8860
3435,3435,7626,9393
9336,2586,7428,8244
2549,4376,7428,7872
2549,9306,5428,9303
2372,5498,7428,7976
2549,5250,5547,8008
1646,2677,9052,8030
5498,4650,9052,8391
7336,2677,1822,8364
7175,3458,7428,8296
1646,6273,7626,8970
2549,826,7428,8644
5033,5557,5033,9506
1646,2677,9052,9006
5970,2586,2586,8247
8112,6275,8544,8349
2372,5498,7428,7989
2549,2860,7428,9101
8468,5250,7428,8001
2549,2235,7428,8689
8112,6104,7428,8481
5804,127,9432,9034
8315,5426,7626,8763
2372,868,1822,7807
3065,447,484,8557
2372,868,7428,7718
7193,5505,5428,8549
5831,5829,2726,9121
4530,4986,7626,9080
6104,826,7428,8211
9512,8898,7428,8700
6507,2860,7428,9002
14,5250,1822,9010
7589,661,3487,7688
2549,9547,7626,8757
9512,8898,1822,8694
6503,3759,7626,7920
5804,5498,5531,7977
2586,6830,7626,7834
7628,3787,5676,9041
8627,5137,7428,9202
2586,3458,7428,8330
5285,8121,2575,7663
7571,5250,1822,8006
5804,5498,5428,9430
7577,5250,9052,9327
8112,868,7428,8290
9157,2485,7626,7787
8112,2575,9052,8198
7193,5250,9052,8547
7577,3305,5428,8460
6167,2677,7428,9257
5251,5336,5547,9074
2372,5111,1822,8238
5804,2485,2860,8058
7571,5345,1822,8783
9336,5452,3487,9558
5251,2677,7428,9435
8112,4780,1822,8232
14,2,9052,8732
5804,4376,7428,8070
2372,9518,7428,8956
7227,3787,7428,7932
2549,6104,1822,8483
8187,3404,1822,8492
7450,7450,7626,8555
8112,6104,7428,7819
6764,5428,5771,7930
9157,5505,1339,9058
9557,4377,7626,8551
8112,5875,7428,8807
8750,3404,7428,7852
1808,5936,1530,7754
7413,3305,7626,8461
8112,868,7428,8504
2549,6104,7428,7738
2586,1343,5676,8836
2549,4935,7428,8868
7631,5250,1339,8397
7227,3364,5531,8409
2372,3404,7428,8142
2372,5498,7428,8086
7336,5122,7428,8834
8315,7131,7626,9212
5498,8884,1822,8883
5804,6361,7626,8308
2372,5498,7428,8449
2549,5426,9052,8321
5804,8077,7428,8051
2372,5498,7428,9199
8627,5250,5241,8615
8112,6275,5266,8378
2005,8603,5062,8604
8112,868,7428,8477
2549,2,7626,9331
7227,3364,7428,7822
7334,5498,7626,8720
6167,5250,7428,8000
2549,4627,8544,8236
2586,6104,7428,7821
4816,2677,7626,8020
9144,3435,7626,9394
8746,5734,7626,9490
8112,868,7428,7809
7413,8843,1822,8464
4986,3956,5428,8972
2372,5498,7428,8522
1646,2677,7626,8022
8112,5250,7428,8893
7589,224,9052,7912
7684,2,1770,9243
2372,661,7428,7707
8221,6104,7626,8141
7413,1343,7428,8589
9518,5452,4965,9340
5804,6324,5531,8026
7577,5178,8435,8561
8750,5505,7626,9242
7573,4266,5381,9186
5804,5250,7428,8433
2372,6275,7626,7909
7578,8921,3454,9464
8660,6104,2936,7659
2005,6830,7626,8248
7571,5498,9052,8366
5804,2677,7626,7952
2549,8838,7626,7751
7352,3458,3427,8331
6503,2301,7428,8979
7577,6104,9052,7833
9557,5498,5428,9093
2372,200,9052,9067
7578,5250,1822,9339
2372,5498,9052,8558
5804,5250,9052,9083
8351,3723,5428,8779
6104,2975,7626,7813
6212,904,7428,7767
2372,6830,7428,7808
5251,4058,1822,8991
5804,5498,5428,8944
9336,5250,7428,8415
2005,3404,7428,8224
2372,5250,1770,8953
1646,6830,1822,7789
8221,2005,7428,8675
9557,6361,1822,9551
9512,1808,2242,8875
9336,5452,3487,9333
5251,5250,5531,9126
7578,5081,5676,9533
8112,6275,9052,7901
2372,5250,1770,8047
8750,8408,1822,8810
2549,2975,7428,7726
2372,5225,7428,9016
2738,2731,5531,9513
7577,1608,5728,7765
5804,548,9052,9208
8112,5300,7626,8822
5086,5070,7428,9299
127,9129,7626,8759
7589,5225,5428,9323
2549,826,7428,8215
8112,6104,7428,8217
2549,6104,7428,7743
9157,5498,7626,8989
8351,5250,7428,9509
7630,1343,9052,9495
115,5426,7626,9252
8112,5498,7428,8593
5251,2677,5676,8469
2372,4376,7428,8949
5804,5137,5531,8365
2549,3404,7428,8608
7529,462,7428,8499
1808,5498,7428,8287
1808,904,7626,7814
7578,5498,1822,8424
2549,6104,7428,8809
2716,7517,7626,9514
8112,224,1770,7913
6507,8344,7517,7958
2005,2904,7428,8968
2028,2028,2028,8253
8750,2235,1822,8686
8468,2396,9052,9175
8750,2235,1822,8685
5251,5251,5428,9502
2372,1141,5582,8858
5804,5250,5531,9152
8435,7543,5054,9244
5086,5250,5582,9401
2372,2711,5428,7938
2372,5498,7626,8472
7571,168,7428,8371
8112,6104,7428,8209
2372,6275,9052,7875
7413,5250,5547,9475
7571,3723,5428,8780
7462,5505,1339,8396
7149,7419,5547,8362
2372,6182,1822,7954
1646,2677,7428,8029
8468,5452,7428,8002
2549,6830,1822,7762
9518,4736,5531,9403
4973,4973,7626,9395
7413,904,7428,8609
5804,4376,7428,8071
1646,2677,7428,8634
5327,5604,7626,9277
8187,1343,9432,9410
2372,6275,9052,8350
2372,8843,7428,8459
5362,5703,5414,9453
7589,314,7626,7692
8112,6104,7428,8127
2372,7131,7626,8313
4152,6468,7626,8125
4986,5122,1822,9043
7628,3435,9052,8353
6104,2975,7428,8652
2372,868,7428,8239
2372,5498,1822,8476
3905,5561,4725,9446
2372,5498,9052,9322
5804,5250,5375,8437
2549,5250,7626,8585
8814,6275,5266,7693
5804,4124,5428,9035
7577,2975,5935,7723
7578,5498,7428,8912
2085,2975,7428,7854
8187,5498,5428,9090
2549,2658,5428,8851
7413,5250,5428,9039
5804,2860,2662,8848
2372,5250,7428,8894
8112,6275,951,7910
8418,5505,7428,9319
2549,6104,9052,8249
5804,826,7428,8661
5804,6361,7626,8312
5387,2,7626,9415
8112,5250,7428,8533
14,2677,9052,9194
7684,2485,1822,8803
7016,5452,9052,8092
7589,4281,5428,8878
5804,168,7428,9436
2372,3210,7428,9021
5804,5498,7428,9196
7628,2586,7428,7843
8750,6104,1822,7764
2549,6104,7428,7729
8804,3605,7626,9360
1646,2677,7428,8470
8638,6259,7626,7950
9557,418,5428,7891
2549,6830,7428,8739
8750,6468,7428,7936
7341,5250,7626,8233
7413,5498,1822,9013
115,8898,9052,8316
8112,6275,9052,8010
2372,1931,5547,9154
5804,5498,5531,7980
2372,5250,1770,8045
8468,2677,5547,9256
8112,6104,6830,8272
2372,224,7428,7894
9557,168,7428,8591
7583,3964,9052,9057
1808,4390,7428,8241
2372,6275,5720,7962
8919,4780,5428,9111
8351,3759,7626,7924
7589,2586,7428,7840
2549,5250,7428,8106
7896,2512,7428,8674
6167,5250,5428,9081
5804,4376,7428,9344
7140,2,7626,8806
8112,6275,5676,8386
7589,5498,7626,9314
1808,6104,7428,8606
8112,6275,9052,8377
8112,462,7428,8119
5804,3338,7428,8515
2586,5122,1822,9371
6507,8641,7626,8643
5804,4390,7626,8295
2372,6275,7626,7694
6167,5505,5428,8576
8750,8898,7428,8754
5804,3338,7428,8054
5831,5080,5498,8742
8668,5510,5219,9255
6503,2677,7626,8031
9306,4266,7626,8906
2372,5251,7428,8534
5686,418,2472,7886
7631,224,1716,7859
8112,224,8544,7915
9557,5498,7626,9321
5804,4789,7626,8183
5156,9497,1770,9498
5251,8537,5257,9530
5804,4376,7428,8158
8112,6275,1822,7879
5804,8077,7428,8069
5804,826,7428,8659
2372,1931,1822,9153
9557,5250,5428,8398
8750,6275,5547,7956
7336,5505,1339,8787
7589,6747,5428,8079
7577,5250,7626,9329
8112,5498,5428,7937
2372,9384,1822,9381
2549,3404,5428,8998
6503,7684,7626,7686
2549,4489,7428,9183
1808,5250,1822,9295
6560,5211,5217,9569
4986,5122,5547,9374
2372,3404,7428,8148
2549,4376,7428,8288
8112,868,5428,8473
5804,5137,1822,8357
2372,5498,7428,8082
5804,868,7428,8156
2372,2586,7626,8185
5804,3670,7428,8786
8750,5373,7626,9309
8112,868,7428,8285
8750,2677,5428,8852
8750,8898,1822,9288
7016,2602,7428,8180
4986,5122,5547,9375
5251,3435,5722,9269
9531,9348,5241,9350
7631,3670,5428,8789
2549,6104,7428,7728
8418,5101,1339,9346
2726,9518,5676,9517
2549,6104,7428,7776
8112,868,7428,8284
8112,6104,5428,8475
7577,5345,1822,8785
8112,6830,7428,7806
8112,6830,7428,8207
5251,6275,200,7698
7080,5505,7428,8733
7577,904,7428,8201
6085,2975,9052,8339
2372,5498,7626,8471
8758,5292,7626,8762
8919,5250,9052,8920
7589,6275,9052,7712
1808,1716,1822,8903
5804,8843,5531,8025
6787,6361,7428,9228
7336,5498,1822,9562
8112,6104,7428,8650
8112,6275,5266,9005
9512,5250,1822,8895
2372,5498,7428,8450
7631,4414,5428,8782
2372,1484,5531,7777
2372,9518,7428,8040
7334,5505,1822,9488
2372,429,5428,8526
2549,5426,7626,9097
5804,8221,7428,8219
2372,462,7428,7714
1808,5250,1822,8826
8112,8898,7428,8901
2586,6397,7428,7722
8112,6104,7428,8128
8804,3065,7626,7788
7336,7650,5428,8265
6682,5255,5547,9466
5686,418,2472,7888
2549,5336,5498,9075
5804,8898,7428,8302
133,4111,1931,9544
6167,5250,7626,8578
8750,5250,7428,7945
2372,5498,7428,8940
1646,2,5531,7672
8112,868,1822,8282
4986,5250,5531,9123
2372,868,7428,7719
9547,9165,9368,9452
8641,5250,2312,9423
2372,5498,7428,8717
7336,7428,9052,9543
5804,6085,7626,8188
2549,9450,5428,8329
2372,6536,1822,9443
6167,3759,7428,7922
115,8898,9052,8320
7193,5250,7428,8546
2549,6104,7428,8204
8112,8758,7428,8117
2372,2677,9052,8455
2372,8529,2731,8503
5804,5498,7428,8100
9157,7946,7626,8637
2549,6104,1822,9069
6104,1484,5531,7778
2549,4376,7428,8519
7413,9518,5498,8957
7016,5505,7626,9546
5251,9306,7626,9312
8351,5250,5547,8434
6975,5666,7626,9461
8750,8898,1822,8692
8187,5498,7428,9086
5804,462,7428,8120
2372,5250,7428,8625
5804,5137,1822,8356
6507,8537,1822,8535
7069,5996,7626,8490
7589,5498,1822,8881
8112,6104,7428,8646
2005,8495,5428,8488
2549,5531,7428,8784
5804,2485,7428,8237
2372,2485,1822,8064
7080,5505,1339,9285
2549,789,7428,8654
6104,7428,7078,7926
5074,3964,7418,8426
6503,3338,7428,9022
5804,3647,9052,9176
9205,5624,1770,8707
2372,6747,1822,8078
6104,6104,7428,7741
8112,462,5428,8126
8750,1343,1822,8749
8814,7149,5531,8930
5804,6221,1822,8146
5804,4935,7428,8850
2549,418,7428,7993
7589,5498,7428,9426
90,7131,7626,8307
7571,5452,7626,8985
9157,5250,1339,9460
8112,224,9432,7964
5804,1865,7428,8510
