ltable_authors,ltable_booktitle,ltable_date,ltable_editor,ltable_address,ltable_institution,ltable_journal,ltable_month,ltable_note,ltable_pages,ltable_publisher,ltable_tech,ltable_title,ltable_category,ltable_volume,ltable_year,rtable_authors,rtable_booktitle,rtable_date,rtable_editor,rtable_address,rtable_institution,rtable_journal,rtable_month,rtable_note,rtable_pages,rtable_publisher,rtable_tech,rtable_title,rtable_category,rtable_volume,rtable_year,alteredAttributes
"Fahlmann, S. E. and Lebiere, C.","In Advances in Neural Information Processing Systems 2 (NIPS-2),",(1989).,,"Denver, Colorado.",,,,,,,,The cascade-correlation learning architecture.,,,,"Fahlman, S. & Lebiere, C.",Advances in Neural Information Processing Systems (volume 2).,(1989).,"In Touretzky, D., editor,","San Ma-teo, CA.",,,,,,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,,"('category',)"
"Fahlmann, S. E. and Lebiere, C.","In Advances in Neural Information Processing Systems 2 (NIPS-2),",(1989).,,"Denver, Colorado.",,,,,,,,The cascade-correlation learning architecture.,,,,"Fahlman, S. & Lebiere, C.",Advances in Neural Information Processing Systems (volume 2).,(1989).,"In Touretzky, D., editor,","San Ma-teo, CA.",,,,,,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,"2,",,"('volume',)"
"Fahlmann, S. E. and Lebiere, C.","In Advances in Neural Information Processing Systems 2 (NIPS-2),",(1989).,,"Denver, Colorado.",,,,,,,,The cascade-correlation learning architecture.,,,,"Fahlman, S. & Lebiere, C.",Advances in Neural Information Processing Systems (volume 2).,(1989).,"In Touretzky, D., editor,","San Ma-teo, CA.",,,,,,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,,"('year',)"
"Fahlman, S., and Lebiere, C.,","Advances in Neural Information Processing Systems,",1990.,"in Touretzky, D., (ed.),",San Francisco:,,,,,"pp. 524-532,","Morgan Kaufmann,",,"The Cascade-Correlation Learning Architecture,",,"2,",,S. E. Fahlman and C. Lebiere,,,,,,"Machine Learning,",,,37-66.,,,Instance-Based Learning Algorithms.,,"6,",(1991).,"('authors',)"
"Fahlman, S., and Lebiere, C.,","Advances in Neural Information Processing Systems,",1990.,"in Touretzky, D., (ed.),",San Francisco:,,,,,"pp. 524-532,","Morgan Kaufmann,",,"The Cascade-Correlation Learning Architecture,",,"2,",,"Aha, D.W., Kibler, D., and Albert, M.K.",,,,,,,,,37-66.,,,Instance-Based Learning Algorithms.,,"6,",(1991).,"('journal',)"
"Fahlman, S., and Lebiere, C.,","Advances in Neural Information Processing Systems,",1990.,"in Touretzky, D., (ed.),",San Francisco:,,,,,"pp. 524-532,","Morgan Kaufmann,",,"The Cascade-Correlation Learning Architecture,",,"2,",,"Aha, D.W., Kibler, D., and Albert, M.K.",,,,,,"Machine Learning,",,,37-66.,,,"The Cascade-Correlation Learning Architecture,",,"6,",(1991).,"('title',)"
"Fahlman, S., and Lebiere, C.,","Advances in Neural Information Processing Systems,",1990.,"in Touretzky, D., (ed.),",San Francisco:,,,,,"pp. 524-532,","Morgan Kaufmann,",,"The Cascade-Correlation Learning Architecture,",,"2,",,"Aha, D.W., Kibler, D., and Albert, M.K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-Based Learning Algorithms.,,"6,",,"('year',)"
"Fahlman, S., and Lebiere, C.,","Advances in Neural Information Processing Systems,",1990.,"in Touretzky, D., (ed.),",San Francisco:,,,,,"pp. 524-532,","Morgan Kaufmann,",,"The Cascade-Correlation Learning Architecture,",,"2,",,S.E. Fahlman and C. Lebiere.,,1991.,,"Pittsburgh, PA 15213,","School of Computer Science Carnegie Mellon University,",,,,,,,The cascade-correlation learning architecture.,,,,"('tech',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,Tom M. Mitchell and Sebastian Thrun.,"Proceedings of the Tenth International Conference on Machine Learning,",,"In Paul E. Utgoff, editor,","San Mateo, CA,",,,,,"pages 197-204,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,1993.,"('title',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlman, S. E. and Lebiere,C.",,(1990).,,,Carnegie-Mellon Universtity.,,,,,,,The cascade-correlation learning architecture.,,,,"('tech',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,S. E. Fahlman and C. Lebiere,in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('authors',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.","in NIPS 2,",,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('booktitle',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,"(1990),",,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('date',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,"Editors D. Touretzky, M.","Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('editor',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Denver, Colorado,",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('address',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('institution',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('journal',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('month',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('note',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('pages',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,"Kaufmann Publishers, Inc.,",,The Cascade-Correlation Learning Architecture.,,2.,,"('publisher',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('tech',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,"The Cascade-Correlation Learning Architecture,",,2.,,"('title',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('category',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,,,"('volume',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('year',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,S. E. Fahlman and C. Lebiere,in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('authors',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.","in NIPS 2,",,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('booktitle',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,"(1990),",,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('date',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,"Editors D. Touretzky, M.","Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('editor',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Denver, Colorado,",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('address',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('institution',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('journal',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('month',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('note',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('pages',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,"Kaufmann Publishers, Inc.,",,The Cascade-Correlation Learning Architecture.,,2.,,"('publisher',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('tech',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,"The Cascade-Correlation Learning Architecture,",,2.,,"('title',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('category',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,,,"('volume',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,"Los Altos, CA.",,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architecture.,,2.,,"('year',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlman, S. E.","NIPS 3,",(1991).,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,","San Mateo, CA:",,,,,pages 190-196.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"('title',)"
"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlman, S. E.","NIPS 3,",(1991).,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,","San Mateo, CA:",,,,,pages 190-196.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"('title',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,D. S. Touretzky (Ed.),"San Mateo, CA:",,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,Vol. 2).,,"Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",San Mateo).,,,,,38-51,"(Morgan Kaufman,",,The cascade-correlation learning architecture.,,,,"('title',)"
Scott E. Fahlman and Christian Lebiere.,"In [13],",1990.,,,,,,,"pages 524-532,",,,The Cascade-Correlation learning architec-ture.,,,,"Fahlman, S. E. and Lebiere,C.",,(1990).,,,Carnegie-Mellon Universtity.,,,,,,,The cascade-correlation learning architecture.,,,,"('tech',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,S.E. Fahlman and C. Lebiere.,,1991.,,"Pittsburgh, PA 15213,","School of Computer Science Carnegie Mellon University,",,,,,,,The cascade-correlation learning architecture.,,,,"('tech',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,S. E. Fahlman & C. Lebiere.,Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('authors',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('booktitle',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,(1990),,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('date',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky (ed.),","San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('editor',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA:",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('address',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('institution',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('journal',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('month',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('note',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,524-532.,"Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('pages',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,",Morgan Kaufmann.,,"The cascade-correlation learning architecture,",,"Vol.2,",,"('publisher',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('tech',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,The cascade-correlation learning architecture.,,"Vol.2,",,"('title',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('category',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"volume2,",,"('volume',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"('year',)"
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,"S. E. Fahlman and C. Lebiere,",,1991.,,,"Carnegie Mellon University,",,,,,,,"The Cascade-Correlation Learning Architecture,",,,,"('tech',)"
