ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes
` the palm ',' 9001 santa monica blvd. ',` los angeles ',310/550 -8811,american,15,dive !,' 10250 santa monica blvd. ',` los angeles ',310/788 -,` dive american ',15,"('class',)"
` palm the ( los angeles ) ',' 9001 santa monica blvd. ',` w. hollywood ',310-550-8811,steakhouses,15,` cafe blanc ',' 9777 little santa monica blvd. ',` beverly hills ',310-888-0108,` pacific new wave ',15,"('class',)"
` palm the ( los angeles ) ',' 9001 santa monica blvd. ',` w. hollywood ',310-550-8811,steakhouses,15,jiraffe,' 502 santa monica blvd ',` santa monica ',310-917-6671,californian,15,"('class',)"
` palm the ( los angeles ) ',' 9001 santa monica blvd. ',` w. hollywood ',310-550-8811,steakhouses,15,` belvedere the ',' 9882 little santa monica blvd. ',` beverly hills ',310-788-2306,` pacific new wave ',15,"('class',)"
fenix,' 8358 sunset blvd. west ',hollywood,213/848 -6677,american,7,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,7,"('class',)"
fenix,' 8358 sunset blvd. west ',hollywood,213/848 -6677,american,7,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,7,"('class',)"
` fenix at the argyle ',' 8358 sunset blvd. ',` w. hollywood ',213-848-6677,` french ( new ) ',7,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,7,"('class',)"
montrachet,' 239 w. broadway between walker and white sts . ',` new york ',' 212 / 219-2777 ',french,49,helmand,' 430 broadway ',` san francisco ',415/362 -0641,` greek and middle eastern ',49,"('class',)"
picholine,'35 w. 64th st. ',` new york ',212/724 -8585,mediterranean,53,` lincoln tavern ','51 w. 64th st. ',` new york ',212/721 -8271,american,53,"('class',)"
picholine,'35 w. 64th st. ',` new york ',212/724 -8585,mediterranean,53,` jewel of india ','15 w. 44th st. ',` new york ',212/869 -5544,asian,53,"('class',)"
campanile,' 624 s. la brea ave. ',` los angeles ',213/938 -1447,american,4,` ca \ ` brea ',' 346 s. la brea ave. ',` los angeles ',213/938 -2863,italian,4,"('class',)"
` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415/296 -7465,american,91,"('class',)"
` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,` taste of new orleans ',' 889 w. peachtree st. ',atlanta,404/874 -5535,southern,91,"('class',)"
` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,91,"('class',)"
` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,southern,91,"('class',)"
` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,91,"('class',)"
` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,` ritz-carlton cafe ( atlanta ) ',' 181 peachtree st. ',atlanta,404-659-0400,` american ( new ) ',91,"('class',)"
` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,` morton \ 's of chicago ( atlanta ) ',' 303 peachtree st. ne ',atlanta,404-577-4366,steakhouses,91,"('class',)"
` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,frijoleros,' 1031 peachtree st. ne ',atlanta,404-892-8226,tex-mex,91,"('class',)"
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',68,"('class',)"
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,68,"('class',)"
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,68,"('class',)"
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',68,"('class',)"
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',68,"('class',)"
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,68,"('class',)"
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,68,"('class',)"
` coyote cafe ( las vegas ) ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7349,southwestern,68,` spago ( las vegas ) ',' 3500 las vegas blvd. s. ',` las vegas ',702-369-6300,californian,68,"('class',)"
aureole,'34 e. 61st st. ',` new york ',' 212 / 319-1660 ',american,25,` tse yang ','34 e. 51st st. ',` new york ',212/688 -5447,asian,25,"('class',)"
aureole,'34 e. 61st st. ',` new york ',' 212 / 319-1660 ',american,25,` parioli romanissimo ','24 e. 81st st. ',` new york ',212/288 -2391,italian,25,"('class',)"
aureole,'34 e. 61st st. ',` new york city ',212-319-1660,` american ( new ) ',25,sushisay,'38 e. 51st st. ',` new york city ',212-755-1780,japanese,25,"('class',)"
postrio,' 545 post st. ',` san francisco ',415/776 -7825,american,109,` yoyo tsumami bistro ',' 1611 post st. ',` san francisco ',415/922 -7788,french,109,"('class',)"
postrio,' 545 post st. ',` san francisco ',415/776 -7825,american,109,sanppo,' 1702 post st. ',` san francisco ',415/346 -3486,asian,109,"('class',)"
` park avenue cafe ',' 100 e. 63rd st. ',` new york ',212/644 -1900,american,51,` post house ','28 e. 63rd st. ',` new york ',212/935 -2888,american,51,"('class',)"
daniel,'20 e. 76th st. ',` new york ',212/288 -0033,french,31,` coco pazzo ','23 e. 74th st. ',` new york ',212/794 -0205,italian,31,"('class',)"
daniel,'20 e. 76th st. ',` new york ',212/288 -0033,french,31,` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,31,"('class',)"
` chinois on main ',' 2709 main st. ',` santa monica ',310/392 -9025,french,5,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,5,"('class',)"
` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,45,"('class',)"
` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,45,"('class',)"
` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,` manhattan cafe ',' 1161 1st ave. between 63rd and 64th sts . ',` new york ',212/888 -6556,american,45,"('class',)"
` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,shaan,'57 w. 48th st. ',` new york ',' 212 / 977-8400 ',asian,45,"('class',)"
` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,45,"('class',)"
` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',45,"('class',)"
` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,45,"('class',)"
` veni vidi vici ','41 14th st. ',atlanta,404/875 -8424,italian,93,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,93,"('class',)"
` alain rondelli ',' 126 clement st. ',` san francisco ',415/387 -0408,french,94,` le soleil ',' 133 clement st. ',` san francisco ',415/668 -4848,asian,94,"('class',)"
` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,18,"('class',)"
` pinot bistro ',' 12969 ventura blvd. ',` studio city ',818-990-0500,` french bistro ',18,` mulberry st. ',' 17040 ventura blvd. ',encino,818-906-8881,pizza,18,"('class',)"
` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,steakhouses,76,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,76,"('class',)"
` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,steakhouses,76,` carmine \ 's ',' 2450 broadway ',` new york city ',212-362-2200,italian,76,"('class',)"
` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,steakhouses,76,` duke \ 's ',' 8909 sunset blvd. ',` w. hollywood ',310-652-3100,` coffee shops ',76,"('class',)"
` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,steakhouses,76,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',76,"('class',)"
` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,42,"('class',)"
` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,42,"('class',)"
` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,42,"('class',)"
` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42,` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,42,"('class',)"
` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,42,"('class',)"
` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42,` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,42,"('class',)"
` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,42,"('class',)"
` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42,` le bernardin ',' 155 w. 51st st. ',` new york ',212/489 -1515,french,42,"('class',)"
` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42,` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,42,"('class',)"
` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,` san domenico ',' 240 central park s. ',` new york city ',212-265-5959,italian,42,"('class',)"
` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,american,38,chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,38,"('class',)"
` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,american,38,` monkey bar ','60 e. 54th st. ',` new york ',212/838 -2600,american,38,"('class',)"
` heera of india ',' 595 piedmont ave. ',atlanta,404-876-4408,indian,83,` rose of india ',' 308 e. sixth st. ',` new york city ',212-533-5011,indian,83,"('class',)"
` san domenico ',' 240 central park s ',` new york ',212/265 -5959,italian,57,` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,57,"('class',)"
` san domenico ',' 240 central park s ',` new york ',212/265 -5959,italian,57,` cafe botanica ',' 160 central park s ',` new york ',212/484 -5120,french,57,"('class',)"
abruzzi,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,404/261 -8186,italian,74,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,74,"('class',)"
abruzzi,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,404/261 -8186,italian,74,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,74,"('class',)"
abruzzi,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,404/261 -8186,italian,74,` luna si ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,74,"('class',)"
abruzzi,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,404/261 -8186,italian,74,` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',74,"('class',)"
abruzzi,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,404/261 -8186,italian,74,tomtom,' 3393 peachtree rd. ',atlanta,404/264 -1163,continental,74,"('class',)"
` second street grille ',' 200 e. fremont st. ',` las vegas ',702/385 -3232,seafood,71,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,71,"('class',)"
` second street grille ',' 200 e. fremont st. ',` las vegas ',702/385 -3232,seafood,71,` hayes street grill ',' 320 hayes st. ',` san francisco ',415/863 -5545,seafood,71,"('class',)"
` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,` steakhouse the ',' 128 e. fremont st. ',` las vegas ',702-382-1600,steakhouses,71,"('class',)"
` island spice ',' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',37,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,37,"('class',)"
` island spice ',' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',37,orso,' 322 w. 46th st. ',` new york ',212/489 -7212,italian,37,"('class',)"
` island spice ',' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',37,` jewel of india ','15 w. 44th st. ',` new york ',212/869 -5544,asian,37,"('class',)"
` island spice ',' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',37,` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,37,"('class',)"
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,` carnival world ',' 3700 w. flamingo rd. ',` las vegas ',702/252 -7777,buffets,73,"('class',)"
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,` bamboo garden ',' 4850 flamingo rd. ',` las vegas ',702/871 -3262,asian,73,"('class',)"
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,` mandarin court ',' 1510 e. flamingo rd. ',` las vegas ',702/737 -1234,asian,73,"('class',)"
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,` cafe michelle ',' 1350 e. flamingo rd. ',` las vegas ',702/735 -8686,american,73,"('class',)"
'till erman the ',' 2245 e. flamingo rd. ',` las vegas ',702-731-4036,steakhouses,73,` fiore rotisserie & grille ',' 3700 w. flamingo rd. ',` las vegas ',702-252-7702,italian,73,"('class',)"
` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,39,"('class',)"
` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,` shun lee west ','43 w. 65th st. ',` new york ',212/371 -8844,asian,39,"('class',)"
` la caravelle ','33 w. 55th st. ',` new york city ',212-586-4252,` french ( classic ) ',39,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,39,"('class',)"
` cafe des artistes ',' 1 w. 67th st. ',` new york ',212/877 -3500,continental,27,` dix et sept ',' 181 w. 10th st. ',` new york ',212/645 -8023,french,27,"('class',)"
` mifune japan center kintetsu building ',' 1737 post st. ',` san francisco ',415/922 -0337,asian,107,` yoyo tsumami bistro ',' 1611 post st. ',` san francisco ',415/922 -7788,french,107,"('class',)"
` mifune japan center kintetsu building ',' 1737 post st. ',` san francisco ',415/922 -0337,asian,107,` pacific pan pacific hotel ',' 500 post st. ',` san francisco ',415/929 -2087,french,107,"('class',)"
` fleur de lys ',' 777 sutter st. ',` san francisco ',415/673 -7779,french,100,` fleur de jour ',' 348 e. 62nd st. ',` new york ',212/355 -2020,` coffee bar ',100,"('class',)"
` ciboulette restaurant ',' 1529 piedmont ave. ',atlanta,404-874-7600,` french ( new ) ',79,` heera of india ',' 595 piedmont ave. ',atlanta,404-876-4408,indian,79,"('class',)"
boulevard,' 1 mission st. ',` san francisco ',415/543 -6084,american,96,` center stage plaza hotel ',' 1 main st. ',` las vegas ',702/386 -2512,american,96,"('class',)"
` carmine \ 's ',' 2450 broadway between 90th and 91st sts . ',` new york ',212/362 -2200,italian,28,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,28,"('class',)"
` carmine \ 's ',' 2450 broadway between 90th and 91st sts . ',` new york ',212/362 -2200,italian,28,` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,italian,28,"('class',)"
` carmine \ 's ',' 2450 broadway ',` new york city ',212-362-2200,italian,28,` carey \ 's ',' 1021 cobb pkwy . se ',marietta,770-422-8042,hamburgers,28,"('class',)"
` gramercy tavern ','42 e. 20th st. between park ave. s and broadway ',` new york ',212/477 -0777,american,36,` mavalli palace ','46 e. 29th st. ',` new york ',212/679 -5535,asian,36,"('class',)"
` gramercy tavern ','42 e. 20th st. between park ave. s and broadway ',` new york ',212/477 -0777,american,36,` caffe bondi ristorante ',' 7 w. 20th st. ',` new york ',212/691 -8136,italian,36,"('class',)"
` plumpjack cafe ',' 3201 fillmore st. ',` san francisco ',415/563 -4755,mediterranean,108,` vivande porta via ',' 2125 fillmore st. ',` san francisco ',415/346 -4430,italian,108,"('class',)"
` plumpjack cafe ',' 3201 fillmore st. ',` san francisco ',415/563 -4755,mediterranean,108,` cafe adriano ',' 3347 fillmore st. ',` san francisco ',415/474 -4180,italian,108,"('class',)"
` plumpjack cafe ',' 3201 fillmore st. ',` san francisco ',415/563 -4755,mediterranean,108,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,italian,108,"('class',)"
` plumpjack cafe ',' 3127 fillmore st. ',` san francisco ',415-563-4755,` american ( new ) ',108,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,american,108,"('class',)"
