label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,id
0,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,6#45
0,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,` sweet lady jane ',' 8360 melrose ave. ',la,213-653-7145,desserts,596,135#62
0,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` sweet lady jane ',' 8360 melrose ave. ',la,213-653-7145,desserts,596,168#62
0,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,135#30
0,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,16#30
0,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,12#30
0,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,151#30
0,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,168#30
0,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,6#30
0,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,135#234
0,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,170#234
1,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,16#234
0,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,12#234
0,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,151#234
0,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,6#234
0,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,135#224
0,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,12#224
0,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,151#224
1,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,6#224
0,` pacific dining car ',' 6th st. ',` los angeles ',213/483 -6000,american,153,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,` french ( classic ) ',656,156#122
0,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,` french ( classic ) ',656,119#122
0,` pacific dining car ',' 6th st. ',` los angeles ',213/483 -6000,american,153,` ti couz ',' 3108 16th st. ',` san francisco ',415-252-7373,french,748,156#213
1,` rainbow room ','30 rockefeller plaza ',` new york ',212/632 -5000,` or 212/632 -5100 american ',55,` rainbow room ','30 rockefeller plaza ',` new york city ',212-632-5000,` american ( new ) ',55,55#273
1,` cafe claude ',' 7 claude la . ',` san francisco ',415/392 -3505,french,97,` cafe claude ',' 7 claude ln . ',` san francisco ',415-392-3505,` french bistro ',97,97#315
0,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,` nicky blair \ 's ',' 3925 paradise rd. ',` las vegas ',702-792-9900,italian,668,452#134
0,` le montrachet ',' 3000 w. paradise rd. ',` las vegas ',702/732 -5111,continental,69,` nicky blair \ 's ',' 3925 paradise rd. ',` las vegas ',702-792-9900,italian,668,69#134
0,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,` french bistro ',69,452#287
1,` le montrachet ',' 3000 w. paradise rd. ',` las vegas ',702/732 -5111,continental,69,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,` french bistro ',69,69#287
0,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589,452#55
0,valentino,' 3115 pico blvd. ',` santa monica ',310/829 -4313,italian,21,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589,21#55
0,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589,76#55
0,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,american,234,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589,236#55
0,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,452#26
0,` jack \ 's ',' 615 sacramento st. ',` san francisco ',415/986 -9854,` old san francisco ',485,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,485#26
0,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,american,234,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,236#26
0,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,mediterranean,498,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,498#26
0,` heera of india ',' 595 piedmont ave. rio shopping mall ',atlanta,404/876 -4408,asian,83,` rose of india ',' 308 e. sixth st. ',` new york city ',212-533-5011,indian,638,83#104
0,` l \ ` osteria del forno ',' 519 columbus ave. ',` san francisco ',415/982 -1124,italian,490,` campo santo ',' 240 columbus ave. ',` san francisco ',415-433-9623,mexican,724,490#189
0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,427#132
0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,449#132
0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,444#132
0,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,448#132
0,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,429#132
0,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,438#132
0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,67#132
0,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,433#132
0,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,68#132
0,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,424#132
0,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,70#132
0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,427#139
0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,449#139
0,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,437#139
0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,444#139
0,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,448#139
0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,446#139
0,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,429#139
0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,67#139
0,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,72#139
0,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,424#139
0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,427#130
0,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,448#130
0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,446#130
0,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,429#130
0,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,438#130
0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,67#130
0,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,72#130
0,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,68#130
0,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,424#130
0,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,431#130
0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,427#140
0,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,437#140
0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,444#140
0,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,448#140
0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,446#140
0,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,72#140
0,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,68#140
0,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,424#140
0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70,427#288
0,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70,437#288
0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70,444#288
0,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70,429#288
0,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70,433#288
1,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',70,70#288
0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,427#290
0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,449#290
0,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,437#290
0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,444#290
0,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,448#290
0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,446#290
0,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,429#290
0,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,438#290
0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,67#290
0,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,433#290
1,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,72#290
0,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,68#290
0,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,424#290
0,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72,431#290
0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662,427#128
0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662,449#128
0,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662,437#128
0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662,446#128
0,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662,438#128
0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662,67#128
0,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,asian,662,433#128
0,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,427#285
0,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,437#285
0,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,448#285
0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,446#285
0,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,438#285
1,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,67#285
0,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,433#285
0,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,68#285
0,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,424#285
0,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,431#285
0,maykadeh,' 470 green st. ',` san francisco ',415/362 -8286,` greek and middle eastern ',495,` greenwood \ 's ',' 1087 green st. ',roswell,770-992-5383,southern/soul,693,495#159
0,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,32#270
0,` dix et sept ',' 181 w. 10th st. ',` new york ',212/645 -8023,french,228,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,230#270
1,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,52#270
0,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,46#270
0,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,33#270
0,` virgil \ 's ',' 152 w. 44th st. ',` new york ',' 212 / 921-9494 ',american,66,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,66#270
0,` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,45#270
0,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,329#270
0,` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,318#270
0,` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,272,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,273#270
0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,449#123
0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,444#123
0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,446#123
0,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,429#123
0,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,438#123
0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,67#123
0,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,70#123
0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,449#125
0,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,437#125
0,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,444#125
0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,446#125
0,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,429#125
0,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,438#125
0,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,67#125
0,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,433#125
0,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,72#125
0,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,70#125
0,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,431#125
0,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` coyote cafe ( las vegas ) ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7349,southwestern,68,449#286
0,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` coyote cafe ( las vegas ) ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7349,southwestern,68,446#286
