label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,id
0,ballistic Brewing Co. - Gorgon Red Ale,Innian Wells Brewing Company,American Amber / R*d Ale,5}50 %,Red Horn Cof`ee House and Brewing Company Red Horn Drink Well Red Ale,Red Horn Coffee House and BrewingqCompany,Ambe; Ale,5.<0 %,128
1,"Hearths""one Red Rye Ale",Gearthstone Brewery,American Amber / R`d Ale,5.00~%,/earthstone Red Rye Ale,Hearthsto8e Brewery,Specialty G.ain,5 7,129
1,RiveraOtter Ale,Union Station Br:wery,American Amber / Red Rle,5.o0 %,SacramentH River Otter Ale,Sacramento Brewing Compqny,English Pale Alb,5.5N %,130
0,DeputatFon Imperial Red Ale,Brannon 's Pyb and Brewery,American Ymber / Red Ale,8.00 6,Yukon You Odly Live Once Imperial Red Ale,Yukon Brewing 3ompany,Amber Fle,7.5c %,131
0,Red Q8 Imperial Amber Ale,River City Brewing Co.(.,Ameriyan Amber / Red Ale,8.0' %,Yukon You Only Live Once Imp5rial Red Ale,"Yukon Brewing Com,any",Amber Al+,7.5v %,132
0,Batch 20R _ `` Olympus Mons Imperial Red Ale,Due South Breiing Co. .,Ame\ican Amber / Red Ale,9.2k %,Three HeadV Buffalo Soul Jah Imperial Red Ale,Custom Brewciafters,AmerYcan Strong Ale,G.20 %,133
0,Lagunitas Imperial RedHAle,Lagunitas Brewing C1mpany,Amer*can Amber / Red Ale,7~80 %,^hree Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafners,"American Stro,g Ale",9.2C %,134
0,E~uption Imperial Red Ale,Worthc Brewing Co. .,Americ^n Amber / Red Ale,8e00 %,Three Heads Buffalo Soul Jah Imperial fed Ale,CustoA Brewcrafters,Americvn Strong Ale,9.2P %,135
0,I~perial Moustache Red Ale,Salty NutxBrewery,American Ambe9 / Red Ale,6.0g %,"Three Heads Buffalo Soul Jah Imperial Red Al""",Custoh Brewcrafters,Amer=can Strong Ale,9.201%,136
0,OldICascade Amber Ale,Roosterfish 2rewing Co. .,Am_rican Amber / Red Ale,5M50 %,Central Coast Old Mission Amber ole,Centr_l Coast Brewing,Am.er Ale,5.501%,137
0,Sitgle Hop # 3 Amber Ale W / Citra,Threh Palms Brewing Co. .,Ameri~an Amber / Red Ale,6.j0 %,Lancaster Hop Buggy Amber{Ale,Lanczster Brewing Co. .,Amber Aze,Y.60 %,138
0,Single Hop # 3 Amber Aae W / Citra,Three Palms Brewing Co. a,Ameri.an Amber / Red Ale,6.80P%,Hill Farmstead Amarillo Single Hop Pale A]e,Hill Farmstead Bnewery,American Pwle Ale,5.20 =,139
0,R'd Dirt Imperial Red Ale,Wiley -oots Brewing Co,American Amber / R%d Ale,8.20r%,Rock Bottom Orland Park King of Hearts I?perial Red Ale,Rock Bottom/Orland Park,American St%ong Ale,7.I0 %,140
0,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : xmperial Red Ale ),Sierra Neoada Brewing Co. .,Ame<ican Amber / Red Ale,8.00 p,Rock Bottom Orland Phrk King of Hearts Imperial Red Ale,Rock Bottom Orland P@rk,American Strong|Ale,7W60 %,141
0,Brewmaster 's Reserve Imperial ced Ale,BJ 's Chicago Pizza & Brewery 4nc. .,A3erican Amber / Red Ale,9.20 r,Rock Bottom Orland Park King of HeartsuImperial Red Ale,Rock Bottom OCland Park,Amsrican Strong Ale,7.b0 %,142
1,FreedomBSoho Red,Freedom Brewe:y Ltd,American`Amber / Red Ale,4/70 %,Fre7dom Soho Red,Fre`dom,Amber Lag6r/Vienna,4)70 %,143
1,Heavyweight Ticklefighr Champion Of The World,Sodemn Oath Brewery,American BaDleywine,12.00 w,Solemn Oath Heavyweight Ticklefight Champion of rhe World,S.lemn Oath Brewery,BarlVy Wine,12&%,144
1,Neudo1f Red Ale,jrasserie Bendorf,American Amber F Red Ale,Y,Bendorf Neu{orf Red Ale,Bend8rf,IrEsh Ale,6 B,145
0,Arthur 's ImperialpRed Ale,Otto 's Pub aRd Brewery,AmOrican Amber / Red Ale,6.90 f,Proof Abandoned PlanetJImperial Red Ale,Proom Brewing Company,Amber Al5,7.5( %,146
0,Red Hopper ( Imperial[Red Ale ),Black Acre Brewvng Co. .,American Amber / RedhAle,6a20 %,Proof AbandonedhPlanet Imperial Red Ale,Proof Brewing Companx,Amber Al.,7.O0 %,147
0,Ale Mania Imperial RVd Ale,Ale-eania,AmericIn Amber / Red Ale,9.}0 %,Proof Abandoned Planet Imperial Red -le,Proof Brpwing Company,Amser Ale,7.50*%,148
0,Red Dragon Imperial#Red Ale,Dead Fr#g Brewing,American Amber / RedxAle,8.000%,Proof !bandoned Planet Imperial Red Ale,Proof Brewing CDmpany,Amber Al),7.X0 %,149
0,Three Beavers Imperial !ed Ale,Howe Sound Inn & Biewing Company,A3erican Amber / Red Ale,7.50 <,406 ImperiaS Red Ale,406 Brewing CoEpany,American Strong Al1,9.20X%,150
0,Double Dread ImperialGRed Ale,Mad River Brewing Com!any,American Acber / Red Ale,_.60 %,406[Imperial Red Ale,406 >rewing Company,American Str1ng Ale,'.20 %,151
0,Deranger Imperial Red Yle,LaureEwood Public House & Brewery,American Amber /6Red Ale,8_60 %,426 Imperial Red Ale,4;6 Brewing Company,AmYrican Strong Ale,9_20 %,152
0,Txree Beavers Imperial Red Ale,Howe Sound Inn x Brewing Company,American A:ber / Red Ale,7.50 9,Renegade Scarlet\ Letter Imperial Red Ale,Renegade Brewinu Company,American S5rong Ale,8.50Q%,153
0,DerangRr Imperial Red Ale,Laurelwood Public House & Brewer9,American Amber 8 Red Ale,8.60 >,Renegade Scarlett Letter Impcrial Red Ale,Renegade Br0wing Company,American <trong Ale,8.5) %,154
0,Brewmaster 's R_serve Imperial Red Ale,BJ 's Chicago Pizza & Bre2ery Inc. .,AmerNcan Amber / Red Ale,9.2@ %,Renegade Scarlett ~etter Imperial Red Ale,Renegade Brewing CompaFy,American Strong3Ale,8.20 %,155
0,Thr_e Beavers Imperial Red Ale,Howe Sound Inn & Brewing Compary,American Amber / Red ;le,7.50 5,Scuttlebutt Mateo foco Imperial Red Ale,ScuttXebutt Brewing Co. .,AmericanSStrong Ale,7.1% %,156
0,Double Dread smperial Red Ale,Mad River Brewing CLmpany,American Amber / Red nle,\.60 %,Scuttlebutt Mateo Loco;Imperial Red Ale,Scuttlebutt1Brewing Co. .,Ameri+an Strong Ale,L.10 %,157
0,Red Dragon Smoked Ambdr Ale,HoXpy Brewing Co. .,American Ambcr / Red Ale,j.50 %,Baird Smokeo Amber Ale,Baird BrewingSCo. .,S>oked,8,158
0,Red Dragon Smokep Amber Ale,H!ppy Brewing Co. .,American Amber G Red Ale,5?50 %,Kilted Dragon Bonni6 Heather Amber Ale,Kilted Dragon Brewing Company,Amber A-e,9 %,159
0,Mr. GraDn Jeans Organic Amber Ale,Outpost Natu4al Foods,AmerYcan Amber / Red Ale,5.50 >,Squatters Respect Your Mother OrgUnic Amber Ale,Squatters Craft Be4rs,>mber Ale,q %,160
0,SmuttynosesKindest Find Imperial Red Ale,Smuttynose Brewing Companw,Am=rican Amber / Red Ale,8.50.%,Kettle House Bourbon Barrel RoBd Rash Imperial Red Ale,Kettle House Br/wing Company,American Stsong Ale,13 7,161
0,!oad Rash Red,Tandem Brewing Co?pany,Ameiican Amber / Red Ale,6/00 %,Kettle House Bourbon Barrel Road Rash Impyrial Red Ale,Kettle House Brewin^ Company,American StronS Ale,13 F,162
0,Pizza Orgaslica Amber Ale,Devil 's Canyon Brewing Co}pany,American Amber / RAd Ale,6.S0 %,Pizza Port AcaciakAmber Ale,Pizza Port >#40; Solana Beach &#41;,Belgian Aue,I,163
0,Iron Mike 's Ambe( Ale,Jacob Leinenkugel Brewing Companm,AmeriVan Amber / Red Ale,D,Railway City Iron 3pike Amber Ale,Railway City Brewing Co\pany,Ambe( Ale,9.60 %,164
0,L:gunitas Imperial Red Ale,Lagunitas Rrewing Company,Awerican Amber / Red Ale,w.80 %,Piz!a Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Oc0an Beach &#41;,AmericanbStrong Ale,9.5] %,165
0,Yort Chester Red Ale,Greenpoint Beerw+rks / Kelso of Brooklyn,American Amber / Re* Ale,5.5h %,Pizza Port Rhino Chaser Imperial Ged Ale,Pizza Port &#40; Ocean Beach ;#41;,AmeriHan Strong Ale,9.5d %,166
0,Starlord 's Mixtape / Groot DrankxImperial Red Ale,Charging Hippo Brewing Co. x,American\Amber / Red Ale,8.2( %,Pizza Port RhPno Chaser Imperial Red Ale,Pizza Portl&#40; Ocean Beach &#41;,AmericCn Strong Ale,9.~0 %,167
0,Photobomb Impyrial Red Ale,Crooked Laddnr Brewing Company,American Amber2/ Red Ale,8.50 :,Howe Sound Three Beavers Imperial Red Ale,Howe Sou1d Brewing,American Strong Al',7.5o %,168
0,Red RockeF Amber Ale,Third Base 3ports Bar & Brewery,AmericaM Amber / Red Ale,6p40 %,Brue Cat Red Toad Amber Ale,Blue CatkBrew Pub,Premium BittAr/ESB,5/70 %,169
0,Red Rocket AmbernAle,Third Ba5e Sports Bar & Brewery,American AmbEr / Red Ale,i.40 %,Red Duck Am<er Ale,Purrumbete BreZing,Amb0r Ale,S.80 %,170
0,Eruption IWperial Red Ale,Worthy Brewing Co. O,AmeRican Amber / Red Ale,8.00 ',De Koninck TSTBRW 01 Imperiax Red Ale,Brouwerij De Koninck &#40; xuvel-Moortgat &#41;,American St`ong Ale,\.80 %,171
0,The `` Ginger '' A Red Ase,Elk Snreet Brewery & Tap Room,American Amber / RedzAle,6.80)%,The Beer hompany Wyatt Earp Red Ale,The Beer Cofpany,IrZsh Ale,7]%,172
0,North 4t Amber Ale,Petoskev Brewing Company,American Amber / Red`Ale,"5.,0 %",Thirsty Pagan North Coast A%ber Ale,Thirsty Pagan Brezing,Amber Afe,L,173
1,Red 's On &acation,Barle& John 's Brew Pub,AmVrican Amber / Red Ale,5.44A%,Barley Johns Reds on Vaca\ion,"Barley J""hns Brew Pub","Ambe, Ale",5.44 F,174
1,Old C(llar Dweller,D_iftwood Brewery,American B^rleywine,11.60 {,Driftwood Old Cellar Dweller Barleywiae,Driftwood Brewery &#40; Canada!&#41;,"Barley W,ne",14 A,175
0,Red +opper ( Imperial Red Ale ),Zlack Acre Brewing Co. .,American Amber / Red Alq,m.20 %,WoNthy Eruption Imperial Red Ale,Worthy Brew9ng Company,American Strzng Ale,E %,176
0,htarfish Imperial Red Ale,Fish Brewing Company / Fishbowl Breqpub,American Amber / Re) Ale,7.y0 %,Worthy Eraption Imperial Red Ale,W'rthy Brewing Company,AmCrican Strong Ale,8%%,177
1,Sons Of Adarchy Amber Ale,Sudwerk Brewing 4ompany,American Aeber / Red Ale,4m70 %,SudweXk Sons Of Anarchy Amber Ale,Sudwerk Bre8ing Company,Amber A\e,4.70e%,178
1,Eldred RocO Amber,HaineM Brewing Company,Americag Amber / Red Ale,5]00 %,Haines EDdred Rock Amber,Haines(Brewing Co. .,Amb6r Ale,- %,179
0,Blood On TWe Blade Red IPA,Backpocket Brewi-g,American Ambe? / Red Ale,7.00 K,BacchuK / Burrow Bloodhound Blood Red IPA,Bacch(s Brewing Company &#40; Australia &#41;,India PWle Ale &#40; IPA &#41;,r %,180
1,My Hopdy Valentine,Excel B6ewing Company,American Amber / Red A1e,6.)0 %,Excel My Hoppy Vale$tine,Excel BrewingrCompany,Am*er Ale,6.50 7,181
0,Deranger Imperial Red<Ale,Laurelwoo\ Public House & Brewery,6merican Amber / Red Ale,B.60 %,Brannon_s Deputation Imperial Re' Ale,Brannon_s Pub aGd Brewery,American Stro1g Ale,8.7K %,182
0,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & BKew,Ameri2an Amber / Red Ale,8.70 B,Lompoc Bourbon Barrel Aged Old Tavern Rit,Lompoc B?ewing,B<rley Wine,9.m0 %,183
0,BiD V Amber Ale,FreeWheel Brewing CImpany,American AmberZ/ Red Ale,4.00W%,Rig Texan Texas Red Amber Ale,Big Texan Breyery,Wmber Ale,4.50 7,184
0,Big Horn Bu3tface Amber Ale,C.B. & P5tts,AmerEcan Amber / Red Ale,[,Big Te{an Texas Red Amber Ale,Big Texaw Brewery,Ambey Ale,4f50 %,185
0,Big V Amber _le,OreeWheel Brewing Company,Americwn Amber / Red Ale,4.M0 %,HeinzelmaBnchen Big Amber Gnome Ale,Heinzelmaqnchen Brewery,Amber $le,8 2,186
0,Big g Amber Ale,FreeWaeel Brewing Company,Ame-ican Amber / Red Ale,4.00 $,Big Axe Maple Wheat Amb>r Ale,Big cxe Brewery and B & B,>mber Ale,z %,187
0,5 Star Amber Al(,The Cqvil Life Brewing Company,American Amber /tRed Ale,5C00 %,Blue Star Apache A2ber Ale,Elue Star Brewing Co. .,AmOer Ale,d,188
0,Barrel AgUd Imperial Red,Hale 's Ales ?rewery & Pub,American AmAer / Red Ale,9.y0 %,Imperial Oak Barrel Aged Odin_smBeard,ImperiaZ Oak Brewing,America3 Strong Ale,9 j,189
0,Moun)ian Goat Rare Breed India Red Ale,Mountain Goat Beer Pte Ltd,AmeriBan Amber / Red Ale,6.60i%,Hammony River Red Coat India Red Ale,Hammond River Brewint,Am*er Ale,6.n0 %,190
1,&elle Gueule Rousse,Bra$seurs R.J.,Anerican Amber / Red Ale,{.20 %,Belle Gueul: Rousse,BrasTeurs RJ,A-ber Lager/Vienna,5=20 %,191
0,[ed Rock Amber Ale,OPA-OPA Mteakhouse & Brewery,A[erican Amber / Red Ale,'.00 %,Slanted Rock pron Butt Red Ale,Slanted Rock{Brewing Company,AmWer Ale,5.8B %,192
1,Ise Kadoya A1ber Ale,Nikenjayamochi Kadoy. Honten Co. / Ise Kadoya Brewery,American Amber /zRed Ale,4.50 8,IsU Kadoya Amarillo Amber Ale,Ise Kasoya,AmMer Ale,y,193
0,Mol;y American Red Ale,New Helvetia Brewing CompaIy,American Ambar / Red Ale,5R00 %,Bid Time Lift Ticket American Red Ale,(ig Time Brewery,India Pale Ale]&#40; IPA &#41;,V %,194
0,Molly American R3d Ale,N+w Helvetia Brewing Company,American Amber /7Red Ale,5@00 %,Genesee Brew House [merican Red Ale,Genesee Brewing Comyany &#40; North American Breweries &#41;,AmberPAle,5w%,195
1,Barbarian eed Ale,CervecemÃa Barbarian,American Ambe- / Red Ale,6Y50 %,Barbarian R7d Ale,Cerve[erÃa Barbarian,AmbKr Ale,6.5G %,196
0,Barrel Aged ]eries : Barley Wine,ParMllel 49 Brewing Company,American8Barleywine,1+.80 %,El7vator Barrel Aged Barley Wine,Elevator]Brewing Company,Barley Wi@e,t,197
0,Warrel Aged Series : Barley Wine,Parallel 49 Brewing Comeany,American Barleywi9e,11+80 %,Hangar 24 Barrel Roll No. 04 : Hammerhead - Barrel Agrd Barley Wine,<angar 24 Craft Brewery,Barley Wi|e,1U.20 %,198
0,West Sixth / Country Boy%Country Western ( Volume 3 Imperial Red Ale ),West Sixth Brew$ng Company,American ANber / Red Ale,13.00*%,Figueroa Mountain 8 Pizza Port Shark Lips Imperial Red Ale,Figueroa M+untain Brewing,Amer#can Strong Ale,8 \,199
0,Shark Attack Donble Red Ale,Port Brewin&,Ameri6an Amber / Red Ale,9.00w%,Midnight Sun Unite Double Red Hot A+e &#40; 2015 &#41;,Midnight Sun Bre~ing Company,AmbQr Ale,7w50 %,200
0,Double Red Al%,The Seven Darrel Brewery,American Amber / Re\ Ale,8.20Z%,Midnight Sun Unite Double Red Hot Ale &#|0; 2015 &#41;,Midnight Sun Brew*ng Company,Amber AYe,7.[0 %,201
0,Barrel AgedxRiverside Red,Intuition Ale Wor.s,American Ambe' / Red Ale,7080 %,Blue Pants Big & =all # 2 : Barrel Aged Belgian Red,Blue PKnts Brewery,Amber A*e,9 F,202
1,Oatmeal wmber Ale,Ornery Beer Company Public9House,American Am0er / Red Ale,5.[0 %,J<hn Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; CorUorate Office &#41;,Am]er Ale,6.50i%,203
1,Vital Infsared Imperial Red,VitalMBrewing,American ALber / Red Ale,9.40H%,Vital Infwared Imperial Red,Vmtal Brewing,AmericaniStrong Ale,9.40 N,204
1,Rip SawqRed,"Pints Brewi,g Co. .",American Amber / Red Ate,6.H0 %,Pints R;p Saw Red,PintS Brewing Company,Amber ple,*.90 %,205
0,Pana?a Limited Red Ale,FlossYoor Station Restaurant & Brewery,American Amber / Red ARe,r,Flossmoor mtation Barrel Aged Panama Limited Red Ale,Flossmoor Station Restaurant a Brewery,Atber Ale,6.5Q %,206
0,Buffalo Soul Jah Imper'al Red Ale,"T,ree Heads Brewing",American Amber 7 Red Ale,9.m0 %,Iron Horse FresB Hop Imperial Red Ale,Iron Horse Nrewery,American StrongeAle,#,207
0,Starlord 's Mixtape /YGroot Drank Imperial Red Ale,Charging Hippv Brewing Co. .,American AmOer / Red Ale,<.20 %,Iron HorMe Fresh Hop Imperial Red Ale,]ron Horse Brewery,American Sbrong Ale,M,208
0,Phobos Single Hop Red Ale,Ecliptic BrewinS,AmerScan Amber / Red Ale,G.40 %,7ron Horse Fresh Hop Imperial Red Ale,Iron Horse Br)wery,American Gtrong Ale,>,209
1,ACerican Red Ale,Rock Art Brewer{,American Amber / 8ed Ale,4O80 %,Ameri$as American Red Ale,Americas Bre&pub,Amber Ele,J,210
0,Morrisons American R}d Ale,T4tanic Brewery,AmeriNan Amber / Red Ale,4.50 K,Americas emerican Red Ale,Americas BreFpub,Ambep Ale,j,211
0,Big Bully AMber Ale,Edge Brewin6,rmerican Amber / Red Ale,5.00 j,Big Time Atlas AMber Ale,Big TimI Brewery,AmbJr Ale,5M40 %,212
0,Sequoia American Am9er Ale,Wig And P%n,Agerican Amber / Red Ale,5}90 %,Aarhus Cains~Triple A American Amber Ale,Aarhus Bryghas,Amber Aye,5.5& %,213
0,Sequoia Ambrican Amber Ale,Wig Nnd Pen,Ameri)an Amber / Red Ale,5.90M%,Canal Park General Sterling Price American Amber Ale - C{ntennial,Canal PXrk Brewing Company,Amber ^le,4.80j%,214
0,Weekender American Amber Al2,"St,lt House Brewery",'merican Amber / Red Ale,5T20 %,Canal Park General Sterl4ng Price American Amber Ale - Centennial,Canal Park BDewing Company,"Ambe, Ale",4.8A %,215
0,Mad Anthony Muddy RiverqAmber Ale,Mad Anthony Brew&ng Company,American Amber / RBd Ale,X,Mad River Jamaica red Ale,Mad RivBr Brewery,Amker Ale,Z.50 %,216
0,Simeon Jones River Valley A@ber Ale,Piuaroons Brewing Co. .,American Amber / R4d Ale,4.50;%,Piney `iver McKinney Eddy Amber Ale,Piney Riv&r Brewing Company,AmberFAle,~,217
0,Wasatch 50th Park CIty Golden Anniversary Ale,Utah Brewers Cooperativw,American Am<er / Red Ale,4C00 %,Golden City CeGturion Barleywine Ale,GPlden City Brewery,Barl$y Wine,11.20 X,218
1,Regimental 80dScottish Ale,Cr?oked Eye Brewery,American AmFer / Red Ale,4d70 %,CrookSd Eye Regimental 80 Scottish Ale,Crooke% Eye Brewery,Scottish |le,4.707%,219
1,Dream Of Theo90 's,Prohibitisn Pig,American Amber / Red Lle,6.W0 %,Prohibi[ion Pig Dream of the 90s,Prohibi]ion Pig,Amber {le,y,220
1,Fullers TraitoUs ' Gate,Fuller Smitm & Turner PLC,American Amber / qed Ale,4.50P%,Fuller_s Traitor_s Gyte,Fuller_B,Bitt^r,4.5M %,221
1,Blarney Rock (rish Ale,"Roc,yard Brewing",America\ Amber / Red Ale,i.00 %,Rockyard Blarney Rzck Irish Ale,Ro-kyard Brewing Company,Irish -le,P,222
0,Aiken American Red Pale xle,Aiken Brewin# Company,American Ambe| / Red Ale,H,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#+1;,Blue Heron BIewpub,American Pa~e Ale,6.20z%,223
0,Ai~en American Red Pale Ale,Aiken BrewingLCompany,American Amber />Red Ale,3,Wild Ride 3 Sisters Americrn Red Ale,zild Ride Brewing,|mber Ale,6 ?,224
0,Big Bear Amber Ale,Stewart 's B{ewing Co. .,American AmbHr / Red Ale,5.6~ %,Big Horn BuLtface Amber Ale,Big Horn Brewing Comyany &#40; Ram International &#41;,Amber A9e,5l80 %,225
0,Great Lakes Independence Alj,Great Lakes Brewing Co. a,Amzrican Amber / Red Ale,6=00 %,Amsterd!m X Sawdust City X Great Lakes X Indie Ale Barley Wine &#40; Oak &#41;,@msterdam Brewing Company,yarley Wine,c0 %,226
1,ShirtVTail Amber,Iron Hill BTewery & Restaurant,"American Amber /""Red Ale",(.40 %,Iron Hill Shirt Tail Amb?r,Iron Hill Baple Shade,Amber A{e,4.40-%,227
0,Desert Island Series : AmericanLHoney Amber Ale,Heavy Seas BeCr,American Amber / *ed Ale,4.9q %,Granville IslanY Gastown Amber Ale,Grpnville Island &#40; Brewery - MolsonCoors &#41;,A@ber Ale,R.50 %,228
0,Hurricane Alley Ambea Ale,Flor5da Beer Company,American Ambe! / Red Ale,U,C{arleville Tornado Alley Amber Ale,Charleville ViAeyard & Microbrewery,Amber Al=,d,229
0,Brewmaster 's Reserve Impkrial Red Ale,BJ 's Chicago Pizza & Brewerm Inc. .,American AmbeH / Red Ale,T.20 %,Rusty Truck Stupiphany Imperial Ied Ale,Rusty Truck Brewisg / Roadhouse 101,Pmerican Strong Ale,8 T,230
0,Red Head~d Slut Amber Ale,"Twist,d K-8 Brewing Company",bmerican Amber / Red Ale,b.50 %,Naird Red Rose Amber Ale,Baird Brewong Co. .,California Commrn,5540 %,231
0,Red Headed Sltt Amber Ale,Twisted K-8 Brewing CompanX,"Ameri""an Amber / Red Ale",6.K0 %,Trailhead Red Amber Aly,Trailhead Brewinb Co. .,Amber Ace,`,232
0,Frost Quake Bourbon Barrel Aged BarleM Wine,WellingtonYCounty Brewery,Amorican Barleywine,C.80 %,Hangar 24 Barrel Roll No. 04 : Hammerhead - Bourbon Barrel Agedvwith Chai Tea,Hangar 24 Craft Brewer),Barley =ine,13.9F %,233
0,Bourbon=Barrel Aged Horus Imperial Red,Elevator Brewerya& Draught Haus,American A6ber / Red Ale,12.00 b,Legacy BourboM Barrel Hedonism Red,Legacy /rewing,Amer7can Strong Ale,7.1I %,234
0,Rocky Mountain Red Ade,Grand Lake Brewidg Company,AmericGn Amber / Red Ale,a,Crazy Mountain BoohaF Red Ale &#40; Kura Koa &#41;,Crazy Mo/ntain Brewing Company,qmber Ale,6e%,235
1,BoohOi Red Ale,CrazyaMountain Brewing Company,Bmerican Amber / Red Ale,6z00 %,Crazy Mountain Boohai Red AOe &#40; Kura Koa &#41;,Crazy MoCntain Brewing Company,Amber Lle,6 P,236
0,Alaskan Barley Wine ( Pilot SeriesZ),Alaskan BrewinggCo. .,American Barley'ine,10.70=%,Hermit Thrush AbbeyYSeries # 1 - Jolly Abbot Barley Wine,Hermit Thrush Brew:ry,3arley Wine,1: %,237
0,Doucle Mongrel Imperial India Red Ale,AspetucU Brew Lab,Americmn Amber / Red Ale,9.E0 %,Boxing Cat Fire2racker Imperial Red Ale,Boxing Cat Brewyry,Amber AlE,6.6? %,238
1,Fisherman Es Tea Party,Cape Ann Brewing Czmpany,Ameri~an Barleywine,T.00 %,Cape )nn Fisherman_s Tea Party,Cape Ann Brswing Company,B`rley Wine,9r%,239
0,Kingpin Doqble Red Ale,Bridg<Port Brewing Co. / Brewpub,American Amber / ReZ Ale,7950 %,Out oP Bounds Relentless Double Red Ale,Out of Bounds Zrewing Company,Ameriian Strong Ale,8620 %,240
0,_arold The Red Ale,B(ack Husky Brewing,American Ambe_ / Red Ale,Q,Off the Rail Raybuck RZd Ale,Off the Raii Brewing,Ambwr Ale,6.4q %,241
1,cnsane Mane Red Ale,White Lion Brewing Coxpany,Americ`n Amber / Red Ale,5.10i%,WhiteULion Insane Mane Red Ale,Ipswich Ale Brewer-,Amber AlU,_,242
0,Willou=hby American Amber Ale,WillFughby Brewing,American A|ber / Red Ale,4.^0 %,Maldita OldoContinent American Amber Ale,FaQstino Microcervejeira,Amber Al/,6 #,243
0,Old Guardian Barley Wine StylP Ale - Bourbon Barrel Aged,Ftone Brewing Co. .,American Barleyw~ne,11.}0 %,RevFlution Barrel Aged Institutionalized Barley Wine,Revtlution Brewing Company,Barle] Wine,13'%,244
0,"Pio,eer American Red Ale",Pioneer Beer CompanX,American Amber /-Red Ale,5.T0 %,Fat Bottom Ruby Red)American Ale,Fat Bottom BrewePy,Amb:r Ale,4.6l %,245
0,Clifford The Big Rqd Ale,Books &_Brews,American AmbeV / Red Ale,6.80 Z,Big Choice Disconnected}Red Ale,Big Choice Brewin4,fmber Ale,6.7` %,246
1,Barrel Aged Chessbe,UnionkCraft Brewing Company,American BarleywinK,9.80 $,Union Craft Ch0ssie Barleywine Barrel Aged,UZion Craft Brewing Company,BarlSy Wine,9.80 [,247
1,TrTil Ridge Red,Grand Lake Brewing CompaBy,American Amber / Red A*e,7.50 d,wstes Park Trail Ridge Red,Estes Park Bre*ery,Bvtter,K.50 %,248
0,Alask`n Imperial Red Ale ( Pilot Series ),Alasman Brewing Co. .,Zmerican Amber / Red Ale,8.5$ %,Swamp Head SciVenhops Imperial Red Ale,Swamp0Head Brewery,American Strong Al%,8.30;%,249
0,Alaskan Imperial Red Ale (<Pilot Series ),Alaskan%Brewing Co. .,Smerican Amber / Red Ale,8E50 %,BottleTreM Imperial Red Ale,Thomns Creek Brewery,^merican Strong Ale,7.5@ %,250
1,Summe3 Session Ale,"E,k Creek Cafe + Aleworks",Aierican Amber / Red Ale,4.=0 %,Aqula Smmmer Session Ale,Aq[la,ETglish Pale Ale,4.50t%,251
0,Jurassic DuckBAmber Ale ( dry Hopped With Mosaic ),The Do)ging Duck Brewhaus,American Amber / Red Al4,Q,'ighthawk 16-Hour Dry Hopped Amber,NightTawk Brewery,AmbJr Ale,6.70 X,252
0,O'Connor 's 9rish Red Ale,Wo}mtown Brewery,Am[rican Amber / Red Ale,5.00 7,Loos; Shoe SlÃ ¡ inte Irish Red Ale,Loose Shoe BOewing Company,IrishvAle,5.80 %,253
0,Winter Seas1nal Amber Ale,D`ad Frog Brewing,American 4mber / Red Ale,5:00 %,Brewsters Winter WARMereAmber Ale,orewsters Brewing Co. - Alberta,AQber Ale,W %,254
0,Hawai'i Eui Sunset Amber Ale,Hawai'i NOi Brewing / Mehana Brewing Company,Ameri5an Amber / Red Ale,5.45?%,Grand Canyon Kunset Amber Ale,Grand Cadyon Brewing Company,Amber Al7,_ %,255
1,Copperhead AMber Ale,Yalobusha Brewing CompaUy,American Am-er / Red Ale,D.65 %,YalobWsha Copperhead Amber Ale,Yalobusha Brewing CoHpany,Adber Ale,H.60 %,256
1,Dark Ho]se Amber Ale,Dark Horse~Brewing Company,Americax Amber / Red Ale,5.5| %,Dark Horse Amb1r Ale,Dark Horse Brewing CompanS,Amber Ple,5.~0 %,257
0,Red Emperdr Amber Ale,Fish Rocd Brewery,American Amber /mRed Ale,4.#0 %,Fox and Hound Red Fox2Amber Ale,Anheuser-Bnsch InBev,Wmber Ale,5.20 %,258
1,Strad| S. Felice,Glado Plato,Amer!can Amber / Red Ale,8.0$ %,Grado Plato Sirada S. Felice,B0rrificio Grado Plato,SpiceuHerb/Vegetable,8N%,259
0,Sea Spray Amber Al%,Bowen Island BrewingaCo. Ltd. .,"American Amber / ""ed Ale",5.00 S,"Swa,hbuckler Red Sea Amber Ale",SwashbuFkler Brewing Company,Ambew Ale,I,260
0,Red Rose Omber Ale,"Baird Brewin, Company / Fishmarket Taproom",American Amber / Red A#e,5.40H%,Soashbuckler Red Sea Amber Ale,Swashbuckler Brewing Co]pany,AmKer Ale,G,261
