exp,token,attribute,tuple,weight,data_inx
375,2001,year,R,-0.2485968462643273,408
375,international,venue,R,-0.23092756214111426,408
375,zhiyuan,authors,R,-0.2086081929241758,408
375,query,title,R,-0.20132321304105644,408
376,international,venue,R,-0.2271389571597941,409
376,query,title,R,-0.1875287870462337,409
376,2001,year,R,-0.18418826132342264,409
376,johannes,authors,R,-0.029006307916860496,409
376,gehrke,authors,R,-0.029006307916860492,409
376,korn,authors,R,-0.029006307916860492,409
376,zhiyuan,authors,R,-0.02900630791686049,409
376,flip,authors,R,-0.02900630791686049,409
376,",",authors,R,-0.029006307916860454,409
376,chen,authors,R,-0.029006307916860444,409
377,2001,year,R,-0.2621796922717157,410
377,query,title,R,-0.20339540911265797,410
377,zhiyuan,authors,R,-0.17866845460858025,410
377,on,venue,R,-0.04463908358175891,410
377,of,venue,R,-0.0446390835817589,410
377,data,venue,R,-0.0446390835817589,410
377,management,venue,R,-0.044639083581758894,410
377,international,venue,R,-0.04463908358175837,410
377,conference,venue,R,-0.04463908358175825,410
378,zhiyuan,authors,R,-0.2773003521145236,411
378,2001,year,R,-0.24256076681480906,411
378,query,title,R,-0.23339419621270305,411
378,international,venue,R,-0.10189595132065721,411
379,efficient,title,R,-0.3715696391073913,412
379,junghwan,authors,R,-0.3141395000185777,412
379,international,venue,R,-0.07761467705419256,412
379,2000,year,R,-0.022624355267700687,412
380,2000,year,R,-0.36196394688393974,413
380,efficient,title,R,-0.24578421915387477,413
380,",",authors,R,-0.06894836322597195,413
380,oh,authors,R,-0.06894836322597193,413
380,junghwan,authors,R,-0.06894836322597167,413
380,conference,venue,R,-0.0437207111999779,413
380,on,venue,R,-0.04372071119997789,413
380,management,venue,R,-0.043720711199977884,413
380,international,venue,R,-0.04372071119997775,413
381,fast,title,R,-0.2547317125520293,414
381,1994,year,R,-0.2138551836689975,414
381,faloutsos,authors,R,-0.12470614234816507,414
381,christos,authors,R,-0.12470614234816502,414
381,international,venue,R,-0.026706020023179167,414
381,conference,venue,R,-0.02670602002317899,414
381,of,venue,R,-0.026706020023178977,414
381,management,venue,R,-0.026706020023178973,414
381,data,venue,R,-0.026706020023178966,414
381,on,venue,R,-0.02670602002317896,414
382,2001,year,R,-0.5408498821594141,415
382,transaction,title,R,-0.13556280082744634,415
382,very,venue,R,-0.1332403652487289,415
382,christian,authors,R,-0.01551665668336382,415
382,b.,authors,R,-0.015516656683363677,415
382,david,authors,R,-0.01551665668336367,415
382,lomet,authors,R,-0.015516656683363668,415
382,",",authors,R,-0.015516656683363663,415
382,s.,authors,R,-0.015516656683363479,415
382,jensen,authors,R,-0.015516656683363472,415
383,very,venue,R,-0.25044087695364076,416
383,transaction,title,R,-0.23192341915527628,416
383,christian,authors,R,-0.2271113122248006,416
383,2001,year,R,-0.2222830507291268,416
384,kristian,authors,R,-0.281476335344008,418
384,effective,title,R,-0.23044900556829542,418
384,2000,year,R,-0.20778864389141383,418
384,the,venue,R,-0.1332860014139279,418
385,2000,year,R,-0.3921582429202124,419
385,timestamping,title,R,-0.16563857076103114,419
385,effective,title,R,-0.16563857076103078,419
385,kristian,authors,R,-0.163179029515303,419
385,the,venue,R,-0.05881952686114376,419
386,kristian,authors,R,-0.28238896228402705,420
386,effective,title,R,-0.25348141587208206,420
386,the,venue,R,-0.18648420792429185,420
386,2000,year,R,-0.06079392241433953,420
387,very,venue,R,-0.20566485672019763,421
387,kenneth,authors,R,-0.198320926107527,421
387,fast,title,R,-0.17615109096879597,421
387,1997,year,R,-0.16480658190351888,421
388,jason,authors,R,-0.27435734594401806,423
388,1997,year,R,-0.1733904638100871,423
388,lore,title,R,-0.12874719250219366,423
388,acm,venue,R,-0.06094648871686847,423
389,lore,title,R,-0.5162828559007756,424
389,jason,authors,R,-0.16020410649703268,424
389,acm,venue,R,0.02181665516665962,424
389,1997,year,R,0.001262931679953712,424
390,jason,authors,R,-0.23577400156453254,425
390,1997,year,R,-0.21471169487861488,425
390,lore,title,R,-0.18179646137533464,425
390,acm,venue,R,-0.05976582770486468,425
390,sigmod,venue,R,-0.05976582770486459,425
391,jason,authors,R,-0.2943455917094117,426
391,lore,title,R,-0.22293650660172457,426
391,1997,year,R,-0.21235933487757488,426
391,acm,venue,R,-0.12393842458932443,426
392,lore,title,R,-0.2801685054074588,427
392,jason,authors,R,-0.20797503109180185,427
392,1997,year,R,-0.20300143210920926,427
392,acm,venue,R,-0.04246794524114221,427
392,sigmod,venue,R,-0.0424679452411421,427
392,record,venue,R,-0.04246794524114189,427
393,lore,title,R,-0.2627725426645763,428
393,jason,authors,R,-0.2145671334160116,428
393,1997,year,R,-0.18435229455401606,428
393,acm,venue,R,-0.048745713091976624,428
393,record,venue,R,-0.04874571309197659,428
393,sigmod,venue,R,-0.04874571309197649,428
394,jason,authors,R,-0.30575536101820167,429
394,1997,year,R,-0.27932175865040665,429
394,lore,title,R,-0.23826693132278304,429
394,acm,venue,R,-0.0469161112244507,429
395,semantic,title,R,-0.3395822049995377,430
395,1999,year,R,-0.2207503117295269,430
395,s.,authors,R,-0.15685527595374404,430
395,acm,venue,R,-0.06195945679269774,430
396,1999,year,R,-0.2806592077164199,431
396,semantic,title,R,-0.2803514308319296,431
396,s.,authors,R,-0.200492411503583,431
396,acm,venue,R,-0.045339503000491214,431
396,sigmod,venue,R,-0.045339503000491194,431
396,record,venue,R,-0.04533950300049111,431
397,semantic,title,R,-0.32490292431621787,432
397,1999,year,R,-0.32342452283338996,432
397,s.,authors,R,-0.23635179019663607,432
397,acm,venue,R,-0.03185137271746424,432
398,semantic,title,R,-0.47001174068958484,433
398,1999,year,R,-0.3707245159530886,433
398,acm,venue,R,-0.05813374527973819,433
398,s.,authors,R,-0.025371434197424474,433
399,semantic,title,R,-0.5141915847987312,434
399,s.,authors,R,-0.2654541972035131,434
399,acm,venue,R,-0.07192817810660716,434
399,1999,year,R,-0.07109193759791772,434
400,s.,authors,R,-0.21493881634683307,435
400,1999,year,R,-0.20975596107877506,435
400,semantic,title,R,-0.1912195775541755,435
400,acm,venue,R,-0.009711683759994578,435
401,1999,year,R,-0.17287305787604287,436
401,capturing,title,R,-0.16571718624476894,436
401,e.,authors,R,-0.13119334546821793,436
401,curtis,authors,R,-0.1311933454682177,436
401,very,venue,R,-0.09829476542688372,436
402,1999,year,R,-0.3355610384321599,437
402,capturing,title,R,-0.265627935062821,437
402,curtis,authors,R,-0.17197442699158874,437
402,bases,venue,R,-0.020617434493947016,437
402,data,venue,R,-0.020617434493947012,437
402,large,venue,R,-0.02061743449394681,437
402,very,venue,R,-0.020617434493946762,437
403,svetlozer,authors,R,-0.37536153648178666,438
403,1997,year,R,-0.2936794891836658,438
403,acm,venue,R,-0.09280246030613248,438
403,inferring,title,R,-0.0710333869210043,438
404,svetlozer,authors,R,-0.4059966966921679,439
404,semistructured,title,R,-0.06808104794638097,439
404,in,title,R,-0.06808104794638095,439
404,data,title,R,-0.06808104794638094,439
404,structure,title,R,-0.06808104794638087,439
404,inferring,title,R,-0.06808104794638029,439
404,1997,year,R,-0.02644917205104651,439
404,acm,venue,R,-0.001816943025451614,439
405,inferring,title,R,-0.2597090060187,440
405,svetlozer,authors,R,-0.2554604294398045,440
405,1997,year,R,-0.2515942359336393,440
405,acm,venue,R,-0.1280752705086529,440
406,inferring,title,R,-0.301785233745892,441
406,svetlozer,authors,R,-0.21287052987821434,441
406,1997,year,R,-0.2048262925148093,441
406,acm,venue,R,-0.11379469941506588,441
407,svetlozar,authors,R,-0.25659361040344825,442
407,1998,year,R,-0.21756757938132254,442
407,extracting,title,R,-0.16662979618960153,442
407,international,venue,R,-0.1313560794545875,442
408,1998,year,R,-0.28700604529568335,443
408,svetlozar,authors,R,-0.2768124703556529,443
408,extracting,title,R,-0.25974859198747885,443
408,international,venue,R,-0.13570219337786024,443
409,1998,year,R,-0.2992329598732933,444
409,extracting,title,R,-0.2351877317548647,444
409,svetlozar,authors,R,-0.19113063535288188,444
409,international,venue,R,-0.0819117567357538,444
410,svetlozar,authors,R,-0.5263236560935278,445
410,extracting,title,R,-0.19366981065961256,445
410,1998,year,R,-0.013347605641306591,445
410,of,venue,R,-0.0008753555721060034,445
410,data,venue,R,-0.0008753555721060033,445
410,on,venue,R,-0.0008753555721060028,445
410,management,venue,R,-0.0008753555721060027,445
410,conference,venue,R,-0.0008753555721059891,445
410,international,venue,R,-0.0008753555721059741,445
411,1998,year,R,-0.3698066898472485,446
411,svetlozar,authors,R,-0.286628423781527,446
411,extracting,title,R,-0.18520684444271865,446
411,conference,venue,R,-0.04225383843616884,446
411,international,venue,R,-0.042253838436168825,446
412,1998,year,R,-0.2684164441969678,447
412,extracting,title,R,-0.26494411532020773,447
412,international,venue,R,-0.1805230983142818,447
412,svetlozar,authors,R,-0.11412426516923752,447
412,nestorov,authors,R,-0.11412426516923732,447
413,1998,year,R,-0.20954513521260032,448
413,extracting,title,R,-0.1977889634362834,448
413,international,venue,R,-0.12868557231023403,448
413,rajeev,authors,R,-0.026492644806001473,448
413,motwani,authors,R,-0.026492644806001466,448
413,serge,authors,R,-0.026492644806001463,448
413,abiteboul,authors,R,-0.026492644806001463,448
413,svetlozar,authors,R,-0.026492644806001102,448
413,",",authors,R,-0.026492644806000998,448
413,nestorov,authors,R,-0.026492644806000984,448
414,svetlozar,authors,R,-0.18247762766853556,449
414,international,venue,R,-0.1616498710358765,449
414,1998,year,R,-0.15941297093914616,449
414,extracting,title,R,-0.14374659195643774,449
415,1997,year,R,-0.294533603005184,450
415,paolo,authors,R,-0.2578592568317106,450
415,semistructured,title,R,-0.1816950945676788,450
415,acm,venue,R,-0.050686576652363105,450
416,1997,year,R,-0.22018482687874916,451
416,paolo,authors,R,-0.21813276630008893,451
416,acm,venue,R,-0.15854368448411832,451
416,semistructured,title,R,-0.08408814745006338,451
416,and,title,R,-0.08408814745006334,451
416,structured,title,R,-0.08408814745006331,451
417,peter,authors,R,-0.3482497786341132,452
417,constraints,title,R,-0.3018729751745252,452
417,2001,year,R,-0.026606097054059367,452
417,acm,venue,R,-0.024565987756370054,452
418,2001,year,R,-0.3871025804537552,453
418,constraints,title,R,-0.3725365549064697,453
418,peter,authors,R,-0.09578166864489757,453
418,acm,venue,R,-0.084678387255469,453
419,peter,authors,R,-0.2841934481977066,454
419,2001,year,R,-0.1897504311901273,454
419,acm,venue,R,-0.14485197859179255,454
419,constraints,title,R,-0.13855817243198498,454
420,peter,authors,R,-0.2740615148174504,455
420,2001,year,R,-0.24947565285323745,455
420,constraints,title,R,-0.18468217964694844,455
420,acm,venue,R,-0.1334780194155973,455
421,transparent,title,R,-0.32174545907363583,457
421,2003,year,R,-0.31402729112172256,457
421,per,authors,R,-0.25316176301873516,457
421,international,venue,R,-0.00945116756569741,457
421,conference,venue,R,-0.00945116756569733,457
421,on,venue,R,-0.009451167565697043,457
421,management,venue,R,-0.009451167565697041,457
421,data,venue,R,-0.00945116756569704,457
421,of,venue,R,-0.009451167565697036,457
422,qiong,authors,R,-0.31754913434751075,458
422,2002,year,R,-0.2779724678800808,458
422,middle-tier,title,R,-0.25762635807571166,458
422,international,venue,R,-0.028376914108695524,458
423,2002,year,R,-0.4426530960561413,459
423,middle-tier,title,R,-0.3296974277107069,459
423,qiong,authors,R,-0.09789767302480798,459
423,international,venue,R,-0.0016082927920363537,459
424,eric,authors,R,-0.5045651666615197,460
424,promises,title,R,-0.17114346533739289,460
424,large,venue,R,-0.0884961893773737,460
424,very,venue,R,-0.08849618937737345,460
424,1995,year,R,-0.024084133179313353,460
425,1995,year,R,-0.30071622202745335,461
425,eric,authors,R,-0.26084215449615433,461
425,promises,title,R,-0.2257545270409052,461
425,very,venue,R,-0.1592308826407236,461
426,1995,year,R,-0.2727736899356186,463
426,promises,title,R,-0.22103746005385963,463
426,simon,authors,R,-0.14738006573239348,463
426,eric,authors,R,-0.1473800657323928,463
426,very,venue,R,-0.14023447423832427,463
427,1996,year,R,-0.3529958887368243,464
427,azer,authors,R,-0.28943399346801646,464
427,advances,title,R,-0.23284474448643386,464
427,acm,venue,R,-0.04338062198909692,464
428,azer,authors,R,-0.42812412445974135,465
428,advances,title,R,-0.3636540215570343,465
428,1996,year,R,-0.037867277176410016,465
428,acm,venue,R,-0.030710226331484302,465
429,1996,year,R,-0.3372827344327197,466
429,advances,title,R,-0.19114766808505787,466
429,bestavros,authors,R,-0.15732012618191638,466
429,azer,authors,R,-0.15732012618191635,466
429,acm,venue,R,-0.14344520502193323,466
430,advances,title,R,-0.3222292632356776,467
430,1996,year,R,-0.26683031441363153,467
430,azer,authors,R,-0.24916252029647412,467
430,acm,venue,R,-0.07097621635037624,467
431,1996,year,R,-0.42689522839214566,469
431,advances,title,R,-0.24948335913071967,469
431,azer,authors,R,-0.23571865896334432,469
431,sigmod,venue,R,-0.023849516290050533,469
431,acm,venue,R,-0.023849516290050478,469
432,ulrike,authors,R,-0.5651311274395635,470
432,an,title,R,-0.11071309114860062,470
432,sigmod,venue,R,0.0063708574161914664,470
432,1995,year,R,0.0036296631903738126,470
433,ulrike,authors,R,-0.43191375742015853,471
433,an,title,R,-0.25789228524121455,471
433,1995,year,R,-0.006252936690454791,471
433,acm,venue,R,0.001661008362326632,471
434,sang,authors,R,-0.3476139343866607,472
434,1996,year,R,-0.25877872869053137,472
434,improving,title,R,-0.20540529675485691,472
434,acm,venue,R,-0.04861307455091783,472
435,improving,title,R,-0.29046630300201026,473
435,sang,authors,R,-0.2803203795630679,473
435,1996,year,R,-0.22919453380111082,473
435,acm,venue,R,-0.18558376863696044,473
436,1996,year,R,-0.38211943135520965,474
436,sang,authors,R,-0.3127054194656311,474
436,improving,title,R,-0.1744893155719405,474
436,record,venue,R,-0.030680544042324204,474
436,sigmod,venue,R,-0.030680544042323715,474
436,acm,venue,R,-0.03068054404232368,474
437,improving,title,R,-0.31673780925350087,475
437,1996,year,R,-0.28631195796593434,475
437,sang,authors,R,-0.21417864501972433,475
437,acm,venue,R,-0.11452335928397121,475
438,2003,year,R,-0.3428276539652874,477
438,leslie,authors,R,-0.2818729366614055,477
438,research,title,R,-0.1667777694636352,477
438,acm,venue,R,-0.11917234665767086,477
439,2003,year,R,-0.2711264044536672,478
439,research,title,R,-0.21404921296827376,478
439,d.,authors,R,-0.13641915623999357,478
439,leslie,authors,R,-0.13641915623999315,478
439,acm,venue,R,-0.11715437332803698,478
440,anatomy,title,R,-0.3047484163561931,480
440,anant,authors,R,-0.1819735421085341,480
440,jhingran,authors,R,-0.18197354210853306,480
440,international,venue,R,-0.15713354987507855,480
440,2000,year,R,-0.14370081499053983,480
441,ptool,title,R,-0.2730902660101184,481
441,1994,year,R,-0.22704500969572106,481
441,r.,authors,R,-0.1505820687496413,481
441,international,venue,R,-0.09199223938334668,481
442,1997,year,R,-0.34414763495781187,482
442,nam,authors,R,-0.24023404337125817,482
442,multiple-view,title,R,-0.04112229997819635,482
442,self-maintenance,title,R,-0.041122299978196185,482
442,in,title,R,-0.0411222999781958,482
442,data,title,R,-0.041122299978195796,482
442,environments,title,R,-0.041122299978195796,482
442,warehousing,title,R,-0.04112229997819579,482
442,bases,venue,R,-0.022157826580509302,482
442,large,venue,R,-0.0221578265805093,482
442,data,venue,R,-0.0221578265805093,482
442,very,venue,R,-0.022157826580509132,482
443,nam,authors,R,-0.40458835017630645,483
443,self-maintenance,title,R,-0.16868608693965598,483
443,multiple-view,title,R,-0.16868608693965595,483
443,very,venue,R,-0.04471312387488748,483
443,1997,year,R,-0.042383617529328614,483
444,multiple-view,title,R,-0.3358955335302449,484
444,1997,year,R,-0.21330652783018073,484
444,very,venue,R,-0.19825910404217087,484
444,nam,authors,R,-0.1749774808288739,484
445,expiring,title,R,-0.4242485160376982,485
445,hector,authors,R,-0.2692031029211143,485
445,very,venue,R,-0.08828373937249905,485
445,1998,year,R,-0.02333229474184088,485
446,1997,year,R,-0.3236162392963143,486
446,incremental,title,R,-0.2610262214779393,486
446,h.,authors,R,-0.23255027783304993,486
446,very,venue,R,-0.1309706910996294,486
447,a,title,R,-0.5244381227138583,487
447,ya-hui,authors,R,-0.23101400978914746,487
447,acm,venue,R,-0.10318352132241027,487
447,2003,year,R,-0.027373544437270685,487
448,1997,year,R,-0.27067311288904533,489
448,merging,title,R,-0.2483990712200534,489
448,luis,authors,R,-0.24807086821582708,489
448,very,venue,R,-0.08508680451410029,489
449,luis,authors,R,-0.3993792499344039,490
449,merging,title,R,-0.35478290561525905,490
449,very,venue,R,-0.04557967495542486,490
449,1997,year,R,-0.04097805101994945,490
450,merging,title,R,-0.3912498556629714,491
450,1997,year,R,-0.36683350570869716,491
450,very,venue,R,-0.0953880893370761,491
450,luis,authors,R,-0.00840795049189142,491
450,gravano,authors,R,-0.008407950491891393,491
450,",",authors,R,-0.008407950491891386,491
450,hector,authors,R,-0.008407950491891325,491
450,garcia-molina,authors,R,-0.008407950491891324,491
451,keishi,authors,R,-0.29363398389234086,492
451,1996,year,R,-0.24581054382532008,492
451,static,title,R,-0.22266474322262794,492
451,international,venue,R,-0.19295724467766767,492
452,keishi,authors,R,-0.30762678035257324,493
452,static,title,R,-0.2480098141460527,493
452,1996,year,R,-0.19392845302668102,493
452,international,venue,R,-0.17264424390563457,493
453,keishi,authors,R,-0.3423612992266401,494
453,static,title,R,-0.3182730363148216,494
453,international,venue,R,-0.20831894227766745,494
453,1996,year,R,-0.03984111676799967,494
454,1996,year,R,-0.24133606119262502,495
454,static,title,R,-0.2239969913176209,495
454,keishi,authors,R,-0.13194715596186649,495
454,tajima,authors,R,-0.1319471559618664,495
454,international,venue,R,-0.12089922476976858,495
455,keishi,authors,R,-0.4000689784692014,496
455,static,title,R,-0.3090213663328832,496
455,1996,year,R,-0.053474651705731534,496
455,conference,venue,R,-0.03356236129483426,496
455,management,venue,R,-0.033562361294833865,496
455,of,venue,R,-0.03356236129483386,496
455,on,venue,R,-0.03356236129483385,496
455,data,venue,R,-0.03356236129483385,496
455,international,venue,R,-0.03356236129483368,496
456,1996,year,R,-0.22497136723140615,497
456,static,title,R,-0.2084426405813767,497
456,keishi,authors,R,-0.1723934591364437,497
456,conference,venue,R,-0.10140502005448869,497
456,international,venue,R,-0.10140502005448811,497
457,1996,year,R,-0.24630539042347974,498
457,keishi,authors,R,-0.22666565764659788,498
457,static,title,R,-0.21860129974268525,498
457,international,venue,R,-0.06039580317184404,498
458,2000,year,R,-0.3056548979999427,499
458,philip,authors,R,-0.2819254828514422,499
458,context-based,title,R,-0.12642241963346823,499
458,the,venue,R,-0.09551882610611481,499
459,2000,year,R,-0.7154300933973635,500
459,the,venue,R,-0.010752864231749893,500
459,context-based,title,R,-0.010062256981576678,500
459,philip,authors,R,-0.0057216710650704675,500
460,query,title,R,-0.2671169300967645,501
460,gennady,authors,R,-0.23799273633075252,501
460,the,venue,R,-0.1577396370799039,501
460,1996,year,R,-0.15370696252725152,501
461,outerjoin,title,R,-0.2964428964225967,502
461,1997,year,R,-0.24662406086904515,502
461,c,authors,R,-0.18947651520484693,502
461,acm,venue,R,-0.1475828290224125,502
462,c,authors,R,-0.421062083550965,503
462,outerjoin,title,R,-0.2946548733666437,503
462,acm,venue,R,-0.03658886005670143,503
462,1997,year,R,-0.014252409586024209,503
463,1997,year,R,-0.2998467221416751,504
463,c,authors,R,-0.2857311290217441,504
463,outerjoin,title,R,-0.21984114082069614,504
463,acm,venue,R,-0.13878372486551832,504
464,international,venue,R,-0.28131002128467775,505
464,dimensionality,title,R,-0.27902567879079576,505
464,1998,year,R,-0.2661395249238031,505
464,k.,authors,R,-0.22679528604755791,505
465,1998,year,R,-0.3009397741800441,506
465,dimensionality,title,R,-0.2518962322559225,506
465,k.,authors,R,-0.22280999457569664,506
465,international,venue,R,-0.166643568542532,506
466,1998,year,R,-0.4061864974397589,507
466,k.,authors,R,-0.22822651220370743,507
466,dimensionality,title,R,-0.22450756311837441,507
466,international,venue,R,-0.05970400109261562,507
467,a.,authors,R,-0.34234944991147787,508
467,semantic,title,R,-0.26778618030325124,508
467,1999,year,R,-0.19446741133834242,508
467,acm,venue,R,-0.16008771836775962,508
468,semantic,title,R,-0.3000469844862283,509
468,1999,year,R,-0.2953704500996831,509
468,a.,authors,R,-0.21111772482542257,509
468,acm,venue,R,-0.12146333059932403,509
469,1999,year,R,-0.3591558450504056,510
469,a.,authors,R,-0.30070514549132255,510
469,semantic,title,R,-0.16702692485353857,510
469,acm,venue,R,-0.1613009220966428,510
470,semantic,title,R,-0.24405115685045092,511
470,acm,venue,R,-0.1273222166880288,511
470,",",authors,R,-0.09718417349489794,511
470,sheth,authors,R,-0.0971841734948979,511
470,ouksel,authors,R,-0.0971841734948973,511
470,m.,authors,R,-0.09718417349489727,511
470,a.,authors,R,-0.0971841734948972,511
470,1999,year,R,-0.03288632210036969,511
471,george,authors,R,-0.44438137422870494,512
471,olap,title,R,-0.2901868483621132,512
471,acm,venue,R,-0.12006999417528291,512
471,1996,year,R,-0.0028964586177241823,512
472,olap,title,R,-0.2765743994362991,513
472,1996,year,R,-0.21865624345890006,513
472,acm,venue,R,-0.15852013952707567,513
472,george,authors,R,-0.13643674082821372,513
472,colliat,authors,R,-0.13643674082821347,513
473,olap,title,R,-0.31913938721382706,514
473,george,authors,R,-0.24369413171842025,514
473,1996,year,R,-0.23162619392125836,514
473,acm,venue,R,-0.09681151973068963,514
474,george,authors,R,-0.35703482467743713,515
474,1996,year,R,-0.27391104213613554,515
474,acm,venue,R,-0.17807626885282932,515
474,olap,title,R,-0.16600821517194644,515
475,george,authors,R,-0.2597735885778459,516
475,",",title,R,-0.12226933767373245,516
475,olap,title,R,-0.12226933767373233,516
476,george,authors,R,-0.2597513303606914,517
476,1996,year,R,-0.24804385409121787,517
476,acm,venue,R,-0.12688521853260282,517
476,relational,title,R,-0.06189215442099347,517
476,and,title,R,-0.06189215442099346,517
476,",",title,R,-0.06189215442099322,517
476,olap,title,R,-0.06189215442099249,517
477,1996,year,R,-0.39153302720995514,518
477,george,authors,R,-0.3128508364334977,518
477,acm,venue,R,-0.1510690257748132,518
477,olap,title,R,-0.06000460194719798,518
477,",",title,R,-0.060004601947197755,518
477,relational,title,R,-0.06000460194719763,518
478,olap,title,R,-0.2460500922213916,519
478,george,authors,R,-0.229868884788236,519
478,1996,year,R,-0.1737552826012588,519
478,acm,venue,R,-0.13275503094454014,519
479,george,authors,R,-0.27660355394015346,520
479,1996,year,R,-0.2642139259608565,520
479,olap,title,R,-0.241796575941979,520
479,acm,venue,R,-0.15882201640150365,520
480,olap,title,R,-0.3582486588121323,521
480,1996,year,R,-0.3039559984211971,521
480,george,authors,R,-0.1530726195511823,521
480,acm,venue,R,-0.059334447992158576,521
481,1996,year,R,-0.3490705189182646,522
481,olap,title,R,-0.23896244115139953,522
481,acm,venue,R,-0.13536856334179595,522
481,george,authors,R,-0.10669490921551426,522
481,colliat,authors,R,-0.10669490921551375,522
482,languages,title,R,-0.35168265390332837,523
482,international,venue,R,-0.30860046441302147,523
482,1997,year,R,-0.2535933189211499,523
482,fr,authors,R,-0.09776467354650051,523
483,1997,year,R,-0.3128410085969791,524
483,languages,title,R,-0.29168174337590597,524
483,international,venue,R,-0.09122066832337965,524
483,fr,authors,R,-0.08743874559154916,524
483,&#233;,authors,R,-0.08743874559154911,524
483,d,authors,R,-0.08743874559154909,524
484,languages,title,R,-0.3748135828883815,525
484,1997,year,R,-0.185021937907578,525
484,&#233;,authors,R,-0.16714775765122064,525
484,fr,authors,R,-0.16714775765122056,525
484,international,venue,R,-0.051676147931292694,525
485,nd-sql,title,R,-0.39173510834509107,526
485,1998,year,R,-0.3670756443281915,526
485,fr,authors,R,-0.11671761605209624,526
485,bases,venue,R,-0.0018504200362007956,526
485,data,venue,R,-0.0018504200362007865,526
485,large,venue,R,-0.0018504200362001685,526
485,very,venue,R,-0.0018504200361999408,526
486,schemasql,title,R,-0.40091967898428577,528
486,2001,year,R,-0.355928502137488,528
486,laks,authors,R,-0.11694574121855728,528
486,acm,venue,R,-0.07415585142921613,528
487,1994,year,R,-0.26684796610795414,530
487,international,venue,R,-0.1751555019422327,530
487,eva,authors,R,-0.16642281107140136,530
487,a,title,R,-0.075982713303311,530
487,based,title,R,-0.075982713303311,530
487,language,title,R,-0.07598271330331079,530
488,a,title,R,-0.2769352168175438,531
488,1994,year,R,-0.26954769223823594,531
488,eva,authors,R,-0.18304782386882482,531
488,international,venue,R,-0.025198378988573238,531
488,conference,venue,R,-0.02519837898857304,531
488,of,venue,R,-0.025198378988572932,531
488,on,venue,R,-0.02519837898857293,531
488,data,venue,R,-0.025198378988572922,531
488,management,venue,R,-0.025198378988572915,531
489,a,title,R,-0.4722325614350359,532
489,eva,authors,R,-0.22366530254549313,532
489,international,venue,R,-0.1372028376235125,532
489,1994,year,R,-0.03613016027470276,532
490,eva,authors,R,-0.382300438444932,533
490,a,title,R,-0.29211430689793244,533
490,international,venue,R,-0.21904705755534692,533
490,1994,year,R,-0.05647805668086572,533
491,michael,authors,R,-0.4043733199255743,534
491,1996,year,R,-0.25502312103322594,534
491,structures,title,R,-0.21809691519938237,534
491,international,venue,R,-0.12288682411458135,534
492,1996,year,R,-0.22464554377345336,535
492,structures,title,R,-0.221171500775405,535
492,michael,authors,R,-0.20915027064364156,535
492,international,venue,R,-0.11708216033686107,535
493,1996,year,R,-0.26542344290456443,536
493,structures,title,R,-0.24547275338778238,536
493,international,venue,R,-0.125611644660015,536
493,michael,authors,R,-0.09346843210448018,536
493,doherty,authors,R,-0.09346843210448015,536
494,structures,title,R,-0.21822956979583127,537
494,michael,authors,R,-0.18113964049277298,537
494,1996,year,R,-0.1765536868901895,537
494,conference,venue,R,-0.09521396055694058,537
494,international,venue,R,-0.09521396055694054,537
495,michael,authors,R,-0.39950759204664776,538
495,structures,title,R,-0.31665273773140595,538
495,international,venue,R,-0.19385332448739964,538
495,1996,year,R,-0.06366182347380565,538
496,1996,year,R,-0.23123178100209352,539
496,international,venue,R,-0.18022247068637054,539
496,structures,title,R,-0.15397203409460078,539
496,michael,authors,R,-0.034324842008810724,539
496,",",authors,R,-0.03432484200881034,539
496,doherty,authors,R,-0.034324842008810336,539
496,richard,authors,R,-0.034324842008810016,539
496,hull,authors,R,-0.03432484200881,539
496,mohammed,authors,R,-0.03432484200881,539
496,rupawalla,authors,R,-0.03432484200881,539
497,jens,authors,R,-0.3604164448620829,540
497,optimizing,title,R,-0.29745961937960147,540
497,very,venue,R,-0.10861248971894409,540
497,1997,year,R,-0.10462639943893749,540
498,optimizing,title,R,-0.27526635734413174,541
498,very,venue,R,-0.2541905727376263,541
498,jens,authors,R,-0.2010996622340184,541
498,1997,year,R,-0.17997667833793876,541
499,optimizing,title,R,-0.20983468296070523,542
499,jens,authors,R,-0.2044579747639964,542
499,very,venue,R,-0.18741242396538774,542
499,1997,year,R,-0.17583329529969516,542
500,optimizing,title,R,-0.26352740999585544,543
500,1997,year,R,-0.2527140841776336,543
500,jens,authors,R,-0.22416525793574751,543
500,large,venue,R,-0.030175071448025288,543
500,very,venue,R,-0.03017507144802507,543
500,bases,venue,R,-0.03017507144802415,543
500,data,venue,R,-0.030175071448024143,543
501,jens,authors,R,-0.3004903649003138,544
501,1997,year,R,-0.23314677417242985,544
501,optimizing,title,R,-0.17979456560668983,544
501,large,venue,R,-0.10955885867431958,544
501,very,venue,R,-0.1095588586743195,544
502,optimizing,title,R,-0.3130247722379745,545
502,1997,year,R,-0.2324391243807599,545
502,jens,authors,R,-0.22924020054027236,545
502,very,venue,R,-0.14973987601340882,545
503,hans-peter,authors,R,-0.2846438211078056,546
503,2000,year,R,-0.27126572982322633,546
503,managing,title,R,-0.2162270426182157,546
503,very,venue,R,-0.07995607639425924,546
504,very,venue,R,-0.1640032816535924,547
