label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,id
0,Ballistic Brewing Co. - Gorgon Red Ale,Indian Wells Brewing Company,American Amber / Red Ale,5.50 %,Red Horn Coffee House and Brewing Company Red Horn Drink Well Red Ale,Red Horn Coffee House and Brewing Company,Amber Ale,5.50 %,0@890#1@615
1,Hearthstone Red Rye Ale,Hearthstone Brewery,American Amber / Red Ale,5.00 %,Hearthstone Red Rye Ale,Hearthstone Brewery,Specialty Grain,5 %,0@2689#1@1373
1,River Otter Ale,Union Station Brewery,American Amber / Red Ale,5.10 %,Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,0@1672#1@590
0,Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Yukon You Only Live Once Imperial Red Ale,Yukon Brewing Company,Amber Ale,7.50 %,0@3126#1@461
0,Red 88 Imperial Amber Ale,River City Brewing Co. .,American Amber / Red Ale,8.00 %,Yukon You Only Live Once Imperial Red Ale,Yukon Brewing Company,Amber Ale,7.50 %,0@3090#1@461
0,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,0@1755#1@2883
0,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,7.80 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,0@9#1@2883
0,Eruption Imperial Red Ale,Worthy Brewing Co. .,American Amber / Red Ale,8.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,0@486#1@2883
0,Imperial Moustache Red Ale,Salty Nut Brewery,American Amber / Red Ale,6.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,0@2972#1@2883
0,Old Cascade Amber Ale,Roosterfish Brewing Co. .,American Amber / Red Ale,5.50 %,Central Coast Old Mission Amber Ale,Central Coast Brewing,Amber Ale,5.50 %,0@2086#1@490
0,Single Hop # 3 Amber Ale W / Citra,Three Palms Brewing Co. .,American Amber / Red Ale,6.80 %,Lancaster Hop Buggy Amber Ale,Lancaster Brewing Co. .,Amber Ale,5.60 %,0@2089#1@1038
0,Single Hop # 3 Amber Ale W / Citra,Three Palms Brewing Co. .,American Amber / Red Ale,6.80 %,Hill Farmstead Amarillo Single Hop Pale Ale,Hill Farmstead Brewery,American Pale Ale,5.20 %,0@2089#1@845
0,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,0@2156#1@1889
0,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,0@44#1@1889
0,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,0@1178#1@1889
1,Freedom Soho Red,Freedom Brewery Ltd,American Amber / Red Ale,4.70 %,Freedom Soho Red,Freedom,Amber Lager/Vienna,4.70 %,0@3210#1@1737
1,Heavyweight Ticklefight Champion Of The World,Solemn Oath Brewery,American Barleywine,12.00 %,Solemn Oath Heavyweight Ticklefight Champion of the World,Solemn Oath Brewery,Barley Wine,12 %,0@4286#1@2362
1,Neudorf Red Ale,Brasserie Bendorf,American Amber / Red Ale,-,Bendorf Neudorf Red Ale,Bendorf,Irish Ale,6 %,0@3758#1@2120
0,Arthur 's Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.90 %,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,7.50 %,0@1587#1@1911
0,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,7.50 %,0@2026#1@1911
0,Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,7.50 %,0@2934#1@1911
0,Red Dragon Imperial Red Ale,Dead Frog Brewing,American Amber / Red Ale,8.00 %,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,7.50 %,0@1226#1@1911
0,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,406 Imperial Red Ale,406 Brewing Company,American Strong Ale,9.20 %,0@487#1@646
0,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,406 Imperial Red Ale,406 Brewing Company,American Strong Ale,9.20 %,0@138#1@646
0,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,8.60 %,406 Imperial Red Ale,406 Brewing Company,American Strong Ale,9.20 %,0@1458#1@646
0,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Renegade Scarlett Letter Imperial Red Ale,Renegade Brewing Company,American Strong Ale,8.50 %,0@487#1@1414
0,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,8.60 %,Renegade Scarlett Letter Imperial Red Ale,Renegade Brewing Company,American Strong Ale,8.50 %,0@1458#1@1414
0,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Renegade Scarlett Letter Imperial Red Ale,Renegade Brewing Company,American Strong Ale,8.50 %,0@1178#1@1414
0,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,0@487#1@1635
0,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,0@138#1@1635
0,Red Dragon Smoked Amber Ale,Hoppy Brewing Co. .,American Amber / Red Ale,5.50 %,Baird Smoked Amber Ale,Baird Brewing Co. .,Smoked,-,0@1898#1@2085
0,Red Dragon Smoked Amber Ale,Hoppy Brewing Co. .,American Amber / Red Ale,5.50 %,Kilted Dragon Bonnie Heather Amber Ale,Kilted Dragon Brewing Company,Amber Ale,5 %,0@1898#1@1408
0,Mr. Grain Jeans Organic Amber Ale,Outpost Natural Foods,American Amber / Red Ale,5.50 %,Squatters Respect Your Mother Organic Amber Ale,Squatters Craft Beers,Amber Ale,4 %,0@2401#1@179
0,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Kettle House Bourbon Barrel Road Rash Imperial Red Ale,Kettle House Brewing Company,American Strong Ale,13 %,0@184#1@1428
0,Road Rash Red,Tandem Brewing Company,American Amber / Red Ale,6.00 %,Kettle House Bourbon Barrel Road Rash Imperial Red Ale,Kettle House Brewing Company,American Strong Ale,13 %,0@2770#1@1428
0,Pizza Orgasmica Amber Ale,Devil 's Canyon Brewing Company,American Amber / Red Ale,6.50 %,Pizza Port Acacia Amber Ale,Pizza Port &#40; Solana Beach &#41;,Belgian Ale,-,0@3417#1@1983
0,Iron Mike 's Amber Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,-,Railway City Iron Spike Amber Ale,Railway City Brewing Company,Amber Ale,4.60 %,0@1118#1@2812
0,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,7.80 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,0@9#1@2728
0,Port Chester Red Ale,Greenpoint Beerworks / Kelso of Brooklyn,American Amber / Red Ale,5.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,0@2209#1@2728
0,Starlord 's Mixtape / Groot Drank Imperial Red Ale,Charging Hippo Brewing Co. .,American Amber / Red Ale,8.20 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,0@3626#1@2728
0,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,8.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %,0@3813#1@2583
0,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,0@1621#1@1853
0,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Red Duck Amber Ale,Purrumbete Brewing,Amber Ale,4.80 %,0@1621#1@12
0,Eruption Imperial Red Ale,Worthy Brewing Co. .,American Amber / Red Ale,8.00 %,De Koninck TSTBRW 01 Imperial Red Ale,Brouwerij De Koninck &#40; Duvel-Moortgat &#41;,American Strong Ale,7.80 %,0@486#1@1106
0,The `` Ginger '' A Red Ale,Elk Street Brewery & Tap Room,American Amber / Red Ale,6.80 %,The Beer Company Wyatt Earp Red Ale,The Beer Company,Irish Ale,7 %,0@3248#1@1298
0,North 45 Amber Ale,Petoskey Brewing Company,American Amber / Red Ale,5.80 %,Thirsty Pagan North Coast Amber Ale,Thirsty Pagan Brewing,Amber Ale,-,0@736#1@316
1,Red 's On Vacation,Barley John 's Brew Pub,American Amber / Red Ale,5.44 %,Barley Johns Reds on Vacation,Barley Johns Brew Pub,Amber Ale,5.44 %,0@4003#1@2284
1,Old Cellar Dweller,Driftwood Brewery,American Barleywine,11.60 %,Driftwood Old Cellar Dweller Barleywine,Driftwood Brewery &#40; Canada &#41;,Barley Wine,14 %,0@4088#1@2351
0,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,0@2026#1@2582
0,Starfish Imperial Red Ale,Fish Brewing Company / Fishbowl Brewpub,American Amber / Red Ale,7.50 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %,0@403#1@2582
1,Sons Of Anarchy Amber Ale,Sudwerk Brewing Company,American Amber / Red Ale,4.70 %,Sudwerk Sons Of Anarchy Amber Ale,Sudwerk Brewing Company,Amber Ale,4.70 %,0@2606#1@1320
1,Eldred Rock Amber,Haines Brewing Company,American Amber / Red Ale,5.00 %,Haines Eldred Rock Amber,Haines Brewing Co. .,Amber Ale,5 %,0@1460#1@412
0,Blood On The Blade Red IPA,Backpocket Brewing,American Amber / Red Ale,7.00 %,Bacchus / Burrow Bloodhound Blood Red IPA,Bacchus Brewing Company &#40; Australia &#41;,India Pale Ale &#40; IPA &#41;,6 %,0@1281#1@704
1,My Hoppy Valentine,Excel Brewing Company,American Amber / Red Ale,6.50 %,Excel My Hoppy Valentine,Excel Brewing Company,Amber Ale,6.50 %,0@2362#1@1136
0,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,8.60 %,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79 %,0@1458#1@1679
0,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,9.70 %,0@1219#1@2463
0,Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %,Big Texan Texas Red Amber Ale,Big Texan Brewery,Amber Ale,4.50 %,0@1725#1@419
0,Big Horn Buttface Amber Ale,C.B. & Potts,American Amber / Red Ale,-,Big Texan Texas Red Amber Ale,Big Texan Brewery,Amber Ale,4.50 %,0@906#1@419
0,Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %,Heinzelmannchen Big Amber Gnome Ale,Heinzelmannchen Brewery,Amber Ale,8 %,0@1725#1@1376
0,Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %,Big Axe Maple Wheat Amber Ale,Big Axe Brewery and B & B,Amber Ale,5 %,0@1725#1@2244
0,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 %,Blue Star Apache Amber Ale,Blue Star Brewing Co. .,Amber Ale,-,0@2491#1@1260
0,Barrel Aged Imperial Red,Hale 's Ales Brewery & Pub,American Amber / Red Ale,9.00 %,Imperial Oak Barrel Aged Odin_s Beard,Imperial Oak Brewing,American Strong Ale,9 %,0@1661#1@351
0,Mountian Goat Rare Breed India Red Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,6.60 %,Hammond River Red Coat India Red Ale,Hammond River Brewing,Amber Ale,6.50 %,0@1436#1@1069
1,Belle Gueule Rousse,Brasseurs R.J.,American Amber / Red Ale,5.20 %,Belle Gueule Rousse,Brasseurs RJ,Amber Lager/Vienna,5.20 %,0@386#1@2204
0,Red Rock Amber Ale,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,6.00 %,Slanted Rock Iron Butt Red Ale,Slanted Rock Brewing Company,Amber Ale,5.80 %,0@167#1@635
1,Ise Kadoya Amber Ale,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,American Amber / Red Ale,4.50 %,Ise Kadoya Amarillo Amber Ale,Ise Kadoya,Amber Ale,-,0@2992#1@1590
0,Molly American Red Ale,New Helvetia Brewing Company,American Amber / Red Ale,5.00 %,Big Time Lift Ticket American Red Ale,Big Time Brewery,India Pale Ale &#40; IPA &#41;,7 %,0@1433#1@1261
0,Molly American Red Ale,New Helvetia Brewing Company,American Amber / Red Ale,5.00 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,0@1433#1@418
1,Barbarian Red Ale,CervecerÃa Barbarian,American Amber / Red Ale,6.50 %,Barbarian Red Ale,CervecerÃa Barbarian,Amber Ale,6.50 %,0@1456#1@409
0,Barrel Aged Series : Barley Wine,Parallel 49 Brewing Company,American Barleywine,11.80 %,Elevator Barrel Aged Barley Wine,Elevator Brewing Company,Barley Wine,-,0@4329#1@2416
0,Barrel Aged Series : Barley Wine,Parallel 49 Brewing Company,American Barleywine,11.80 %,Hangar 24 Barrel Roll No. 04 : Hammerhead - Barrel Aged Barley Wine,Hangar 24 Craft Brewery,Barley Wine,11.20 %,0@4329#1@2314
0,West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ),West Sixth Brewing Company,American Amber / Red Ale,13.00 %,Figueroa Mountain / Pizza Port Shark Lips Imperial Red Ale,Figueroa Mountain Brewing,American Strong Ale,8 %,0@491#1@1120
0,Shark Attack Double Red Ale,Port Brewing,American Amber / Red Ale,9.00 %,Midnight Sun Unite Double Red Hot Ale &#40; 2015 &#41;,Midnight Sun Brewing Company,Amber Ale,7.50 %,0@34#1@2048
0,Double Red Ale,The Seven Barrel Brewery,American Amber / Red Ale,8.20 %,Midnight Sun Unite Double Red Hot Ale &#40; 2015 &#41;,Midnight Sun Brewing Company,Amber Ale,7.50 %,0@1926#1@2048
0,Barrel Aged Riverside Red,Intuition Ale Works,American Amber / Red Ale,7.80 %,Blue Pants Big & Tall # 2 : Barrel Aged Belgian Red,Blue Pants Brewery,Amber Ale,9 %,0@2399#1@144
1,Oatmeal Amber Ale,Ornery Beer Company Public House,American Amber / Red Ale,5.70 %,John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,0@3802#1@2149
1,Vital Infrared Imperial Red,Vital Brewing,American Amber / Red Ale,9.40 %,Vital Infrared Imperial Red,Vital Brewing,American Strong Ale,9.40 %,0@3800#1@2146
1,Rip Saw Red,Pints Brewing Co. .,American Amber / Red Ale,6.50 %,Pints Rip Saw Red,Pints Brewing Company,Amber Ale,5.90 %,0@1648#1@571
0,Panama Limited Red Ale,Flossmoor Station Restaurant & Brewery,American Amber / Red Ale,-,Flossmoor Station Barrel Aged Panama Limited Red Ale,Flossmoor Station Restaurant & Brewery,Amber Ale,6.50 %,0@260#1@1174
0,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Iron Horse Fresh Hop Imperial Red Ale,Iron Horse Brewery,American Strong Ale,-,0@833#1@641
0,Starlord 's Mixtape / Groot Drank Imperial Red Ale,Charging Hippo Brewing Co. .,American Amber / Red Ale,8.20 %,Iron Horse Fresh Hop Imperial Red Ale,Iron Horse Brewery,American Strong Ale,-,0@3626#1@641
0,Phobos Single Hop Red Ale,Ecliptic Brewing,American Amber / Red Ale,7.40 %,Iron Horse Fresh Hop Imperial Red Ale,Iron Horse Brewery,American Strong Ale,-,0@3134#1@641
1,American Red Ale,Rock Art Brewery,American Amber / Red Ale,4.80 %,Americas American Red Ale,Americas Brewpub,Amber Ale,-,0@120#1@213
0,Morrisons American Red Ale,Titanic Brewery,American Amber / Red Ale,4.50 %,Americas American Red Ale,Americas Brewpub,Amber Ale,-,0@1604#1@213
0,Big Bully Amber Ale,Edge Brewing,American Amber / Red Ale,5.00 %,Big Time Atlas Amber Ale,Big Time Brewery,Amber Ale,5.40 %,0@3852#1@2875
0,Sequoia American Amber Ale,Wig And Pen,American Amber / Red Ale,5.90 %,Aarhus Cains Triple A American Amber Ale,Aarhus Bryghus,Amber Ale,5.50 %,0@2960#1@287
0,Sequoia American Amber Ale,Wig And Pen,American Amber / Red Ale,5.90 %,Canal Park General Sterling Price American Amber Ale - Centennial,Canal Park Brewing Company,Amber Ale,4.80 %,0@2960#1@1275
0,Weekender American Amber Ale,Stilt House Brewery,American Amber / Red Ale,5.20 %,Canal Park General Sterling Price American Amber Ale - Centennial,Canal Park Brewing Company,Amber Ale,4.80 %,0@3632#1@1275
0,Mad Anthony Muddy River Amber Ale,Mad Anthony Brewing Company,American Amber / Red Ale,-,Mad River Jamaica Red Ale,Mad River Brewery,Amber Ale,6.50 %,0@1289#1@2622
0,Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,Piney River McKinney Eddy Amber Ale,Piney River Brewing Company,Amber Ale,-,0@429#1@2636
0,Wasatch 50th Park City Golden Anniversary Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.00 %,Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,0@1647#1@2409
1,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,0@3035#1@1620
1,Dream Of The 90 's,Prohibition Pig,American Amber / Red Ale,6.10 %,Prohibition Pig Dream of the 90s,Prohibition Pig,Amber Ale,-,0@1914#1@793
1,Fullers Traitors ' Gate,Fuller Smith & Turner PLC,American Amber / Red Ale,4.50 %,Fuller_s Traitor_s Gate,Fuller_s,Bitter,4.50 %,0@2463#1@1206
1,Blarney Rock Irish Ale,Rockyard Brewing,American Amber / Red Ale,6.00 %,Rockyard Blarney Rock Irish Ale,Rockyard Brewing Company,Irish Ale,-,0@2289#1@1085
0,Aiken American Red Pale Ale,Aiken Brewing Company,American Amber / Red Ale,-,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,Blue Heron Brewpub,American Pale Ale,6.20 %,0@2724#1@1886
0,Aiken American Red Pale Ale,Aiken Brewing Company,American Amber / Red Ale,-,Wild Ride 3 Sisters American Red Ale,Wild Ride Brewing,Amber Ale,6 %,0@2724#1@1221
0,Big Bear Amber Ale,Stewart 's Brewing Co. .,American Amber / Red Ale,5.60 %,Big Horn Buttface Amber Ale,Big Horn Brewing Company &#40; Ram International &#41;,Amber Ale,5.80 %,0@1501#1@2750
0,Great Lakes Independence Ale,Great Lakes Brewing Co. .,American Amber / Red Ale,6.00 %,Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine &#40; Oak &#41;,Amsterdam Brewing Company,Barley Wine,10 %,0@284#1@2517
1,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.40 %,Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,0@2506#1@1242
0,Desert Island Series : American Honey Amber Ale,Heavy Seas Beer,American Amber / Red Ale,4.90 %,Granville Island Gastown Amber Ale,Granville Island &#40; Brewery - MolsonCoors &#41;,Amber Ale,5.50 %,0@1815#1@2654
0,Hurricane Alley Amber Ale,Florida Beer Company,American Amber / Red Ale,-,Charleville Tornado Alley Amber Ale,Charleville Vineyard & Microbrewery,Amber Ale,-,0@2780#1@1594
0,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Rusty Truck Stupiphany Imperial Red Ale,Rusty Truck Brewing / Roadhouse 101,American Strong Ale,8 %,0@1178#1@698
0,Red Headed Slut Amber Ale,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Baird Red Rose Amber Ale,Baird Brewing Co. .,California Common,5.40 %,0@3842#1@1281
0,Red Headed Slut Amber Ale,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Trailhead Red Amber Ale,Trailhead Brewing Co. .,Amber Ale,-,0@3842#1@2546
0,Frost Quake Bourbon Barrel Aged Barley Wine,Wellington County Brewery,American Barleywine,9.80 %,Hangar 24 Barrel Roll No. 04 : Hammerhead - Bourbon Barrel Aged with Chai Tea,Hangar 24 Craft Brewery,Barley Wine,13.90 %,0@4256#1@2491
0,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Legacy Bourbon Barrel Hedonism Red,Legacy Brewing,American Strong Ale,7.10 %,0@1218#1@2618
0,Rocky Mountain Red Ale,Grand Lake Brewing Company,American Amber / Red Ale,-,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,Amber Ale,6 %,0@589#1@1586
1,Boohai Red Ale,Crazy Mountain Brewing Company,American Amber / Red Ale,6.00 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,Amber Ale,6 %,0@294#1@1586
0,Alaskan Barley Wine ( Pilot Series ),Alaskan Brewing Co. .,American Barleywine,10.70 %,Hermit Thrush Abbey Series # 1 - Jolly Abbot Barley Wine,Hermit Thrush Brewery,Barley Wine,13 %,0@4030#1@2508
0,Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,9.00 %,Boxing Cat Firecracker Imperial Red Ale,Boxing Cat Brewery,Amber Ale,6.60 %,0@3478#1@1096
1,Fisherman 's Tea Party,Cape Ann Brewing Company,American Barleywine,9.00 %,Cape Ann Fisherman_s Tea Party,Cape Ann Brewing Company,Barley Wine,9 %,0@4157#1@2405
0,Kingpin Double Red Ale,BridgePort Brewing Co. / Brewpub,American Amber / Red Ale,7.50 %,Out of Bounds Relentless Double Red Ale,Out of Bounds Brewing Company,American Strong Ale,8.20 %,0@42#1@1025
0,Harold The Red Ale,Black Husky Brewing,American Amber / Red Ale,-,Off the Rail Raybuck Red Ale,Off the Rail Brewing,Amber Ale,6.40 %,0@543#1@2232
1,Insane Mane Red Ale,White Lion Brewing Company,American Amber / Red Ale,5.10 %,White Lion Insane Mane Red Ale,Ipswich Ale Brewery,Amber Ale,-,0@1157#1@155
0,Willoughby American Amber Ale,Willoughby Brewing,American Amber / Red Ale,4.90 %,Maldita Old Continent American Amber Ale,Faustino Microcervejeira,Amber Ale,6 %,0@3381#1@2275
0,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Revolution Barrel Aged Institutionalized Barley Wine,Revolution Brewing Company,Barley Wine,13 %,0@4083#1@2424
0,Pioneer American Red Ale,Pioneer Beer Company,American Amber / Red Ale,5.70 %,Fat Bottom Ruby Red American Ale,Fat Bottom Brewery,Amber Ale,4.60 %,0@3992#1@1681
0,Clifford The Big Red Ale,Books & Brews,American Amber / Red Ale,6.80 %,Big Choice Disconnected Red Ale,Big Choice Brewing,Amber Ale,6.70 %,0@1375#1@2610
1,Barrel Aged Chessie,Union Craft Brewing Company,American Barleywine,9.80 %,Union Craft Chessie Barleywine Barrel Aged,Union Craft Brewing Company,Barley Wine,9.80 %,0@4237#1@2466
1,Trail Ridge Red,Grand Lake Brewing Company,American Amber / Red Ale,7.50 %,Estes Park Trail Ridge Red,Estes Park Brewery,Bitter,4.50 %,0@781#1@2835
0,Alaskan Imperial Red Ale ( Pilot Series ),Alaskan Brewing Co. .,American Amber / Red Ale,8.50 %,Swamp Head Sciaenhops Imperial Red Ale,Swamp Head Brewery,American Strong Ale,8.30 %,0@99#1@1698
0,Alaskan Imperial Red Ale ( Pilot Series ),Alaskan Brewing Co. .,American Amber / Red Ale,8.50 %,BottleTree Imperial Red Ale,Thomas Creek Brewery,American Strong Ale,7.50 %,0@99#1@2139
1,Summer Session Ale,Elk Creek Cafe + Aleworks,American Amber / Red Ale,4.20 %,Aqula Summer Session Ale,Aqula,English Pale Ale,4.50 %,0@2722#1@1393
0,Jurassic Duck Amber Ale ( dry Hopped With Mosaic ),The Dodging Duck Brewhaus,American Amber / Red Ale,-,Nighthawk 16-Hour Dry Hopped Amber,Nighthawk Brewery,Amber Ale,6.70 %,0@2925#1@2208
0,O'Connor 's Irish Red Ale,Wormtown Brewery,American Amber / Red Ale,5.00 %,Loose Shoe SlÃ ¡ inte Irish Red Ale,Loose Shoe Brewing Company,Irish Ale,5.50 %,0@654#1@1892
0,Winter Seasonal Amber Ale,Dead Frog Brewing,American Amber / Red Ale,5.00 %,Brewsters Winter WARMer Amber Ale,Brewsters Brewing Co. - Alberta,Amber Ale,6 %,0@3445#1@369
0,Hawai'i Nui Sunset Amber Ale,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,5.45 %,Grand Canyon Sunset Amber Ale,Grand Canyon Brewing Company,Amber Ale,5 %,0@512#1@1356
1,Copperhead Amber Ale,Yalobusha Brewing Company,American Amber / Red Ale,5.65 %,Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,0@480#1@2576
1,Dark Horse Amber Ale,Dark Horse Brewing Company,American Amber / Red Ale,5.50 %,Dark Horse Amber Ale,Dark Horse Brewing Company,Amber Ale,5.50 %,0@61#1@2710
0,Red Emperor Amber Ale,Fish Rock Brewery,American Amber / Red Ale,4.50 %,Fox and Hound Red Fox Amber Ale,Anheuser-Busch InBev,Amber Ale,5.10 %,0@1664#1@1348
1,Strada S. Felice,Grado Plato,American Amber / Red Ale,8.00 %,Grado Plato Strada S. Felice,Birrificio Grado Plato,Spice/Herb/Vegetable,8 %,0@418#1@2441
0,Sea Spray Amber Ale,Bowen Island Brewing Co. Ltd. .,American Amber / Red Ale,5.00 %,Swashbuckler Red Sea Amber Ale,Swashbuckler Brewing Company,Amber Ale,-,0@1599#1@2975
0,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Swashbuckler Red Sea Amber Ale,Swashbuckler Brewing Company,Amber Ale,-,0@252#1@2975
