label,ltable_ele,ltable_label,ltable_lat,ltable_lon,ltable_ontology,rtable_ele,rtable_label,rtable_lat,rtable_lon,rtable_ontology,id
1,,Hermanus,-34.4167,19.25,http://dbpedia.org/,,Hermanus (South Africa),-34.4167,19.2333,http://data.nytimes.com/,2274#2273
0,,"Las Cruces, New Mexico",,,http://dbpedia.org/,,Hermanus (South Africa),-34.4167,19.2333,http://data.nytimes.com/,4956#2273
1,,Hermanus,-34.4167,19.2333,http://sws.geonames.org/,,Hermanus,-34.4167,19.25,http://dbpedia.org/,6493#2274
0,,wellington,-41.2889,174.77700000000004,http://rdf.freebase.com/,,Hermanus,-34.4167,19.25,http://dbpedia.org/,1240#2274
0,,Madrid,40.4,-3.68333,http://dbpedia.org/,,Hermanus,-34.4167,19.25,http://dbpedia.org/,5831#2274
0,,Antigua (Guatemala),14.5611,-90.7344,http://data.nytimes.com/,,Hermanus,-34.4167,19.25,http://dbpedia.org/,1408#2274
1,,Stellenbosch,-33.9333,18.85,http://sws.geonames.org/,,stellenbosch western cape,-33.92,18.86,http://rdf.freebase.com/,6680#3710
1,,Stellenbosch,-33.92,18.86,http://dbpedia.org/,,stellenbosch western cape,-33.92,18.86,http://rdf.freebase.com/,39#3710
0,,Pattaya,12.9275,100.875,http://dbpedia.org/,,stellenbosch western cape,-33.92,18.86,http://rdf.freebase.com/,5668#3710
0,,Stellenbosch,-33.9333,18.85,http://sws.geonames.org/,,uppsala,59.8586,17.6389,http://rdf.freebase.com/,6680#3702
1,,Uppsala,59.85,17.6333,http://dbpedia.org/,,uppsala,59.8586,17.6389,http://rdf.freebase.com/,7381#3702
0,,Stellenbosch,-33.9333,18.85,http://sws.geonames.org/,,marathon florida,24.7133,-81.0906,http://rdf.freebase.com/,6680#1320
0,,Stellenbosch,-33.9333,18.85,http://sws.geonames.org/,,Long Beach,33.767,-118.189,http://sws.geonames.org/,6680#503
0,,"Homer, Alaska",,,http://dbpedia.org/,,Long Beach,33.767,-118.189,http://sws.geonames.org/,7317#503
1,,"Long Beach, California",,,http://dbpedia.org/,,Long Beach,33.767,-118.189,http://sws.geonames.org/,4152#503
1,,long beach,33.7669,-118.188,http://rdf.freebase.com/,,Long Beach,33.767,-118.189,http://sws.geonames.org/,5284#503
0,,Stellenbosch,-33.9333,18.85,http://sws.geonames.org/,,Courchevel,45.3974,6.63488,http://dbpedia.org/,6680#7241
1,,courchevel,45.415,6.6339,http://rdf.freebase.com/,,Courchevel,45.3974,6.63488,http://dbpedia.org/,1413#7241
1,,San Antonio,29.4241,-98.4936,http://sws.geonames.org/,,San Antonio (Tex),29.4241,-98.4936,http://data.nytimes.com/,940#939
1,,San Antonio,29.4241,-98.4936,http://sws.geonames.org/,,San Antonio,29.4167,-98.5,http://dbpedia.org/,940#3519
1,,san antonio,29.4239,-98.4933,http://rdf.freebase.com/,,San Antonio,29.4167,-98.5,http://dbpedia.org/,1947#3519
0,,Hong Kong,22.2783,114.159,http://dbpedia.org/,,Chernobyl,51.2667,30.2333,http://sws.geonames.org/,6913#4754
1,,Chernobyl (Ukraine),51.2667,30.2333,http://data.nytimes.com/,,Chernobyl,51.2667,30.2333,http://sws.geonames.org/,4753#4754
1,,Chernobyl,51.2722,30.2242,http://dbpedia.org/,,Chernobyl,51.2667,30.2333,http://sws.geonames.org/,5937#4754
0,,Montecito,34.4367,-119.632,http://sws.geonames.org/,,Chernobyl,51.2667,30.2333,http://sws.geonames.org/,892#4754
0,,Hong Kong,22.2783,114.159,http://dbpedia.org/,,Saratoga Springs (NY),43.0831,-73.7846,http://data.nytimes.com/,6913#4166
0,,madrid,40.4,-3.6833,http://rdf.freebase.com/,,Saratoga Springs (NY),43.0831,-73.7846,http://data.nytimes.com/,2139#4166
1,,Saratoga Springs,43.0831,-73.7846,http://sws.geonames.org/,,Saratoga Springs (NY),43.0831,-73.7846,http://data.nytimes.com/,5645#4166
1,,saratoga springs,43.0831,-73.785,http://rdf.freebase.com/,,Saratoga Springs (NY),43.0831,-73.7846,http://data.nytimes.com/,4167#4166
0,,garment district manhattan,40.7535,-73.9888,http://rdf.freebase.com/,,Baden-Baden,48.75,8.25,http://sws.geonames.org/,5436#4056
1,,Baden-Baden (Germany),48.75,8.25,http://data.nytimes.com/,,Baden-Baden,48.75,8.25,http://sws.geonames.org/,1969#4056
0,,garment district manhattan,40.7535,-73.9888,http://rdf.freebase.com/,,Siem Reap,13.3667,103.85,http://sws.geonames.org/,5436#4310
0,,Calcutta (India),22.5697,88.3697,http://data.nytimes.com/,,Siem Reap,13.3667,103.85,http://sws.geonames.org/,796#4310
1,,donostia,43.32,-1.98,http://rdf.freebase.com/,,San Sebastian,43.3128,-1.97499,http://sws.geonames.org/,4231#2188
1,,San Sebastian,,,http://dbpedia.org/,,San Sebastian,43.3128,-1.97499,http://sws.geonames.org/,4788#2188
0,,donostia,43.32,-1.98,http://rdf.freebase.com/,,Curitiba,-25.4278,-49.2731,http://sws.geonames.org/,4231#4750
1,,Luang Prabang,19.8856,102.135,http://sws.geonames.org/,,Luang Prabang,19.8833,102.133,http://dbpedia.org/,7531#6615
0,,nelson canada,49.5,-117.283,http://rdf.freebase.com/,,Luang Prabang,19.8833,102.133,http://dbpedia.org/,6164#6615
1,,Luang Prabang (Laos),19.8856,102.135,http://data.nytimes.com/,,Luang Prabang,19.8833,102.133,http://dbpedia.org/,3950#6615
1,,luang prabang,19.8833,102.133,http://rdf.freebase.com/,,Luang Prabang,19.8833,102.133,http://dbpedia.org/,3951#6615
0,,Luang Prabang,19.8856,102.135,http://sws.geonames.org/,,Madison (Conn),41.2795,-72.5984,http://data.nytimes.com/,7531#2117
0,,Luang Prabang,19.8856,102.135,http://sws.geonames.org/,,mendocino,39.3078,-123.798,http://rdf.freebase.com/,7531#2455
0,,Innsbruck,47.2627,11.3945,http://sws.geonames.org/,,mendocino,39.3078,-123.798,http://rdf.freebase.com/,6067#2455
1,,Mendocino (Calif),39.3077,-123.799,http://data.nytimes.com/,,mendocino,39.3078,-123.798,http://rdf.freebase.com/,2454#2455
1,,Leavenworth,47.5962,-120.661,http://sws.geonames.org/,,Leavenworth (Wash),47.5962,-120.661,http://data.nytimes.com/,7373#421
1,,leavenworth washington,47.5964,-120.66,http://rdf.freebase.com/,,Leavenworth (Wash),47.5962,-120.661,http://data.nytimes.com/,5637#421
0,,Malaga,,,http://dbpedia.org/,,Mendoza (Argentina),-32.8833,-68.8167,http://data.nytimes.com/,4563#3541
0,,Malaga,,,http://dbpedia.org/,,St Petersburg (Russia),59.8944,30.2642,http://data.nytimes.com/,4563#1207
1,,Malaga,,,http://dbpedia.org/,,Málaga,36.7202,-4.42034,http://sws.geonames.org/,4563#6919
1,,Malaga (Spain),36.7202,-4.42034,http://data.nytimes.com/,,Málaga,36.7202,-4.42034,http://sws.geonames.org/,4562#6919
1,,Malaga,,,http://dbpedia.org/,,malaga,36.7167,-4.41667,http://rdf.freebase.com/,4563#7415
0,,"Granada, Nicaragua",,,http://dbpedia.org/,,malaga,36.7167,-4.41667,http://rdf.freebase.com/,1829#7415
0,,pyongyang,39.0333,125.75,http://rdf.freebase.com/,,malaga,36.7167,-4.41667,http://rdf.freebase.com/,4987#7415
0,,Taormina,37.85,15.3,http://dbpedia.org/,,malaga,36.7167,-4.41667,http://rdf.freebase.com/,3781#7415
1,,Málaga,36.7202,-4.42034,http://sws.geonames.org/,,malaga,36.7167,-4.41667,http://rdf.freebase.com/,6919#7415
1,,Malaga (Spain),36.7202,-4.42034,http://data.nytimes.com/,,malaga,36.7167,-4.41667,http://rdf.freebase.com/,4562#7415
1,,Hong Kong,22.2855,114.158,http://sws.geonames.org/,,Hong Kong,22.284,114.15,http://data.nytimes.com/,2628#1797
0,,Hong Kong,22.2855,114.158,http://sws.geonames.org/,,Kuala Lumpur,3.1412,101.687,http://sws.geonames.org/,2628#757
1,,kuala lumpur,3.15972,101.7,http://rdf.freebase.com/,,Kuala Lumpur,3.1412,101.687,http://sws.geonames.org/,6754#757
1,,Kuala Lumpur,3.1475,101.693,http://dbpedia.org/,,Kuala Lumpur,3.1412,101.687,http://sws.geonames.org/,5546#757
1,,Portsmouth (NH),43.0718,-70.7626,http://data.nytimes.com/,,portsmouth new hampshire,43.0717,-70.7631,http://rdf.freebase.com/,2810#2811
0,,hiroshima,34.3987,132.476,http://rdf.freebase.com/,,portsmouth new hampshire,43.0717,-70.7631,http://rdf.freebase.com/,5797#2811
0,,Portsmouth (NH),43.0718,-70.7626,http://data.nytimes.com/,,Niagara-on-the-Lake,43.2553,-79.0717,http://dbpedia.org/,2810#574
1,,Portsmouth (NH),43.0718,-70.7626,http://data.nytimes.com/,,Portsmouth,43.0718,-70.7626,http://sws.geonames.org/,2810#6115
0,,roosevelt,40.6786,-73.5894,http://rdf.freebase.com/,,Portsmouth,43.0718,-70.7626,http://sws.geonames.org/,3411#6115
1,,Dijon,47.2906,5.04139,http://dbpedia.org/,,Dijon (France),47.3167,5.01667,http://data.nytimes.com/,7495#4805
1,,Dijon,47.3167,5.01667,http://sws.geonames.org/,,Dijon (France),47.3167,5.01667,http://data.nytimes.com/,6304#4805
1,,Dijon,47.2906,5.04139,http://dbpedia.org/,,dijon,47.3239,5.0427800000000005,http://rdf.freebase.com/,7495#4806
1,,Dijon,47.3167,5.01667,http://sws.geonames.org/,,dijon,47.3239,5.0427800000000005,http://rdf.freebase.com/,6304#4806
0,,pawling,41.5619,-73.6031,http://rdf.freebase.com/,,dijon,47.3239,5.0427800000000005,http://rdf.freebase.com/,6641#4806
0,,"Cleveland, Ohio",,,http://dbpedia.org/,,Sydney,-33.86,151.211,http://dbpedia.org/,2885#3389
0,,Cologne,50.95,6.96667,http://dbpedia.org/,,Sydney,-33.86,151.211,http://dbpedia.org/,1521#3389
0,,Sarasota,27.3364,-82.5307,http://sws.geonames.org/,,Sydney,-33.86,151.211,http://dbpedia.org/,6063#3389
0,,Ghent,51.05,3.71667,http://sws.geonames.org/,,Dunedin (New Zealand),-45.8742,170.50400000000005,http://data.nytimes.com/,1977#4062
1,,Dunedin,-45.8742,170.50400000000005,http://sws.geonames.org/,,Dunedin (New Zealand),-45.8742,170.50400000000005,http://data.nytimes.com/,7532#4062
1,,Dunedin,-45.8667,170.5,http://dbpedia.org/,,Dunedin (New Zealand),-45.8742,170.50400000000005,http://data.nytimes.com/,5547#4062
0,,Berlin,52.5006,13.3989,http://dbpedia.org/,,Dunedin (New Zealand),-45.8742,170.50400000000005,http://data.nytimes.com/,3381#4062
0,,Ayodhya (India),26.8,82.2,http://data.nytimes.com/,,Key West,24.5546,-81.7915,http://sws.geonames.org/,140#7199
1,,key west,24.5553,-81.7828,http://rdf.freebase.com/,,Key West,24.5546,-81.7915,http://sws.geonames.org/,4233#7199
1,,Ayodhya (India),26.8,82.2,http://data.nytimes.com/,,ayodhya,26.8,82.2,http://rdf.freebase.com/,140#5030
1,,Ayodhya,26.8,82.2,http://sws.geonames.org/,,ayodhya,26.8,82.2,http://rdf.freebase.com/,1864#5030
0,,Freeport (Me),43.857,-70.1031,http://data.nytimes.com/,,Ashgabat,37.9333,58.3667,http://dbpedia.org/,3304#4953
0,,Tokyo,35.6149,139.58100000000002,http://sws.geonames.org/,,Guimaraes (Portugal),41.45,-8.3,http://data.nytimes.com/,2923#610
0,,ras al-khaimah,25.783333,55.95,http://rdf.freebase.com/,,Guimaraes (Portugal),41.45,-8.3,http://data.nytimes.com/,5758#610
0,,Kyoto (Japan),35.0211,135.754,http://data.nytimes.com/,,Guimaraes (Portugal),41.45,-8.3,http://data.nytimes.com/,1962#610
0,,Tokyo,35.6149,139.58100000000002,http://sws.geonames.org/,,Estoril (Portugal),38.7057,-9.39773,http://data.nytimes.com/,2923#1451
1,,Estoril,38.7061,-9.39778,http://dbpedia.org/,,Estoril (Portugal),38.7057,-9.39773,http://data.nytimes.com/,3172#1451
0,,Baden-Baden (Germany),48.75,8.25,http://data.nytimes.com/,,Estoril (Portugal),38.7057,-9.39773,http://data.nytimes.com/,1969#1451
0,,Tokyo,35.6149,139.58100000000002,http://sws.geonames.org/,,Missoula (Mont),46.8721,-113.994,http://data.nytimes.com/,2923#1052
1,,"Missoula, Montana",,,http://dbpedia.org/,,Missoula (Mont),46.8721,-113.994,http://data.nytimes.com/,1053#1052
1,,lahinch,52.9315,-9.34662,http://rdf.freebase.com/,,Lahinch (Ireland),52.9367,-9.34528,http://data.nytimes.com/,4550#4549
0,,catano puerto rico,18.4414,-66.1183,http://rdf.freebase.com/,,Lahinch (Ireland),52.9367,-9.34528,http://data.nytimes.com/,3745#4549
0,,Zagreb,45.8144,15.978,http://sws.geonames.org/,,Lahinch (Ireland),52.9367,-9.34528,http://data.nytimes.com/,6854#4549
1,,Lehinch,52.9367,-9.34528,http://sws.geonames.org/,,Lahinch (Ireland),52.9367,-9.34528,http://data.nytimes.com/,5298#4549
0,,lahinch,52.9315,-9.34662,http://rdf.freebase.com/,,Acapulco,16.8636,-99.8825,http://dbpedia.org/,4550#323
1,,Acapulco (Mexico),16.8634,-99.8901,http://data.nytimes.com/,,Acapulco,16.8636,-99.8825,http://dbpedia.org/,322#323
1,,Acapulco,16.8634,-99.8901,http://sws.geonames.org/,,Acapulco,16.8636,-99.8825,http://dbpedia.org/,372#323
0,,Santiago de Compostela,42.8804,-8.5463,http://dbpedia.org/,,Lausanne,46.5198,6.6335,http://dbpedia.org/,6504#5330
1,,Lausanne,46.51600000000001,6.63282,http://sws.geonames.org/,,Lausanne,46.5198,6.6335,http://dbpedia.org/,4470#5330
0,,Hanau (Germany),50.1333,8.91667,http://data.nytimes.com/,,Lausanne,46.5198,6.6335,http://dbpedia.org/,3764#5330
0,,Split,43.5089,16.4392,http://sws.geonames.org/,,Lausanne,46.5198,6.6335,http://dbpedia.org/,15#5330
1,,Lausanne (Switzerland),46.51600000000001,6.63282,http://data.nytimes.com/,,Lausanne,46.5198,6.6335,http://dbpedia.org/,4469#5330
0,,Santiago de Compostela,42.8804,-8.5463,http://dbpedia.org/,,Beverley,53.845,-0.4270000000000001,http://dbpedia.org/,6504#5277
1,,Beverley,53.8459,-0.423317,http://sws.geonames.org/,,Beverley,53.845,-0.4270000000000001,http://dbpedia.org/,5704#5277
0,,Passaic (NJ),40.8568,-74.1285,http://data.nytimes.com/,,Beverley,53.845,-0.4270000000000001,http://dbpedia.org/,652#5277
0,,Khartoum (Sudan),15.5881,32.5342,http://data.nytimes.com/,,Beverley,53.845,-0.4270000000000001,http://dbpedia.org/,5018#5277
1,,beverley,53.845,-0.4270000000000001,http://rdf.freebase.com/,,Beverley,53.845,-0.4270000000000001,http://dbpedia.org/,5477#5277
0,,"Garment District, Manhattan",,,http://dbpedia.org/,,Perugia,43.0967,12.3829,http://sws.geonames.org/,1610#5230
0,,Olinda,-8.0,-34.8833,http://dbpedia.org/,,New Bedford,41.6362,-70.9342,http://sws.geonames.org/,6573#7221
1,,"New Bedford, Massachusetts",,,http://dbpedia.org/,,New Bedford,41.6362,-70.9342,http://sws.geonames.org/,4374#7221
0,,Olinda,-8.0,-34.8833,http://dbpedia.org/,,Salzburg,47.8,13.0333,http://dbpedia.org/,6573#2487
0,,Vladivostok,43.1056,131.874,http://sws.geonames.org/,,Salzburg,47.8,13.0333,http://dbpedia.org/,6922#2487
1,,Salzburg (Austria),47.7994,13.044,http://data.nytimes.com/,,Salzburg,47.8,13.0333,http://dbpedia.org/,2486#2487
0,,queenstown,-45.0428,168.645,http://rdf.freebase.com/,,giverny,49.0769,1.53,http://rdf.freebase.com/,6275#2969
0,,dakar,14.6962,-17.4442,http://rdf.freebase.com/,,giverny,49.0769,1.53,http://rdf.freebase.com/,753#2969
1,,Giverny (France),49.0667,1.53333,http://data.nytimes.com/,,giverny,49.0769,1.53,http://rdf.freebase.com/,1816#2969
0,,Göreme,38.6486,34.8639,http://sws.geonames.org/,,giverny,49.0769,1.53,http://rdf.freebase.com/,3967#2969
0,,queenstown,-45.0428,168.645,http://rdf.freebase.com/,,Rehoboth Beach,38.7209,-75.07600000000002,http://sws.geonames.org/,6275#5512
0,,kabul,34.5333,69.1667,http://rdf.freebase.com/,,Rehoboth Beach,38.7209,-75.07600000000002,http://sws.geonames.org/,6970#5512
0,,queenstown,-45.0428,168.645,http://rdf.freebase.com/,,Lagos,6.45306,3.39583,http://dbpedia.org/,6275#3427
1,,Lagos,6.45306,3.39583,http://sws.geonames.org/,,Lagos,6.45306,3.39583,http://dbpedia.org/,342#3427
1,,lagos,6.45,3.3833300000000004,http://rdf.freebase.com/,,Lagos,6.45306,3.39583,http://dbpedia.org/,4502#3427
0,,Provincetown (Mass),42.0584,-70.1786,http://data.nytimes.com/,,Lagos,6.45306,3.39583,http://dbpedia.org/,1228#3427
0,,Hell's Kitchen,40.7573,-73.9954,http://sws.geonames.org/,,Lagos,6.45306,3.39583,http://dbpedia.org/,3640#3427
1,,Sago,38.9143,-80.2301,http://sws.geonames.org/,,Sago (West Va),38.9143,-80.2301,http://data.nytimes.com/,2663#536
1,,"Sago, West Virginia",,,http://dbpedia.org/,,Sago (West Va),38.9143,-80.2301,http://data.nytimes.com/,6112#536
0,,Sago,38.9143,-80.2301,http://sws.geonames.org/,,Lucerne,47.0505,8.30635,http://sws.geonames.org/,2663#7020
0,,Sago,38.9143,-80.2301,http://sws.geonames.org/,,Palenque (Mexico),17.5167,-91.9667,http://data.nytimes.com/,2663#150
1,,Palenque/Temp,17.5167,-91.9667,http://sws.geonames.org/,,Palenque (Mexico),17.5167,-91.9667,http://data.nytimes.com/,6658#150
1,,Sago,38.9143,-80.2301,http://sws.geonames.org/,,sago west virginia,38.9143,-80.2301,http://rdf.freebase.com/,2663#537
0,,Scottsdale (Ariz),33.5092,-111.899,http://data.nytimes.com/,,sago west virginia,38.9143,-80.2301,http://rdf.freebase.com/,595#537
0,,Turin,45.0667,7.7,http://dbpedia.org/,,sago west virginia,38.9143,-80.2301,http://rdf.freebase.com/,5191#537
1,,Autun,46.95,4.3,http://sws.geonames.org/,,Autun,46.9517,4.29944,http://dbpedia.org/,7176#4069
0,,jena louisiana,31.69,-92.1247,http://rdf.freebase.com/,,Autun,46.9517,4.29944,http://dbpedia.org/,1014#4069
0,,Autun,46.95,4.3,http://sws.geonames.org/,,Hobart,-42.9167,147.333,http://sws.geonames.org/,7176#4042
1,,hobart,-42.8806,147.325,http://rdf.freebase.com/,,Hobart,-42.9167,147.333,http://sws.geonames.org/,4236#4042
0,,noho,40.72863,-73.99253,http://rdf.freebase.com/,,Hobart,-42.9167,147.333,http://sws.geonames.org/,7120#4042
0,,Dakar (Senegal),14.6951,-17.4439,http://data.nytimes.com/,,Damascus (Syria),33.5,36.3,http://data.nytimes.com/,752#142
1,,Damascus,33.5102,36.2913,http://sws.geonames.org/,,Damascus (Syria),33.5,36.3,http://data.nytimes.com/,143#142
0,,Seneca Falls,42.9106,-76.7966,http://sws.geonames.org/,,Damascus (Syria),33.5,36.3,http://data.nytimes.com/,6335#142
1,,milford connecticut,41.2222,-73.0569,http://rdf.freebase.com/,,"Milford, Connecticut",,,http://dbpedia.org/,7257#5158
0,,cabarete,19.7511,-70.4083,http://rdf.freebase.com/,,"Milford, Connecticut",,,http://dbpedia.org/,657#5158
1,,Key West,24.5546,-81.7915,http://sws.geonames.org/,,"Key West, Florida",,,http://dbpedia.org/,7199#6320
1,,key west,24.5553,-81.7828,http://rdf.freebase.com/,,"Key West, Florida",,,http://dbpedia.org/,4233#6320
1,,Brasilia (Brazil),-15.7797,-47.9297,http://data.nytimes.com/,,Brasília,-15.7797,-47.9297,http://sws.geonames.org/,5485#5486
1,1172.0,brasilia,-15.781,-47.9196,http://rdf.freebase.com/,,Brasília,-15.7797,-47.9297,http://sws.geonames.org/,6886#5486
1,,Brasilia (Brazil),-15.7797,-47.9297,http://data.nytimes.com/,,Brasilia,,,http://dbpedia.org/,5485#5726
1,1172.0,brasilia,-15.781,-47.9196,http://rdf.freebase.com/,,Brasilia,,,http://dbpedia.org/,6886#5726
1,,Brasília,-15.7797,-47.9297,http://sws.geonames.org/,,Brasilia,,,http://dbpedia.org/,5486#5726
0,,crown heights brooklyn,40.6631,-73.9447,http://rdf.freebase.com/,,cadiz,36.5167,-6.28333,http://rdf.freebase.com/,481#4674
1,,Cadiz (Spain),36.5336,-6.29944,http://data.nytimes.com/,,cadiz,36.5167,-6.28333,http://rdf.freebase.com/,1066#4674
1,,Marrakesh (Morocco),31.63,-8.0,http://data.nytimes.com/,,marrakech,31.6353,-8.00028,http://rdf.freebase.com/,3287#3856
0,,"New Milford, Connecticut",,,http://dbpedia.org/,,marrakech,31.6353,-8.00028,http://rdf.freebase.com/,3731#3856
1,,Marrakech,31.6333,-8.0,http://dbpedia.org/,,marrakech,31.6353,-8.00028,http://rdf.freebase.com/,5506#3856
0,,Kitzbuhel,,,http://dbpedia.org/,,marrakech,31.6353,-8.00028,http://rdf.freebase.com/,7097#3856
1,,"Morningside Heights, Manhattan",,,http://dbpedia.org/,,Morningside Heights,40.81,-73.9625,http://sws.geonames.org/,5204#7285
0,,memphis tennessee,35.1494,-90.0489,http://rdf.freebase.com/,,Morningside Heights,40.81,-73.9625,http://sws.geonames.org/,4638#7285
0,,queens,40.7143,-73.8204,http://rdf.freebase.com/,,Morningside Heights,40.81,-73.9625,http://sws.geonames.org/,6029#7285
0,,"Naples, Florida",,,http://dbpedia.org/,,Morningside Heights,40.81,-73.9625,http://sws.geonames.org/,5141#7285
1,,"Morningside Heights, Manhattan",,,http://dbpedia.org/,,Morningside Heights (NYC),40.81,-73.9625,http://data.nytimes.com/,5204#5203
0,,San Sebastian (Spain),43.3128,-1.97499,http://data.nytimes.com/,,Morningside Heights (NYC),40.81,-73.9625,http://data.nytimes.com/,2187#5203
1,,Morningside Heights,40.81,-73.9625,http://sws.geonames.org/,,Morningside Heights (NYC),40.81,-73.9625,http://data.nytimes.com/,7285#5203
1,,"Valencia, Spain",,,http://dbpedia.org/,,Valencia (Spain),39.4698,-0.377387,http://data.nytimes.com/,4255#4254
0,,santa barbara,34.4208,-119.697,http://rdf.freebase.com/,,Valencia (Spain),39.4698,-0.377387,http://data.nytimes.com/,1336#4254
0,,Lake Louise (Canada),51.4167,-116.235,http://data.nytimes.com/,,Valencia (Spain),39.4698,-0.377387,http://data.nytimes.com/,122#4254
1,,valencia,39.4767,-0.374444,http://rdf.freebase.com/,,Valencia (Spain),39.4698,-0.377387,http://data.nytimes.com/,6794#4254
1,,Valencia,39.4698,-0.377387,http://sws.geonames.org/,,Valencia (Spain),39.4698,-0.377387,http://data.nytimes.com/,7231#4254
0,,"Valencia, Spain",,,http://dbpedia.org/,,"Jamesport, New York",,,http://dbpedia.org/,4255#6917
1,,Jamesport (NY),40.9495,-72.5815,http://data.nytimes.com/,,"Jamesport, New York",,,http://dbpedia.org/,6864#6917
1,,santo domingo,18.4833,-69.9167,http://rdf.freebase.com/,,Santo Domingo,18.5,-69.9833,http://dbpedia.org/,5032#4108
0,,Myrtle Beach (SC),33.6891,-78.8867,http://data.nytimes.com/,,Santo Domingo,18.5,-69.9833,http://dbpedia.org/,1629#4108
0,,Bayreuth,49.9481,11.5783,http://sws.geonames.org/,,Santo Domingo,18.5,-69.9833,http://dbpedia.org/,6603#4108
1,,santo domingo,18.4833,-69.9167,http://rdf.freebase.com/,,Santo Domingo (Dominican Republic),18.4667,-69.9,http://data.nytimes.com/,5032#4107
1,,Essaouira,31.5131,-9.76972,http://dbpedia.org/,,essaouira,31.5131,-9.7697,http://rdf.freebase.com/,6894#7267
0,,Essaouira,31.5131,-9.76972,http://dbpedia.org/,,Nashville,36.1659,-86.7844,http://sws.geonames.org/,6894#3246
0,,Essaouira,31.5131,-9.76972,http://dbpedia.org/,,Hay-on-wye,52.0705,-3.12741,http://sws.geonames.org/,6894#7218
1,,hay-on-wye,52.08,-3.13,http://rdf.freebase.com/,,Hay-on-wye,52.0705,-3.12741,http://sws.geonames.org/,2597#7218
0,,Kansas City (Kan),39.1142,-94.6275,http://data.nytimes.com/,,Hay-on-wye,52.0705,-3.12741,http://sws.geonames.org/,4768#7218
0,,Soweto,-26.2667,27.8667,http://sws.geonames.org/,,Hay-on-wye,52.0705,-3.12741,http://sws.geonames.org/,856#7218
1,,Essaouira,31.5131,-9.76972,http://dbpedia.org/,,Essaouira (Morocco),31.51,-9.76,http://data.nytimes.com/,6894#6642
1,,essaouira,31.5131,-9.7697,http://rdf.freebase.com/,,Essaouira (Morocco),31.51,-9.76,http://data.nytimes.com/,7267#6642
0,,Klosterneuburg (Austria),48.3052,16.3252,http://data.nytimes.com/,,Essaouira (Morocco),31.51,-9.76,http://data.nytimes.com/,1679#6642
0,,scituate,42.1958,-70.7264,http://rdf.freebase.com/,,Porto,41.15,-8.61667,http://sws.geonames.org/,273#2933
1,,Oporto (Portugal),41.15,-8.61667,http://data.nytimes.com/,,Porto,41.15,-8.61667,http://sws.geonames.org/,262#2933
0,,tours,47.38,0.69,http://rdf.freebase.com/,,Porto,41.15,-8.61667,http://sws.geonames.org/,1183#2933
1,,scituate,42.1958,-70.7264,http://rdf.freebase.com/,,"Scituate, Massachusetts",,,http://dbpedia.org/,273#7504
1,,Scituate (Mass),42.1959,-70.7259,http://data.nytimes.com/,,"Scituate, Massachusetts",,,http://dbpedia.org/,272#7504
1,,Scituate,42.1959,-70.7259,http://sws.geonames.org/,,"Scituate, Massachusetts",,,http://dbpedia.org/,6157#7504
1,,agra,27.1833,78.0167,http://rdf.freebase.com/,,Agra (India),27.1833,78.0167,http://data.nytimes.com/,7195#3069
0,,agra,27.1833,78.0167,http://rdf.freebase.com/,116.75,belgrade,44.8206,20.4622,http://rdf.freebase.com/,7195#1433
1,,Belgrade (Serbia),44.8186,20.4681,http://data.nytimes.com/,116.75,belgrade,44.8206,20.4622,http://rdf.freebase.com/,1432#1433
1,,Belgrade,44.804,20.4651,http://sws.geonames.org/,116.75,belgrade,44.8206,20.4622,http://rdf.freebase.com/,3499#1433
0,,diamond district manhattan,40.7568,-73.9789,http://rdf.freebase.com/,,Basel (Switzerland),47.5667,7.6,http://data.nytimes.com/,7010#5857
1,,Basel,47.5667,7.6,http://dbpedia.org/,,Basel (Switzerland),47.5667,7.6,http://data.nytimes.com/,5858#5857
0,,brooklyn heights brooklyn,40.6998,-73.9939,http://rdf.freebase.com/,,Basel (Switzerland),47.5667,7.6,http://data.nytimes.com/,3965#5857
0,,montauk,41.0358,-71.955,http://rdf.freebase.com/,,Basel (Switzerland),47.5667,7.6,http://data.nytimes.com/,1187#5857
1,,diamond district manhattan,40.7568,-73.9789,http://rdf.freebase.com/,,Diamond District (NYC),40.7566,-73.9786,http://data.nytimes.com/,7010#2952
1,,diamond district manhattan,40.7568,-73.9789,http://rdf.freebase.com/,,Diamond District,40.7575,-73.9806,http://dbpedia.org/,7010#2953
1,,Diamond District,40.7566,-73.9786,http://sws.geonames.org/,,Diamond District,40.7575,-73.9806,http://dbpedia.org/,3896#2953
0,,diamond district manhattan,40.7568,-73.9789,http://rdf.freebase.com/,,la paz,-16.4942,-68.1475,http://rdf.freebase.com/,7010#6974
1,,La Paz,-16.5,-68.15,http://sws.geonames.org/,,la paz,-16.4942,-68.1475,http://rdf.freebase.com/,2692#6974
0,,Kunming (China),25.0389,102.718,http://data.nytimes.com/,,la paz,-16.4942,-68.1475,http://rdf.freebase.com/,1987#6974
0,,Alice Springs (Australia),-23.7,133.88299999999998,http://data.nytimes.com/,,Bangalore,12.9762,77.6033,http://sws.geonames.org/,343#6895
0,,"San German, Puerto Rico",,,http://dbpedia.org/,,Bangalore,12.9762,77.6033,http://sws.geonames.org/,4715#6895
