id,label,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released
415,1,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ one point two nine,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,three minutes and thirty seconds,24-Feb-15,Take ÌÏ There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ one point two nine,2012 Knight Skreams,three minutes and thirty seconds,"February 24 , 2015"
223,1,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ]",Nicky Jam,Nicky Jam Hits,"Latin Urban , Music , Latino",$ zero point nine nine,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,four minutes and forty-six seconds,9-Sep-14,Piensas en MÌ _ ( Remix ),Nicky Jam,Nicky Jam Hits,"International , Latin Music",$ zero point nine nine,( C ) 2014 Codiscos S.A.S.,four minutes and forty-six seconds,"September 9 , 2014"
8,1,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ one point two nine,2015 KIDinaKORNER/Interscope Records,one minutes and twenty-five seconds,30-Jun-15,VHS Outro ( Interlude ) [ Explicit ],X Ambassadors,VHS [ Explicit ],Alternative Rock,$ one point two nine,( C ) 2015 KIDinaKORNER/Interscope Records,one minutes and twenty-five seconds,"June 30 , 2015"
387,1,We Know,Fifth Harmony,Reflection,"Pop , Music , R&B / Soul , Teen Pop , Dance , Rock",$ one point two nine,"2014 , 2015 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",two minutes and fifty-seven seconds,30-Jan-15,We Know,Fifth Harmony,Reflection,Pop,$ one point two nine,"( C ) 2012 Big Machine Records , LLC .",two minutes and fifty-seven seconds,"January 30 , 2015"
334,1,Cameras,Wiz Khalifa,Rolling Papers,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,four minutes and twenty-nine seconds,28-Mar-11,Cameras [ Clean ],Wiz Khalifa,Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ],Rap & Hip-Hop,$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,four minutes and twenty-nine seconds,"March 28 , 2011"
486,1,Available ( feat . Akon ),Flo Rida,R.O.O.T.S. ( Deluxe Version ),"Hip-Hop/Rap , Music",$ one point two nine,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,four minutes and twenty-four seconds,30-Mar-09,Available [ Feat . Akon ],Flo Rida,R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],Rap & Hip-Hop,$ one point two nine,"( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",four minutes and twenty-four seconds,"March 30 , 2009"
409,1,Are You Leaving With Him,Luke Bryan,Spring Break ... Checkin ' Out,"Country , Music , Contemporary Country",$ one point two nine,2015 Capitol Records Nashville,three minutes and twenty-three seconds,10-Mar-15,Are You Leaving With Him,Luke Bryan,Spring Break ... Checkin ' Out,Country,$ one point two nine,( C ) 2015 Capitol Records Nashville,three minutes and twenty-four seconds,"March 10 , 2015"
414,1,I Thought You Knew,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",$ one point two nine,1999 Capitol Records Nashville,three minutes and fifty-one seconds,19-Oct-99,I Thought You Knew,Keith Urban,Keith Urban,Country,$ one point two nine,( C ) 1999 Capitol Records Nashville,three minutes and fifty-one seconds,"October 19 , 1999"
533,1,Fly Solo,Wiz Khalifa,Rolling Papers ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ one point two nine,‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and twenty seconds,28-Mar-11,Fly Solo [ Clean ],Wiz Khalifa,Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ],Rap & Hip-Hop,$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and twenty seconds,"March 28 , 2011"
528,1,White Horse,Taylor Swift,Fearless,"Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country",$ one point two nine,"‰ ãÑ 2008 Big Machine Records , LLC",three minutes and fifty-four seconds,11-Nov-08,White Horse,Taylor Swift,Fearless,"Country , Country Rock , Rock",$ one point two nine,"( C ) 2008 Big Machine Records , LLC",three minutes and fifty-four seconds,"November 11 , 2008"
230,1,I Have Seen the Rain ( Featuring James T. Moore ),P!nk featuring James T. Moore,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance",$ zero point nine nine,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment",three minutes and twenty-nine seconds,4-Mar-06,I Have Seen The Rain ( Featuring James T. Moore ) ( Main Version ),P!nk,I 'm Not Dead [ Explicit ],"Dance & Electronic , Pop , R&B",$ zero point nine nine,"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",three minutes and twenty-nine seconds,"April 4 , 2006"
388,1,Chevy Van,Eric Church,Caldwell County - EP,"Country , Music , Contemporary Country",$ one point two nine,"2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",two minutes and forty-eight seconds,14-Jan-11,Chevy Van,Eric Church,Caldwell County EP,Country,$ one point two nine,( C ) 2011 EMI Records Nashville,two minutes and forty-eight seconds,"January 14 , 2011"
263,1,Silver and Gold,Little Big Town,Pain Killer,"Country , Music , Honky Tonk , Contemporary Country",$ one point two nine,"2014 Little Big Town , LLC Under exclusive license to Capitol Records Nashville",three minutes and thirty-three seconds,21-Oct-14,Silver And Gold,Little Big Town,Pain Killer,Country,$ one point two nine,( C ) 2014 Little Big Town LLC Under exclusive license to Capitol Records Nashville,three minutes and thirty-one seconds,"October 21 , 2014"
331,1,Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ zero point nine nine,2009 Rostrum Records,four minutes and three seconds,17-Apr-09,Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ zero point nine nine,2013 Mad Decent,four minutes and three seconds,"April 17 , 2009"
260,1,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",$ zero point nine nine,2002 BMG,three minutes and forty-five seconds,2-Apr-02,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems",Country,$ zero point nine nine,Underground Avenue,three minutes and forty-five seconds,"April 2 , 2002"
494,1,Take You,Justin Bieber,Believe,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ one point two nine,‰ ãÑ 2012 The Island Def Jam Music Group,three minutes and forty seconds,19-Jun-12,Take You ( Album Version ),Justin Bieber,Believe,Pop,$ one point two nine,( C ) 2012 The Island Def Jam Music Group,three minutes and forty seconds,"June 19 , 2012"
48,1,Afire Love,Ed Sheeran,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ one point two nine,"2014 Asylum Records UK , a Warner Music UK Company",five minutes and fourteen seconds,20-Jun-14,Afire Love,Ed Sheeran,x,Pop,$ one point two nine,( C ) 2014 mau5trap Recordings Ltd,five minutes and fourteen seconds,"June 20 , 2014"
215,1,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ one point two nine,2014 Dack Janiels Records,three minutes and fifty-five seconds,19-Aug-14,Jack Daniels and Jesus,Chase Rice,Ignite the Night ( Party Edition ) [ Explicit ],Country,$ zero point eight nine,"( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",three minutes and fifty-five seconds,"August 19 , 2014"
251,1,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",$ zero point nine nine,2002 BMG,three minutes and forty-five seconds,2-Apr-02,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems",Country,$ zero point nine nine,Underground Avenue,three minutes and forty-five seconds,"April 2 , 2002"
522,1,Space Bound,Eminem,Recovery ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap",$ one point two nine,‰ ãÑ 2010 Aftermath Records,four minutes and thirty-eight seconds,21-Jun-10,Space Bound [ Explicit ],Eminem,Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ],"Gangsta & Hardcore , Rap & Hip-Hop",$ one point two nine,( C ) 2010 Aftermath Records,four minutes and thirty-nine seconds,"June 21 , 2010"
1,1,Credit,Meghan Trainor,Title ( Deluxe ),"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",$ one point two nine,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",two minutes and fifty-one seconds,9-Jan-15,Credit,Meghan Trainor,Title ( Deluxe ),Pop,$ one point two nine,"2011 What A Music Ltd , licence exclusive Parlophone Music France",two minutes and fifty-one seconds,"January 9 , 2015"
54,1,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank - EP,"Country , Music",$ one point two nine,2014 Sony Music Entertainment,four minutes and thirteen seconds,24-Feb-14,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank ( EP ),Country,$ one point two nine,( C ) 2012 Cash Money Records Inc.,four minutes and thirteen seconds,"February 24 , 2014"
276,1,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,five minutes and eleven seconds,,Whateva ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ one point two nine,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",five minutes and eleven seconds,"September 25 , 2015"
207,1,Fake ( Demo ),Shinedown,Us and Them ( Deluxe Version ),"Rock , Music , Metal , Hard Rock , Alternative",$ one point two nine,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and five seconds,4-Oct-05,Fake [ Demo ],Shinedown,Us And Them ( Deluxe ) [ Explicit ],Rock,$ one point two nine,2015 Real Sounds,five minutes and five seconds,"October 4 , 2005"
517,1,Something Great,One Direction,Midnight Memories ( Deluxe Edition ),"Pop , Music , Rock , Teen Pop , Pop/Rock , Dance",$ one point two nine,‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,three minutes and fifty-six seconds,25-Nov-13,Something Great,One Direction,Midnight Memories ( Deluxe ),Pop,$ one point two nine,"( C ) 2014 Disney Enterprises , Inc.",three minutes and fifty-six seconds,"November 25 , 2013"
455,1,Second Chance,Disclosure,Settle ( Deluxe Version ),"Electronic , Music",$ one point two nine,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",two minutes and twenty-seven seconds,15-Apr-14,Second Chance,Disclosure,Settle,"Electronica , Dance & Electronic",$ one point two nine,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",two minutes and twenty-seven seconds,"June 11 , 2013"
530,1,Gone,The Weeknd,Trilogy,"R&B / Soul , Music , Rock , Contemporary R&B",$ one point two nine,"‰ ãÑ 2012 XO & co. , Inc.",eight minutes and seven seconds,13-Nov-12,Gone ( Album Version ( Edited ) ) [ Clean ],The Weeknd,Trilogy ( Edited Version ) [ Clean ],R&B,$ one point two nine,"( C ) 2013 XO & co. , Inc.",eight minutes and seven seconds,"September 18 , 2015"
395,1,X2CU,Jason Derulo,Everything Is 4,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ one point two nine,2015 Warner Bros. . Records Inc.,five minutes and thirteen seconds,1-Jun-15,X2CU,Jason Derulo,Everything Is 4 [ Clean ],Pop,$ one point two nine,2011 Because Music,five minutes and fourteen seconds,"June 1 , 2015"
478,1,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ one point two nine,‰ ãÑ 2013 WaterTower Music,five minutes and sixteen seconds,10-Dec-13,My Armor Is Iron,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ one point two nine,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,five minutes and sixteen seconds,"December 10 , 2013"
51,1,Sunburn ( Bonus Track ),Ed Sheeran,#NAME ?,"Singer/Songwriter , Music",$ one point two nine,2011 Warner Music UK Limited,four minutes and thirty-five seconds,9-Sep-11,Sunburn ( Deluxe Edition ),Ed Sheeran,#NAME ?,Pop,$ one point two nine,Doll records,four minutes and thirty-five seconds,"September 9 , 2011"
224,1,Voy a Beber ( feat . ' • ejo ) [ Remix ],Nicky Jam,"Greatest Hits , Vol . 1","Latin Urban , Music , Latino",$ zero point nine nine,2014 La Industria Inc licencia a Codiscos S.A.S.,three minutes and forty-four seconds,4-Nov-14,Voy a Beber ( Remix ),Nicky Jam,"Greatest Hits , Vol . 1","International , Latin Music",$ zero point nine nine,( C ) 2014 La industria Inc,three minutes and forty-four seconds,"November 4 , 2014"
43,1,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe ),"Pop , Music , Rock , Pop/Rock",$ one point two nine,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",three minutes and forty-eight seconds,10-Nov-14,Closer [ feat . Mike Posner ] [ Clean ],Nick Jonas,Nick Jonas ( Deluxe ) [ Clean ],Pop,$ one point two nine,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",three minutes and forty-eight seconds,"November 10 , 2014"
392,1,Going Away For a While,Brett Eldredge,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",$ one point two nine,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,three minutes and thirteen seconds,11-Sep-15,Going Away For A While,Brett Eldredge,Illinois,Country,$ one point two nine,( c ) Phonotype,three minutes and fifteen seconds,"September 11 , 2015"
495,1,Die in Your Arms,Justin Bieber,Believe ( Deluxe Edition ),"Pop , Music",$ one point two nine,‰ ãÑ 2012 The Island Def Jam Music Group,three minutes and fifty-seven seconds,19-Jun-12,Die In Your Arms ( Album Version ),Justin Bieber,Believe,Pop,$ one point two nine,( C ) 2012 The Island Def Jam Music Group,three minutes and fifty-seven seconds,"June 19 , 2012"
504,1,We Run,Sugarland,Love On the Inside ( Deluxe Fan Edition ),"Country , Music , Rock , Contemporary Country , Southern Rock , Contemporary Bluegrass",$ one point two nine,"‰ ãÑ 2008 Mercury Records , a Division of UMG Recordings , Inc.",three minutes and fifty-five seconds,22-Jul-08,We Run,Sugarland,Love On The Inside,Country,$ one point two nine,"( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc.",three minutes and fifty-six seconds,"July 29 , 2008"
416,1,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ one point two nine,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,three minutes and thirty seconds,24-Feb-15,Take ÌÏ There ( feat . Kiesza ),"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ one point two nine,2012 Knight Skreams,three minutes and thirty seconds,"February 24 , 2015"
71,1,Truce,twenty one pilots,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ one point two nine,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,two minutes and twenty-two seconds,4-Jan-13,Truce,twenty one pilots,Vessel,"Alternative Rock , Indie & Lo-Fi",$ one point two nine,"( C ) 2000 Columbia Pictures Industries , Inc.",two minutes and twenty-two seconds,"January 4 , 2013"
353,1,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ one point nine nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,five minutes and twenty seconds,4-Dec-12,Remember You ( feat . The Weeknd ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,four minutes and forty-nine seconds,"December 4 , 2012"
213,1,Son of Sam ( Bonus Track ),Shinedown,The Sound of Madness ( Deluxe Version ),"Rock , Music , Metal , Alternative , Grunge , Hard Rock",Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,three minutes and thirty-seven seconds,23-Jun-08,Son Of Sam ( Bonus Track ),Shinedown,The Sound Of Madness [ Explicit ] [ Deluxe ],Rock,$ zero point nine nine,2005 Z Records,three minutes and thirty-seven seconds,"June 24 , 2008"
219,1,The Back Roads and the Back Row,Cole Swindell,Cole Swindell,"Country , Music , Contemporary Country",$ one point two nine,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,three minutes and forty-one seconds,18-Feb-14,The Back Roads & The Back Row,Cole Swindell,Cole Swindell,Country,$ one point two nine,"( C ) 2011 UMG Recordings , Inc.",three minutes and forty-four seconds,"February 18 , 2014"
411,1,Better Than Words,One Direction,Midnight Memories,"Pop , Music , Rock , Pop/Rock , Teen Pop , Dance",$ one point two nine,2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,three minutes and twenty-seven seconds,25-Nov-13,Better Than Words,One Direction,Midnight Memories ( Deluxe ),Pop,$ one point two nine,"( C ) 2014 Disney Enterprises , Inc.",three minutes and twenty-eight seconds,"November 25 , 2013"
440,1,Who I Am With You,Chris Young,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",$ one point two nine,‰ ãÑ 2013 Sony Music Entertainment,three minutes and thirteen seconds,16-Sep-13,Who I Am With You,Chris Young,A.M.,Country,$ one point two nine,"( C ) 2010 Hollywood Records , Inc.",three minutes and eleven seconds,"September 16 , 2013"
183,1,The Legend Of Zelda ( Electrixx Remix ),Zedd,The Legend Of Zelda - Single,"Dance , Music",$ zero point nine nine,"2011 Bazooka , a division of zooland Music GmbH",six minutes and nine seconds,27-May-11,The Legend Of Zelda ( Electrixx Remix ),Zedd,The Legend Of Zelda,"Electronica , Dance & Electronic",$ zero point eight nine,"2011 Bazooka , a division of zooland Music GmbH",six minutes and nine seconds,"May 27 , 2011"
405,1,See You Again,Elle King,Love Stuff,"Alternative , Music , Rock",$ one point two nine,"2014 RCA Records , a division of Sony Music Entertainment",three minutes and twenty-six seconds,13-Feb-15,See You Again,Elle King,Love Stuff,Alternative Rock,$ one point two nine,( C ) 1996 The Island Def Jam Music Group,three minutes and twenty-six seconds,"February 13 , 2015"
433,1,Skrillex Orchestral Suite By Varien ( Bonus Track ),Skrillex,Bangarang,"Dance , Music , Electronic",$ one point two nine,"2012 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",six minutes and fifty-four seconds,27-Dec-11,Skrillex Orchestral Suite By Varien ( Bonus Track ),Skrillex,Bangarang EP [ Explicit ],"Dance & Electronic , Dubstep",$ one point two nine,Elektroshok Records,six minutes and fifty-four seconds,"December 27 , 2011"
324,1,We Dem Boyz,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ one point nine nine,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,three minutes and fifty-six seconds,19-Aug-14,We Dem Boyz [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ one point two nine,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,three minutes and forty-five seconds,"August 19 , 2014"
7,1,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ one point two nine,2015 KIDinaKORNER/Interscope Records,one minutes and twenty-five seconds,30-Jun-15,VHS Outro ( Interlude ) [ Clean ],X Ambassadors,VHS [ Clean ],Alternative Rock,$ one point two nine,( C ) 2015 KIDinaKORNER/Interscope Records,one minutes and twenty-six seconds,"June 30 , 2015"
523,1,I Almost Do,Taylor Swift,Red,"Country , Music , Rock , Contemporary Country , Honky Tonk , Pop , Teen Pop",$ one point two nine,"‰ ãÑ 2012 Big Machine Records , LLC .",four minutes and four seconds,22-Oct-12,I Almost Do,Taylor Swift,Red,Country,$ one point two nine,"( C ) 2012 Big Machine Records , LLC .",four minutes and two seconds,"October 30 , 2012"
280,1,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,five minutes and eleven seconds,,Whateva ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ one point two nine,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",five minutes and eleven seconds,"September 25 , 2015"
520,1,I Do n't Believe You ( Main Version ),P!NK,Funhouse,"Pop , Music , R&B / Soul , Dance , Pop/Rock",$ one point two nine,‰ ãÑ LaFace Recording LLC,four minutes and thirty-six seconds,28-Oct-08,I Do n't Believe You,P!nk,Funhouse ( Explicit ),"R&B , Pop",$ one point two nine,( c ) 2006 Roadshow,four minutes and thirty-six seconds,"October 28 , 2008"
87,1,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",three minutes and twenty seconds,24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and twenty seconds,"November 24 , 2014"
339,1,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ one point two nine,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,four minutes and fifteen seconds,19-Aug-14,True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ one point two nine,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,four minutes and fifteen seconds,"August 19 , 2014"
370,1,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and eleven seconds,22-Jun-12,Sweet Spot ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Dance & Electronic , Rap & Hip-Hop , House",$ one point two nine,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",three minutes and forty-eight seconds,"June 22 , 2012"
292,1,Rashi ( Outro ),Mark Ronson,Here Comes the Fuzz,"Dance,Music,Hip-Hop / Rap,Hip-Hop , Alternative Rap , R&B / Soul , Soul , Electronic",$ zero point nine nine,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,two minutes and one seconds,29-Aug-03,Rashi ( Outro ),Mark Ronson,Here Comes The Fuzz [ Explicit ],Dance & Electronic,$ zero point nine nine,( c ) 2015 Karaoke Freaks,two minutes and one seconds,"August 29 , 2003"
413,1,Billy,Keith Urban,In the Ranch,"Country , Music , Honky Tonk , Contemporary Country",$ one point two nine,1997 Capitol Nashville,three minutes and forty-six seconds,1997,Billy,Keith Urban,Keith Urban In The Ranch,Country,$ one point two nine,( c ) 1997 Capitol Nashville,three minutes and forty-six seconds,"February 10 , 2004"
373,1,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ]",Flo Rida,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ] - Single","Dance , Music",$ one point two nine,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,three minutes and nineteen seconds,10-Jul-15,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Noodles Remix ]",Flo Rida,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Noodles Remix ]",Dance & Electronic,$ one point two nine,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,four minutes and twenty-seven seconds,"June 23 , 2015"
304,1,Electro Man,Calvin Harris,I Created Disco,"Electronic , Music , Pop , Dance , Rock",$ zero point nine nine,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,four minutes and fifty-eight seconds,11-Jun-07,Electro Man,Calvin Harris,I Created Disco,"Dance & Electronic , Pop , House",$ zero point nine nine,2002 Defected Records Ltd,four minutes and fifty-six seconds,"February 22 , 2012"
252,1,The Tin Man,Kenny Chesney,All I Need to Know,"Country , Music , Urban Cowboy , Contemporary Country",$ zero point nine nine,"1995 , BMG Entertainment",three minutes and twenty-five seconds,13-Jun-95,The Tin Man,Kenny Chesney,All I Need To Know,Country,$ zero point nine nine,2014 Scotty 2 Music Ascap,three minutes and twenty-six seconds,"June 13 , 1995"
483,1,Over When It 's Over,Eric Church,Chief,"Country , Music , Rock , Contemporary Country , Urban Cowboy",$ one point two nine,"‰ ãÑ 2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",two minutes and thirty-nine seconds,22-Jul-11,Over When It 's Over,Eric Church,Chief,Country,$ one point two nine,( C ) 2011 EMI Records Nashville,two minutes and thirty-nine seconds,"July 22 , 2011"
45,1,Sunburn ( Bonus Track ),Ed Sheeran,#NAME ?,"Singer/Songwriter , Music",$ one point two nine,2011 Warner Music UK Limited,four minutes and thirty-five seconds,9-Sep-11,Sunburn ( Deluxe Edition ),Ed Sheeran,#NAME ?,Pop,$ one point two nine,Doll records,four minutes and thirty-five seconds,"September 9 , 2011"
283,1,Speakers,Sam Hunt,Montevallo,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock",$ one point two nine,"2014 MCA Nashville , a Division of UMG Recordings , Inc.",three minutes and forty-six seconds,27-Oct-14,Speakers,Sam Hunt,Montevallo,Country,$ one point two nine,"( C ) 2014 MCA Nashville , a Division of UMG Recordings , Inc.",three minutes and forty-eight seconds,"October 27 , 2014"
