ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,originalRightId
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Lompoc Bourbon Barrel Aged Proletariat Red Ale,Lompoc Brewing,American Amber / Red Ale,6.40 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2558
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Lompoc Bourbon Barrel Aged Proletariat Red Ale,Bainbridge Island Brewing Company,Amber Ale,6.40 %,"('Beer_Name', 'Style', 'ABV')",0@2558
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,La Quinta Brewing Co. .,Amber Ale,5.60 %,"('Brew_Factory_Name',)",1@1177
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,La Quinta Brewing Co. .,American Amber / Red Ale,5.60 %,"('Brew_Factory_Name', 'Style')",1@1177
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,La Quinta Brewing Co. .,Amber Ale,6.00 %,"('Brew_Factory_Name', 'ABV')",1@1177
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Heatwave Red Ale,La Quinta Brewing Co. .,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1177
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Heatwave Red Ale,La Quinta Brewing Co. .,Amber Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@1177
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,La Quinta Brewing Co. .,American Amber / Red Ale,6.00 %,"('Brew_Factory_Name', 'Style', 'ABV')",1@1177
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Hillcrest Brewing Company,American Amber / Red Ale,5.60 %,"('Brew_Factory_Name', 'Style')",1@1177
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Brew_Factory_Name', 'ABV')",1@1177
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Brew_Factory_Name', 'Style', 'ABV')",1@1177
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Baranof Island Redoubt Red Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name',)",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Baranof Island Brewing Company,American Amber / Red Ale,5.40 %,"('Brew_Factory_Name',)",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Baranof Island Redoubt Red Ale,Capitol City Brewing,Amber Ale,5.40 %,"('Beer_Name', 'Style')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Baranof Island Redoubt Red Ale,Capitol City Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Baranof Island Brewing Company,Amber Ale,5.40 %,"('Brew_Factory_Name', 'Style')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Baranof Island Brewing Company,American Amber / Red Ale,6 %,"('Brew_Factory_Name', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Baranof Island Redoubt Red Ale,Capitol City Brewing,Amber Ale,6 %,"('Beer_Name', 'Style', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Capitol City Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name',)",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Capitol City Brewing,Barley Wine,5.40 %,"('Beer_Name', 'Style')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Capitol City Brewing,American Amber / Red Ale,9.50 %,"('Beer_Name', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,American Amber / Red Ale,9.50 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Capitol City Brewing,Barley Wine,9.50 %,"('Beer_Name', 'Style', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Intuition Barrel Aged Riverside Red,Capitol City Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name',)",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Intuition Ale Works,American Amber / Red Ale,5.40 %,"('Brew_Factory_Name',)",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Intuition Barrel Aged Riverside Red,Intuition Ale Works,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Intuition Barrel Aged Riverside Red,Capitol City Brewing,Amber Ale,5.40 %,"('Beer_Name', 'Style')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Intuition Barrel Aged Riverside Red,Capitol City Brewing,American Amber / Red Ale,7.80 %,"('Beer_Name', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Intuition Ale Works,Amber Ale,5.40 %,"('Brew_Factory_Name', 'Style')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Intuition Ale Works,American Amber / Red Ale,7.80 %,"('Brew_Factory_Name', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Intuition Barrel Aged Riverside Red,Intuition Ale Works,Amber Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Intuition Barrel Aged Riverside Red,Intuition Ale Works,American Amber / Red Ale,7.80 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Intuition Barrel Aged Riverside Red,Capitol City Brewing,Amber Ale,7.80 %,"('Beer_Name', 'Style', 'ABV')",0@563
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Intuition Ale Works,Amber Ale,7.80 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@563
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,18th Street Deal With the Devil Pale Ale,Granite Falls Brewing Co. .,American Amber / Red Ale,5.00 %,"('Beer_Name',)",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,American Amber / Red Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,18th Street Deal With the Devil Pale Ale,Granite Falls Brewing Co. .,Imperial IPA,5.00 %,"('Beer_Name', 'Style')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,18th Street Deal With the Devil Pale Ale,Granite Falls Brewing Co. .,American Amber / Red Ale,8.50 %,"('Beer_Name', 'ABV')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,Imperial IPA,5.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,18th Street Deal With the Devil Pale Ale,18th Street Brewery,American Amber / Red Ale,8.50 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,18th Street Deal With the Devil Pale Ale,Granite Falls Brewing Co. .,Imperial IPA,8.50 %,"('Beer_Name', 'Style', 'ABV')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Heavy Seas Desert Island Series American Honey Amber Ale,Granite Falls Brewing Co. .,American Amber / Red Ale,5.00 %,"('Beer_Name',)",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,American Amber / Red Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Heavy Seas Desert Island Series American Honey Amber Ale,Granite Falls Brewing Co. .,Amber Ale,5.00 %,"('Beer_Name', 'Style')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Heavy Seas Desert Island Series American Honey Amber Ale,Granite Falls Brewing Co. .,American Amber / Red Ale,4.90 %,"('Beer_Name', 'ABV')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,Amber Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Heavy Seas Desert Island Series American Honey Amber Ale,Heavy Seas Brewing Company,American Amber / Red Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Heavy Seas Desert Island Series American Honey Amber Ale,Granite Falls Brewing Co. .,Amber Ale,4.90 %,"('Beer_Name', 'Style', 'ABV')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Thorn Street Smugglers Cove Agave Amber Ale,Granite Falls Brewing Co. .,American Amber / Red Ale,5.00 %,"('Beer_Name',)",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,American Amber / Red Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Thorn Street Smugglers Cove Agave Amber Ale,Granite Falls Brewing Co. .,Amber Ale,5.00 %,"('Beer_Name', 'Style')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Thorn Street Smugglers Cove Agave Amber Ale,Granite Falls Brewing Co. .,American Amber / Red Ale,6.20 %,"('Beer_Name', 'ABV')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,American Amber / Red Ale,6.20 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2007
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Thorn Street Smugglers Cove Agave Amber Ale,Granite Falls Brewing Co. .,Amber Ale,6.20 %,"('Beer_Name', 'Style', 'ABV')",0@2007
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Third Base Red Rocket Amber Ale,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,"('Beer_Name',)",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Third Base Red Rocket Amber Ale,Hockley Valley Brewing Co. .,Amber Ale,5.00 %,"('Beer_Name', 'Style')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Third Base Red Rocket Amber Ale,Hockley Valley Brewing Co. .,American Amber / Red Ale,4.60 %,"('Beer_Name', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Third Base Red Rocket Amber Ale,Hockley Valley Brewing Co. .,Amber Ale,4.60 %,"('Beer_Name', 'Style', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,"('Beer_Name',)",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,American Amber / Red Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Hockley Valley Brewing Co. .,Irish Ale,5.00 %,"('Beer_Name', 'Style')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Hockley Valley Brewing Co. .,American Amber / Red Ale,5 %,"('Beer_Name', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Hockley Valley Brewing Co. .,Irish Ale,5 %,"('Beer_Name', 'Style', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Laurelwood Organic Deranger Imperial Red Ale,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,"('Beer_Name',)",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Laurelwood Organic Deranger Imperial Red Ale,Hockley Valley Brewing Co. .,American Strong Ale,5.00 %,"('Beer_Name', 'Style')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Laurelwood Organic Deranger Imperial Red Ale,Hockley Valley Brewing Co. .,American Amber / Red Ale,8.60 %,"('Beer_Name', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,8.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Laurelwood Organic Deranger Imperial Red Ale,Hockley Valley Brewing Co. .,American Strong Ale,8.60 %,"('Beer_Name', 'Style', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Scuttlebutt Mateo Loco Imperial Red Ale,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,"('Beer_Name',)",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Amber / Red Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Scuttlebutt Mateo Loco Imperial Red Ale,Hockley Valley Brewing Co. .,American Strong Ale,5.00 %,"('Beer_Name', 'Style')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Scuttlebutt Mateo Loco Imperial Red Ale,Hockley Valley Brewing Co. .,American Amber / Red Ale,7.10 %,"('Beer_Name', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Amber / Red Ale,7.10 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@1042
Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,Scuttlebutt Mateo Loco Imperial Red Ale,Hockley Valley Brewing Co. .,American Strong Ale,7.10 %,"('Beer_Name', 'Style', 'ABV')",0@1042
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Upland Easy Chair Amber Ale,Willoughby Brewing,American Amber / Red Ale,4.90 %,"('Beer_Name',)",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Upland Brewing Company,American Amber / Red Ale,4.90 %,"('Brew_Factory_Name',)",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Upland Easy Chair Amber Ale,Upland Brewing Company,American Amber / Red Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Upland Easy Chair Amber Ale,Willoughby Brewing,Amber Ale,4.90 %,"('Beer_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Upland Easy Chair Amber Ale,Willoughby Brewing,American Amber / Red Ale,5.60 %,"('Beer_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Upland Brewing Company,Amber Ale,4.90 %,"('Brew_Factory_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Upland Brewing Company,American Amber / Red Ale,5.60 %,"('Brew_Factory_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Upland Easy Chair Amber Ale,Upland Brewing Company,Amber Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Upland Easy Chair Amber Ale,Upland Brewing Company,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Upland Easy Chair Amber Ale,Willoughby Brewing,Amber Ale,5.60 %,"('Beer_Name', 'Style', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Upland Brewing Company,Amber Ale,5.60 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Willoughby Brewing,American Amber / Red Ale,4.90 %,"('Beer_Name',)",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Alley Kat Brewing Company,American Amber / Red Ale,4.90 %,"('Brew_Factory_Name',)",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,American Amber / Red Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Willoughby Brewing,Irish Ale,4.90 %,"('Beer_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Willoughby Brewing,American Amber / Red Ale,-,"('Beer_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Alley Kat Brewing Company,Irish Ale,4.90 %,"('Brew_Factory_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Alley Kat Brewing Company,American Amber / Red Ale,-,"('Brew_Factory_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,Irish Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Willoughby Brewing,Irish Ale,-,"('Beer_Name', 'Style', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Alley Kat Brewing Company,Irish Ale,-,"('Brew_Factory_Name', 'Style', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Fox and Hound Red Fox Amber Ale,Willoughby Brewing,American Amber / Red Ale,4.90 %,"('Beer_Name',)",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Anheuser-Busch InBev,American Amber / Red Ale,4.90 %,"('Brew_Factory_Name',)",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Fox and Hound Red Fox Amber Ale,Anheuser-Busch InBev,American Amber / Red Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Fox and Hound Red Fox Amber Ale,Willoughby Brewing,Amber Ale,4.90 %,"('Beer_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Fox and Hound Red Fox Amber Ale,Willoughby Brewing,American Amber / Red Ale,5.10 %,"('Beer_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Anheuser-Busch InBev,Amber Ale,4.90 %,"('Brew_Factory_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Anheuser-Busch InBev,American Amber / Red Ale,5.10 %,"('Brew_Factory_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Fox and Hound Red Fox Amber Ale,Anheuser-Busch InBev,Amber Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Fox and Hound Red Fox Amber Ale,Anheuser-Busch InBev,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@3381
