ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,originalRightId
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Song_Name', 'Price', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Song_Name', 'Price', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Song_Name', 'Price', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,3:16,4-Dec-12,"('Song_Name', 'CopyRight', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,4:11,,"('Song_Name', 'CopyRight', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,,"('Song_Name', 'Time', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,"('Artist_Name', 'Album_Name', 'Genre')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,"('Artist_Name', 'Album_Name', 'Price')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Artist_Name', 'Album_Name', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Artist_Name', 'Album_Name', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Artist_Name', 'Album_Name', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Here 's to the Good Times,Pop,$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,"('Artist_Name', 'Genre', 'Price')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Here 's to the Good Times,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Artist_Name', 'Genre', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Artist_Name', 'Price', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Artist_Name', 'Price', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Artist_Name', 'Price', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,3:16,4-Dec-12,"('Artist_Name', 'CopyRight', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,,"('Artist_Name', 'Time', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,"('Album_Name', 'Genre', 'Price')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 1.29,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Album_Name', 'Genre', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Album_Name', 'Genre', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Album_Name', 'Genre', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Album_Name', 'Price', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Album_Name', 'Price', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Album_Name', 'Price', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,3:16,4-Dec-12,"('Album_Name', 'CopyRight', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,,"('Album_Name', 'Time', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,Pop,$ 0.89,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Genre', 'Price', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,Pop,$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Genre', 'Price', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,Pop,$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Genre', 'Price', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,Pop,$ 1.29,( c ) 2015 Covered Records,3:16,4-Dec-12,"('Genre', 'CopyRight', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,,"('Genre', 'Time', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,( c ) 2015 Covered Records,3:16,4-Dec-12,"('Price', 'CopyRight', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,,"('Price', 'Time', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,3:16,,"('CopyRight', 'Time', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,"('Song_Name', 'Artist_Name', 'Album_Name', 'Genre')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,"('Song_Name', 'Artist_Name', 'Album_Name', 'Price')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Song_Name', 'Artist_Name', 'Album_Name', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Song_Name', 'Artist_Name', 'Album_Name', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Song_Name', 'Artist_Name', 'Album_Name', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,Pop,$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,"('Song_Name', 'Artist_Name', 'Genre', 'Price')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,Pop,$ 1.29,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Song_Name', 'Artist_Name', 'Genre', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Song_Name', 'Artist_Name', 'Genre', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Song_Name', 'Artist_Name', 'Genre', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Song_Name', 'Artist_Name', 'Price', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Song_Name', 'Artist_Name', 'Price', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Song_Name', 'Artist_Name', 'Price', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,3:16,4-Dec-12,"('Song_Name', 'Artist_Name', 'CopyRight', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,4:11,,"('Song_Name', 'Artist_Name', 'CopyRight', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,,"('Song_Name', 'Artist_Name', 'Time', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,"('Song_Name', 'Album_Name', 'Genre', 'Price')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 1.29,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Song_Name', 'Album_Name', 'Genre', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Song_Name', 'Album_Name', 'Genre', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,Pop,$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Song_Name', 'Album_Name', 'Genre', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Song_Name', 'Album_Name', 'Price', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Song_Name', 'Album_Name', 'Price', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Song_Name', 'Album_Name', 'Price', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,3:16,4-Dec-12,"('Song_Name', 'Album_Name', 'CopyRight', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,( c ) 2015 Covered Records,4:11,,"('Song_Name', 'Album_Name', 'CopyRight', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Love Me Like You Do - Made Popular By Ellie Goulding,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,,"('Song_Name', 'Album_Name', 'Time', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,Pop,$ 0.89,( c ) 2015 Covered Records,4:11,4-Dec-12,"('Song_Name', 'Genre', 'Price', 'CopyRight')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,Pop,$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",3:16,4-Dec-12,"('Song_Name', 'Genre', 'Price', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,Pop,$ 0.89,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,,"('Song_Name', 'Genre', 'Price', 'Released')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,Pop,$ 1.29,( c ) 2015 Covered Records,3:16,4-Dec-12,"('Song_Name', 'Genre', 'CopyRight', 'Time')",0@5761
Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012",Love Me Like You Do ( Sax Instrumental Version ),Florida Georgia Line,Here 's to the Good Times,Pop,$ 1.29,( c ) 2015 Covered Records,4:11,,"('Song_Name', 'Genre', 'CopyRight', 'Released')",0@5761
