ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,originalRightId
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,1799.0,"('title',)",0@597
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,,1799.0,"('title', 'manufacturer')",0@597
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,205.99,"('title', 'price')",0@597
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,399.0,"('title',)",0@615
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,,399.0,"('title', 'manufacturer')",0@615
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,205.99,"('title', 'price')",0@615
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,399.0,"('title',)",0@465
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,,399.0,"('title', 'manufacturer')",0@465
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,205.99,"('title', 'price')",0@465
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,1199.0,"('title',)",0@588
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,,1199.0,"('title', 'manufacturer')",0@588
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,205.99,"('title', 'price')",0@588
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,205.99,"('title', 'price')",0@350
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,199.0,"('title',)",0@876
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,,199.0,"('title', 'manufacturer')",0@876
adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,adobe,205.99,"('title', 'price')",0@876
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],,145.99,"('title',)",1@367
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],adobe,145.99,"('title', 'manufacturer')",1@367
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],,619.99,"('title',)",1@893
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],adobe,619.99,"('title', 'manufacturer')",1@893
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],,385.99,"('title',)",1@242
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],adobe,385.99,"('title', 'manufacturer')",1@242
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],,413.99,"('title',)",1@946
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],adobe,413.99,"('title', 'manufacturer')",1@946
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],,82.99,"('title',)",1@897
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],adobe,82.99,"('title', 'manufacturer')",1@897
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],,308.99,"('title',)",1@372
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],adobe,308.99,"('title', 'manufacturer')",1@372
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],,1243.99,"('title',)",1@558
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],adobe,1243.99,"('title', 'manufacturer')",1@558
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],,236.74,"('title',)",1@1564
adobe indesign cs3 for mac upgrade,,205.99,adobe indesign cs3 upgrade [ mac ],adobe,236.74,"('title', 'manufacturer')",1@1564
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,adobe,149.99,"('title',)",0@267
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,149.99,"('title', 'manufacturer')",0@267
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,adobe,85.95,"('title', 'price')",0@267
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,adobe,149.99,"('title',)",0@546
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,149.99,"('title', 'manufacturer')",0@546
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,adobe,85.95,"('title', 'price')",0@546
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,adobe,649.0,"('title',)",0@517
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,649.0,"('title', 'manufacturer')",0@517
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,adobe,85.95,"('title', 'price')",0@517
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,adobe,161.73,"('title',)",0@484
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,161.73,"('title', 'manufacturer')",0@484
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,adobe,85.95,"('title', 'price')",0@484
adobe photoshop elements 4.0 photo-editing software for mac,,85.95,adobe photoshop elements 4.0 ( mac ),,699.0,"('title',)",1@2839
adobe photoshop elements 4.0 photo-editing software for mac,,85.95,adobe photoshop elements 4.0 ( mac ),adobe,699.0,"('title', 'manufacturer')",1@2839
adobe photoshop elements 4.0 photo-editing software for mac,,85.95,adobe photoshop elements 4.0 ( mac ),,89.99,"('title', 'price')",1@2839
adobe photoshop elements 4.0 photo-editing software for mac,,85.95,adobe photoshop elements 4.0 ( mac ),,49.88,"('title',)",1@3166
adobe photoshop elements 4.0 photo-editing software for mac,,85.95,adobe photoshop elements 4.0 ( mac ),adobe,49.88,"('title', 'manufacturer')",1@3166
adobe photoshop elements 4.0 photo-editing software for mac,,85.95,adobe photoshop elements 4.0 ( mac ),,89.99,"('title', 'price')",1@3166
adobe photoshop elements 4.0 photo-editing software for mac,,85.95,adobe photoshop elements 4.0 ( mac ),,590.92,"('title',)",1@3094
adobe photoshop elements 4.0 photo-editing software for mac,,85.95,adobe photoshop elements 4.0 ( mac ),adobe,590.92,"('title', 'manufacturer')",1@3094
adobe photoshop elements 4.0 photo-editing software for mac,,85.95,adobe photoshop elements 4.0 ( mac ),,89.99,"('title', 'price')",1@3094
mcafee internet security suite 2007 3 users,mcafee,89.99,mcafee internet security suite 2007 3-user ( pc ),panda software,89.99,"('title', 'price')",0@1022
mcafee internet security suite 2007 3-user ( pc ),,89.99,mcafee internet security suite 2007 3 users,,61.06,"('title',)",1@1583
mcafee internet security suite 2007 3-user ( pc ),,89.99,mcafee internet security suite 2007 3 users,mcafee,61.06,"('title', 'manufacturer')",1@1583
mcafee internet security suite 2007 3-user ( pc ),,89.99,mcafee internet security suite 2007 3 users,,89.99,"('title', 'price')",1@1583
mcafee internet security suite 2007 3-user ( pc ),,89.99,mcafee internet security suite 2007 3 users,,29.02,"('title',)",1@1907
mcafee internet security suite 2007 3-user ( pc ),,89.99,mcafee internet security suite 2007 3 users,mcafee,29.02,"('title', 'manufacturer')",1@1907
mcafee internet security suite 2007 3-user ( pc ),,89.99,mcafee internet security suite 2007 3 users,,89.99,"('title', 'price')",1@1907
mcafee internet security suite 2007 3-user ( pc ),,89.99,mcafee internet security suite 2007 3 users,,89.99,"('title', 'price')",1@1164
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,,"('title',)",0@646
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,,,"('title', 'manufacturer')",0@646
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,47.36,"('title', 'price')",0@646
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,,"('title',)",0@105
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,,,"('title', 'manufacturer')",0@105
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,47.36,"('title', 'price')",0@105
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,49.99,"('title',)",0@556
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,,49.99,"('title', 'manufacturer')",0@556
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,47.36,"('title', 'price')",0@556
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,19.99,"('title',)",0@389
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,,19.99,"('title', 'manufacturer')",0@389
instant immersion 33 languages,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,47.36,"('title', 'price')",0@389
instant immersion 33 languages,,47.36,instant immersion 33 languages,,22.9,"('title',)",1@2143
instant immersion 33 languages,,47.36,instant immersion 33 languages,topics entertainment,22.9,"('title', 'manufacturer')",1@2143
instant immersion 33 languages,,47.36,instant immersion 33 languages,,49.99,"('title', 'price')",1@2143
instant immersion 33 languages,,47.36,instant immersion 33 languages,topics entertainment,20.99,"('title',)",1@3048
instant immersion 33 languages,,47.36,instant immersion 33 languages,topics entertainment,20.99,"('title', 'manufacturer')",1@3048
instant immersion 33 languages,,47.36,instant immersion 33 languages,topics entertainment,49.99,"('title', 'price')",1@3048
instant immersion 33 languages,,47.36,instant immersion 33 languages,,17.9,"('title',)",1@2161
instant immersion 33 languages,,47.36,instant immersion 33 languages,topics entertainment,17.9,"('title', 'manufacturer')",1@2161
instant immersion 33 languages,,47.36,instant immersion 33 languages,,49.99,"('title', 'price')",1@2161
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,topics entertainment,,"('title',)",0@646
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,,,"('title', 'manufacturer')",0@646
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,topics entertainment,17.55,"('title', 'price')",0@646
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,topics entertainment,17.55,"('title', 'price')",0@599
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,topics entertainment,39.99,"('title',)",0@554
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,,39.99,"('title', 'manufacturer')",0@554
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,topics entertainment,17.55,"('title', 'price')",0@554
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,topics entertainment,,"('title',)",0@44
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,,,"('title', 'manufacturer')",0@44
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,topics entertainment,17.55,"('title', 'price')",0@44
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,topics entertainment,29.99,"('title',)",0@274
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,,29.99,"('title', 'manufacturer')",0@274
instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion spanish audio deluxe,topics entertainment,17.55,"('title', 'price')",0@274
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,,6.56,"('title',)",1@423
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,topics entertainment,6.56,"('title', 'manufacturer')",1@423
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,,39.95,"('title', 'price')",1@423
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,,14.9,"('title',)",1@2062
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,topics entertainment,14.9,"('title', 'manufacturer')",1@2062
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,,39.95,"('title', 'price')",1@2062
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,,10.95,"('title',)",1@2900
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,topics entertainment,10.95,"('title', 'manufacturer')",1@2900
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,,39.95,"('title', 'price')",1@2900
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,topics entertainment,23.61,"('title',)",1@1655
topics entertainment instant immersion spanish audio deluxe,,17.55,instant immersion spanish audio deluxe,topics entertainment,23.61,"('title', 'manufacturer')",1@1655
apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,apple final cut studio 2 upgrade from final cut pro,microsoft software,549.0,"('title',)",0@490
apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,apple final cut studio 2 upgrade from final cut pro,,549.0,"('title', 'manufacturer')",0@490
apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,apple final cut studio 2 upgrade from final cut pro,microsoft software,699.99,"('title', 'price')",0@490
apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,apple final cut studio 2 upgrade from final cut pro,adobe,499.99,"('title',)",0@6
apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,apple final cut studio 2 upgrade from final cut pro,,499.99,"('title', 'manufacturer')",0@6
apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,apple final cut studio 2 upgrade from final cut pro,adobe,699.99,"('title', 'price')",0@6
apple final cut studio 2 upgrade from final cut pro,,699.99,apple final cut studio 2 upgrade from final cut pro ( mac ),apple software,79.99,"('title',)",1@2621
apple final cut studio 2 upgrade from final cut pro,,699.99,apple final cut studio 2 upgrade from final cut pro ( mac ),apple,79.99,"('title', 'manufacturer')",1@2621
apple final cut studio 2 upgrade from final cut pro,,699.99,apple final cut studio 2 upgrade from final cut pro ( mac ),apple software,699.0,"('title', 'price')",1@2621
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,28.5,"('title',)",1@1592
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),28.5,"('title', 'manufacturer')",1@1592
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,630.36,"('title', 'price')",1@1592
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,18.59,"('title',)",1@1735
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),18.59,"('title', 'manufacturer')",1@1735
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,630.36,"('title', 'price')",1@1735
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,420.55,"('title',)",1@2612
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),420.55,"('title', 'manufacturer')",1@2612
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,630.36,"('title', 'price')",1@2612
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,138.17,"('title',)",1@1961
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),138.17,"('title', 'manufacturer')",1@1961
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,630.36,"('title', 'price')",1@1961
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,87.79,"('title',)",1@732
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),87.79,"('title', 'manufacturer')",1@732
hewlett packard t1936aa ua0 hp digital sending software 4.0 complete product document management 1 device ( s ) complete product standard multilingual pc,hewlett-packard - ( consumables ),342.97,hp dss software v. 4.0 complete package t1936aa ua0 ),,630.36,"('title', 'price')",1@732
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,punch ! software,39.99,"('title',)",0@1269
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,punch software,39.99,"('title', 'manufacturer')",0@1269
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,punch ! software,62.99,"('title', 'price')",0@1269
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,microsoft,299.99,"('title',)",0@632
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,punch software,299.99,"('title', 'manufacturer')",0@632
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,microsoft,62.99,"('title', 'price')",0@632
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,punch ! software,39.99,"('title',)",0@1287
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,punch software,39.99,"('title', 'manufacturer')",0@1287
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,punch ! software,62.99,"('title', 'price')",0@1287
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,microsoft software,199.99,"('title',)",0@512
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,punch software,199.99,"('title', 'manufacturer')",0@512
punch ! professional home design,punch ! software,89.99,punch software 14100 punch ! professional home design suite for windows,microsoft software,62.99,"('title', 'price')",0@512
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,,46.95,"('title',)",1@1485
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,punch ! software,46.95,"('title', 'manufacturer')",1@1485
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,,89.99,"('title', 'price')",1@1485
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,,36.28,"('title',)",1@107
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,punch ! software,36.28,"('title', 'manufacturer')",1@107
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,,89.99,"('title', 'price')",1@107
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,,15.9,"('title',)",1@2008
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,punch ! software,15.9,"('title', 'manufacturer')",1@2008
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,,89.99,"('title', 'price')",1@2008
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,punch software,45.99,"('title',)",1@2009
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,punch ! software,45.99,"('title', 'manufacturer')",1@2009
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,punch software,89.99,"('title', 'price')",1@2009
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,,84.97,"('title',)",1@2447
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,punch ! software,84.97,"('title', 'manufacturer')",1@2447
punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! professional home design,,89.99,"('title', 'price')",1@2447
punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,encore software,39.99,"('title',)",0@1078
punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch software,39.99,"('title', 'manufacturer')",0@1078
punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,encore software,118.99,"('title', 'price')",0@1078
punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,encore,29.99,"('title',)",0@653
punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch software,29.99,"('title', 'manufacturer')",0@653
punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,encore,118.99,"('title', 'price')",0@653
punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch ! software,99.0,"('title',)",0@851
punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch software,99.0,"('title', 'manufacturer')",0@851
punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch ! software,118.99,"('title', 'price')",0@851
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch software,62.99,"('title',)",1@1083
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch ! software,62.99,"('title', 'manufacturer')",1@1083
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch software,129.99,"('title', 'price')",1@1083
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,,45.97,"('title',)",1@2490
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch ! software,45.97,"('title', 'manufacturer')",1@2490
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,,129.99,"('title', 'price')",1@2490
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,,45.97,"('title',)",1@1032
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch ! software,45.97,"('title', 'manufacturer')",1@1032
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,,129.99,"('title', 'price')",1@1032
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch software,62.99,"('title',)",1@2273
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch ! software,62.99,"('title', 'manufacturer')",1@2273
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch software,129.99,"('title', 'price')",1@2273
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,,59.97,"('title',)",1@1040
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch ! software,59.97,"('title', 'manufacturer')",1@1040
punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,,129.99,"('title', 'price')",1@1040
punch software 41100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,112.97,punch ! home design architectura series 18,punch software,129.99,"('title', 'price')",1@1083
punch software 41100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,112.97,punch ! home design architectura series 18,,129.99,"('title', 'price')",1@2490
punch software 41100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,112.97,punch ! home design architectura series 18,,129.99,"('title', 'price')",1@1032
punch software 41100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,112.97,punch ! home design architectura series 18,punch software,129.99,"('title', 'price')",1@2273
punch software 41100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,112.97,punch ! home design architectura series 18,,59.97,"('title',)",1@1040
punch software 41100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,112.97,punch ! home design architectura series 18,,129.99,"('title', 'price')",1@1040
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,intuit,39.95,"('title',)",0@539
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,,39.95,"('title', 'manufacturer')",0@539
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,intuit,185.99,"('title', 'price')",0@539
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,intuit,399.95,"('title',)",0@586
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,,399.95,"('title', 'manufacturer')",0@586
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,intuit,185.99,"('title', 'price')",0@586
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,intuit,399.95,"('title',)",0@520
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,,399.95,"('title', 'manufacturer')",0@520
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,intuit,185.99,"('title', 'price')",0@520
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,intuit,1499.95,"('title',)",0@580
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,,1499.95,"('title', 'manufacturer')",0@580
quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit quickbooks pro 2007 for mac,intuit,185.99,"('title', 'price')",0@580
intuit quickbooks pro 2007 for mac,,185.99,quickbooks pro 2007 for mac ( mac ),,103.99,"('title',)",1@1367
intuit quickbooks pro 2007 for mac,,185.99,quickbooks pro 2007 for mac ( mac ),intuit,103.99,"('title', 'manufacturer')",1@1367
intuit quickbooks pro 2007 for mac,,185.99,quickbooks pro 2007 for mac ( mac ),,199.95,"('title', 'price')",1@1367
