Song_Name;Artist_Name;Album_Name;Genre;Price;CopyRight;Time;Released;Neg_sample_ID
('84', '50');('84', '54');('84', '7');('84', '396');('84', '339');('84', '506');('84', '503');('84', '440');106
('84', '280');('84', '54');('84', '528');('84', '523');('84', '339');('84', '396');('84', '528');('84', '213');534
('181', '58');('181', '474');('84', '283');('181', '461');('181', '339');('181', '408');('84', '411');('181', '213');423
('181', '506');('373', '474');('7', '506');('181', '396');('181', '339');('373', '254');('84', '528');('373', '213');165
('373', '415');('373', '474');('373', '506');('373', '396');('373', '261');('373', '254');('223', '528');('373', '213');155
('373', '87');('373', '474');('373', '506');('373', '461');('373', '339');('373', '407');('373', '528');('373', '213');38
('440', '43');('440', '474');('440', '506');('440', '490');('440', '339');('440', '408');('223', '528');('440', '213');23
('409', '84');('409', '455');('409', '289');('409', '396');('409', '339');('409', '396');('409', '389');('409', '440');18
('488', '474');('488', '474');('488', '114');('488', '523');('488', '339');('488', '407');('488', '409');('488', '213');349
('493', '87');('493', '474');('223', '114');('493', '396');('223', '339');('223', '254');('223', '503');('493', '213');178
('181', '488');('373', '474');('373', '506');('181', '523');('373', '339');('373', '408');('373', '523');('373', '213');163
('392', '207');('390', '474');('392', '114');('392', '490');('392', '280');('392', '253');('392', '304');('392', '213');248
('411', '526');('411', '224');('411', '412');('411', '461');('411', '215');('411', '84');('411', '523');('411', '396');244
('373', '253');('373', '474');('373', '488');('373', '396');('373', '339');('373', '408');('223', '528');('373', '213');137
('493', '506');('324', '474');('324', '114');('493', '490');('493', '261');('324', '254');('223', '528');('493', '213');274
('7', '207');('7', '474');('7', '506');('7', '415');('7', '339');('7', '254');('223', '228');('7', '213');400
('373', '87');('373', '474');('373', '533');('373', '490');('373', '339');('373', '408');('373', '528');('373', '213');148
('493', '213');('324', '474');('84', '506');('493', '490');('181', '339');('324', '408');('84', '528');('440', '213');234
('223', '373');('493', '474');('493', '373');('493', '522');('493', '215');('493', '253');('493', '391');('493', '213');337
('373', '474');('373', '474');('373', '488');('373', '415');('373', '339');('373', '253');('373', '218');('373', '213');419
('219', '506');('488', '474');('218', '114');('219', '396');('488', '339');('488', '408');('409', '389');('488', '213');162
('181', '213');('181', '54');('181', '503');('181', '523');('181', '339');('181', '407');('181', '373');('181', '213');199
('493', '213');('324', '54');('324', '503');('493', '523');('493', '339');('324', '408');('324', '503');('493', '213');57
('84', '84');('84', '455');('84', '289');('84', '396');('84', '339');('84', '396');('84', '411');('84', '440');6
('84', '474');('324', '474');('84', '313');('84', '396');('84', '339');('324', '254');('84', '528');('84', '213');11
('353', '415');('370', '474');('370', '478');('370', '393');('370', '215');('370', '261');('370', '283');('370', '213');88
('181', '43');('181', '474');('181', '114');('181', '396');('181', '339');('181', '407');('373', '373');('488', '213');315
('324', '84');('324', '474');('324', '506');('324', '396');('324', '339');('324', '283');('324', '324');('324', '213');242
('488', '253');('488', '474');('488', '191');('488', '396');('488', '339');('488', '408');('488', '250');('488', '213');515
('353', '43');('353', '474');('353', '186');('353', '461');('353', '339');('353', '254');('84', '528');('353', '213');537
('493', '213');('488', '54');('488', '114');('493', '523');('488', '339');('488', '407');('488', '523');('488', '213');481
('181', '506');('373', '474');('181', '506');('181', '396');('181', '339');('373', '408');('373', '411');('373', '213');112
('353', '506');('181', '474');('181', '506');('181', '461');('181', '215');('181', '253');('353', '12');('353', '213');369
('373', '87');('373', '474');('373', '522');('373', '490');('373', '261');('373', '408');('373', '528');('373', '213');145
('353', '84');('353', '474');('353', '114');('353', '523');('181', '339');('353', '408');('181', '228');('353', '213');220
('409', '84');('409', '304');('409', '257');('409', '523');('409', '339');('409', '396');('409', '523');('409', '213');308
('409', '2');('409', '54');('409', '114');('409', '523');('409', '339');('409', '396');('409', '409');('409', '440');197
('373', '87');('373', '474');('373', '114');('373', '523');('373', '339');('373', '407');('373', '409');('373', '213');85
('373', '87');('373', '474');('373', '506');('373', '396');('373', '339');('373', '407');('373', '528');('373', '213');417
('493', '87');('493', '474');('493', '522');('493', '396');('493', '339');('493', '254');('324', '391');('493', '213');177
('324', '42');('324', '474');('373', '42');('219', '415');('324', '339');('324', '253');('324', '218');('324', '213');459
('181', '213');('181', '474');('181', '488');('181', '490');('181', '339');('181', '408');('181', '228');('353', '213');403
('488', '474');('373', '54');('84', '114');('488', '523');('373', '339');('373', '396');('373', '528');('373', '213');208
('490', '408');('490', '406');('490', '440');('490', '523');('490', '339');('490', '396');('490', '181');('490', '191');438
('440', '43');('440', '474');('440', '191');('440', '490');('440', '339');('440', '408');('84', '528');('440', '213');451
('324', '415');('493', '474');('373', '42');('493', '396');('493', '339');('324', '254');('373', '503');('493', '213');132
('353', '506');('181', '474');('181', '506');('181', '461');('181', '215');('181', '253');('353', '12');('353', '213');384
('7', '223');('7', '474');('7', '373');('7', '405');('7', '215');('7', '253');('7', '7');('7', '228');297
('493', '42');('493', '474');('493', '488');('493', '490');('493', '339');('493', '408');('223', '223');('493', '213');24
('488', '313');('488', '54');('488', '488');('488', '396');('488', '339');('488', '407');('373', '523');('488', '213');448
('84', '84');('84', '455');('84', '289');('84', '396');('84', '339');('84', '396');('84', '411');('84', '440');16
('373', '415');('373', '474');('373', '488');('373', '415');('373', '390');('373', '407');('373', '409');('373', '213');174
('12', '252');('12', '54');('12', '114');('252', '523');('12', '339');('12', '408');('250', '409');('12', '213');441
('373', '87');('373', '474');('373', '506');('373', '490');('373', '339');('373', '407');('373', '528');('373', '213');143
('493', '373');('493', '474');('493', '522');('493', '393');('493', '215');('493', '253');('493', '391');('493', '213');175
('181', '488');('373', '474');('488', '488');('181', '415');('373', '339');('373', '254');('373', '528');('373', '213');294
('373', '87');('373', '474');('373', '533');('373', '396');('373', '339');('373', '408');('373', '528');('373', '213');151
('223', '223');('223', '54');('223', '396');('223', '396');('223', '339');('223', '408');('223', '223');('223', '213');152
('84', '474');('223', '474');('223', '483');('223', '523');('223', '339');('223', '407');('223', '528');('223', '213');338
('488', '42');('488', '474');('488', '114');('488', '490');('488', '339');('488', '408');('488', '409');('488', '213');21
('181', '47');('181', '245');('181', '114');('181', '415');('181', '339');('181', '396');('409', '373');('181', '440');425
('493', '486');('324', '474');('324', '506');('493', '396');('493', '261');('324', '283');('324', '324');('493', '213');240
('324', '506');('324', '474');('324', '114');('324', '490');('488', '261');('324', '254');('488', '263');('324', '213');281
('324', '373');('373', '474');('373', '478');('324', '415');('373', '339');('373', '253');('324', '218');('373', '213');147
('353', '339');('353', '474');('370', '506');('353', '490');('370', '339');('353', '408');('353', '228');('353', '213');527
('373', '87');('373', '474');('373', '533');('373', '490');('373', '339');('373', '408');('373', '528');('373', '213');144
('409', '84');('488', '54');('488', '506');('409', '396');('488', '339');('488', '396');('409', '523');('488', '213');449
('84', '50');('84', '54');('84', '7');('84', '396');('84', '390');('84', '506');('84', '503');('84', '440');101
('324', '415');('373', '474');('373', '43');('373', '396');('373', '339');('373', '408');('223', '528');('373', '213');167
('493', '488');('493', '474');('493', '506');('493', '490');('493', '339');('493', '254');('223', '528');('493', '213');295
('373', '223');('373', '474');('373', '478');('373', '490');('373', '261');('373', '254');('373', '528');('373', '213');60
('440', '324');('440', '474');('440', '506');('440', '286');('440', '280');('440', '253');('304', '304');('440', '213');249
('280', '373');('223', '503');('223', '62');('223', '523');('223', '339');('223', '396');('280', '62');('280', '213');472
('324', '506');('324', '474');('324', '114');('324', '490');('324', '261');('324', '254');('84', '528');('324', '213');277
('324', '506');('373', '474');('373', '43');('373', '396');('373', '339');('373', '254');('223', '528');('373', '213');146
('409', '45');('409', '245');('409', '488');('409', '523');('409', '339');('409', '47');('409', '523');('409', '433');496
('353', '415');('353', '474');('353', '191');('353', '396');('181', '339');('353', '407');('181', '411');('353', '213');73
('391', '506');('390', '474');('392', '283');('391', '523');('391', '339');('391', '396');('391', '391');('391', '213');103
('488', '488');('488', '474');('488', '533');('488', '415');('488', '339');('488', '408');('223', '528');('488', '213');432
('353', '223');('370', '474');('370', '506');('370', '254');('370', '215');('370', '253');('370', '283');('370', '213');164
('373', '87');('373', '474');('373', '533');('373', '396');('373', '339');('373', '408');('373', '528');('373', '213');150
('488', '506');('488', '474');('488', '191');('488', '490');('488', '396');('488', '408');('84', '528');('488', '213');272
('411', '523');('370', '503');('370', '191');('411', '523');('370', '339');('370', '408');('84', '228');('370', '213');499
('373', '506');('373', '54');('373', '478');('373', '490');('373', '339');('373', '407');('373', '528');('373', '213');519
('181', '43');('353', '474');('181', '506');('181', '415');('181', '261');('181', '407');('373', '373');('353', '213');365
('409', '42');('488', '474');('488', '114');('488', '490');('488', '339');('488', '408');('373', '528');('488', '213');211
('324', '506');('324', '474');('488', '506');('488', '490');('488', '261');('488', '254');('488', '528');('488', '213');279
('219', '506');('488', '474');('218', '114');('219', '396');('488', '339');('488', '408');('409', '389');('488', '213');159
('181', '87');('181', '474');('181', '488');('181', '415');('181', '261');('181', '407');('373', '181');('353', '213');361
('488', '87');('488', '474');('488', '506');('488', '490');('488', '390');('488', '254');('488', '528');('488', '213');3
('7', '42');('7', '474');('7', '488');('7', '490');('7', '339');('7', '408');('373', '528');('7', '213');464
('223', '474');('223', '433');('223', '506');('223', '523');('223', '339');('223', '450');('223', '223');('223', '114');27
('493', '506');('493', '474');('493', '506');('493', '490');('493', '261');('324', '254');('223', '528');('493', '213');269
('373', '87');('373', '474');('373', '506');('373', '490');('373', '339');('373', '408');('373', '523');('373', '213');59
('353', '339');('353', '474');('353', '506');('353', '490');('181', '339');('353', '254');('181', '228');('353', '213');194
('324', '373');('493', '474');('493', '280');('493', '254');('493', '280');('493', '253');('493', '391');('493', '213');266
('353', '474');('353', '474');('353', '42');('353', '387');('353', '215');('353', '253');('353', '283');('353', '213');192
('181', '488');('373', '474');('373', '506');('373', '415');('373', '261');('373', '254');('223', '373');('373', '213');226
('304', '405');('440', '474');('440', '114');('440', '396');('440', '213');('440', '253');('440', '12');('440', '213');247
('181', '339');('181', '474');('181', '114');('181', '490');('181', '339');('181', '407');('181', '181');('181', '213');196
('84', '50');('84', '54');('84', '7');('84', '523');('84', '390');('84', '506');('84', '528');('84', '213');107
('181', '43');('353', '474');('181', '506');('181', '415');('181', '261');('181', '407');('373', '528');('353', '213');321
('373', '87');('373', '474');('373', '506');('373', '415');('373', '339');('373', '407');('373', '373');('373', '213');398
('488', '223');('488', '474');('488', '488');('488', '415');('488', '339');('488', '408');('373', '409');('488', '213');302
('488', '42');('373', '474');('373', '506');('373', '396');('373', '339');('373', '408');('373', '528');('373', '213');173
('353', '474');('353', '474');('353', '478');('353', '254');('353', '280');('353', '253');('353', '283');('353', '213');358
('370', '474');('370', '44');('370', '213');('370', '254');('370', '280');('370', '253');('370', '283');('370', '228');350
('84', '84');('84', '455');('84', '7');('84', '396');('84', '339');('84', '396');('84', '411');('84', '440');17
('324', '186');('488', '474');('488', '114');('488', '490');('488', '339');('488', '408');('409', '523');('488', '213');210
('373', '223');('373', '474');('373', '43');('373', '415');('373', '390');('373', '408');('223', '528');('373', '213');169
('181', '213');('181', '474');('181', '488');('181', '490');('181', '261');('181', '408');('181', '411');('181', '213');187
('488', '474');('493', '254');('493', '373');('493', '286');('493', '215');('493', '253');('493', '391');('493', '213');379
('370', '207');('370', '474');('370', '478');('370', '490');('370', '280');('370', '253');('370', '283');('370', '213');344
('219', '506');('488', '474');('488', '506');('488', '396');('488', '339');('488', '408');('409', '389');('488', '213');156
('286', '386');('286', '54');('286', '483');('409', '489');('181', '339');('181', '396');('409', '181');('286', '213');524
('488', '488');('488', '474');('488', '114');('488', '490');('488', '339');('488', '407');('373', '389');('488', '213');399
('373', '223');('373', '474');('223', '506');('373', '490');('373', '339');('373', '254');('223', '528');('373', '213');394
('391', '506');('390', '474');('493', '506');('391', '396');('391', '215');('390', '253');('391', '390');('391', '213');108
('409', '207');('488', '474');('488', '506');('488', '415');('488', '339');('488', '407');('409', '389');('488', '213');453
('488', '42');('373', '474');('488', '207');('488', '490');('373', '339');('373', '408');('373', '373');('373', '213');466
('84', '183');('84', '455');('84', '7');('84', '396');('84', '339');('84', '54');('84', '411');('84', '440');4
('324', '43');('324', '474');('488', '405');('324', '396');('488', '339');('324', '407');('84', '523');('488', '213');456
('409', '213');('181', '54');('409', '114');('409', '490');('409', '339');('181', '408');('409', '373');('488', '213');200
('440', '505');('440', '54');('440', '191');('440', '523');('440', '396');('440', '408');('440', '440');('440', '523');217
('353', '42');('353', '474');('353', '114');('353', '415');('353', '261');('353', '254');('223', '528');('353', '213');68
('488', '474');('488', '474');('488', '114');('488', '396');('488', '339');('488', '407');('488', '409');('488', '213');351
('523', '84');('84', '54');('84', '56');('523', '523');('84', '339');('84', '396');('84', '411');('523', '213');303
('488', '416');('488', '474');('488', '114');('488', '396');('488', '339');('488', '407');('488', '373');('488', '213');376
('373', '253');('373', '474');('373', '533');('373', '396');('373', '339');('373', '408');('373', '528');('373', '213');127
